Date,Open,High,Low,Close,Volume,Adj Close
2013-09-25,156.720001,158.130005,155.130005,157.610001,1609200,143.441291
2013-09-26,158.009995,159.850006,157.899994,159.740005,1101100,145.379814
2013-09-27,159.020004,159.240005,157.309998,158.0,788200,143.796231
2013-09-30,156.419998,158.889999,155.389999,158.009995,1074200,143.805327
2013-10-01,157.809998,160.149994,157.740005,160.070007,1675300,145.68015
2013-10-02,159.279999,161.619995,158.839996,161.350006,940300,146.84508
2013-10-03,161.759995,162.330002,159.110001,160.660004,2177700,146.217107
2013-10-04,159.110001,161.059998,158.809998,160.179993,996400,145.780248
2013-10-07,159.029999,160.589996,158.139999,159.039993,1109500,144.742731
2013-10-08,159.690002,161.529999,156.789993,157.210007,1538100,143.077256
2013-10-09,158.389999,158.949997,155.770004,157.729996,1309100,143.550499
2013-10-10,159.0,163.660004,159.0,162.350006,1326600,147.755183
2013-10-11,162.309998,166.779999,162.309998,166.610001,1147900,151.632216
2013-10-14,165.75,167.809998,164.660004,167.149994,882000,152.123665
2013-10-15,167.759995,170.160004,166.199997,167.199997,1707300,152.169173
2013-10-16,168.199997,170.789993,167.360001,168.580002,995700,153.425119
2013-10-17,168.399994,169.839996,167.110001,169.460007,992000,154.226014
2013-10-18,171.210007,172.75,170.149994,171.919998,1007200,156.464859
2013-10-21,172.429993,173.339996,171.630005,173.130005,908700,157.566089
2013-10-22,173.139999,173.380005,168.309998,169.990005,1727100,154.708367
2013-10-23,169.669998,170.190002,166.190002,166.460007,1467600,151.495706
2013-10-24,167.759995,173.220001,166.899994,172.850006,1506800,157.311262
2013-10-25,168.059998,168.910004,163.800003,168.179993,2638600,153.06107
2013-10-28,168.080002,168.880005,165.5,168.399994,1176000,153.261293
2013-10-29,168.889999,168.889999,166.759995,168.800003,740900,153.625343
2013-10-30,169.990005,171.970001,168.0,169.550003,918900,154.30792
2013-10-31,168.580002,169.529999,165.630005,166.25,1056800,151.304578
2013-11-01,166.960007,167.949997,166.419998,167.699997,816300,152.624224
2013-11-04,167.880005,168.380005,165.919998,166.490005,1035200,151.523008
2013-11-05,165.0,166.380005,164.539993,165.199997,1092500,151.257472
2013-11-06,166.75,166.889999,163.419998,164.380005,1270000,150.506685
2013-11-07,165.050003,165.350006,159.369995,159.509995,2622700,146.047694
2013-11-08,159.860001,164.240005,159.860001,163.710007,2471800,149.893234
2013-11-11,163.990005,166.179993,162.949997,165.029999,725200,151.101821
2013-11-12,164.820007,167.649994,164.399994,167.380005,2799100,153.253492
2013-11-13,165.75,170.240005,165.600006,170.210007,1024100,155.844648
2013-11-14,170.119995,170.309998,167.759995,168.509995,712100,154.288113
2013-11-15,168.509995,169.660004,165.600006,166.389999,1411200,152.347041
2013-11-18,164.550003,166.639999,163.0,163.589996,905100,152.533524
2013-11-19,163.190002,163.809998,158.139999,159.199997,1396500,148.440229
2013-11-20,160.470001,160.960007,157.479996,158.389999,780100,147.684977
2013-11-21,159.970001,165.0,159.320007,163.529999,2878200,152.477582
2013-11-22,163.570007,164.020004,161.119995,162.449997,717900,151.470573
2013-11-25,163.149994,164.610001,162.899994,163.669998,638600,152.608119
2013-11-26,163.720001,164.830002,163.009995,164.0,544200,152.915817
2013-11-27,164.190002,166.449997,163.5,165.559998,617600,154.37038
2013-11-29,165.850006,167.410004,164.949997,165.869995,565500,154.659426
2013-12-02,165.570007,167.369995,164.119995,164.740005,750100,153.605808
2013-12-03,164.0,165.369995,161.880005,163.309998,1287300,152.272449
2013-12-04,162.720001,168.990005,162.130005,167.779999,1568600,156.440339
2013-12-05,167.669998,172.869995,167.100006,171.410004,1694200,159.825005
2013-12-06,173.0,174.0,169.720001,173.160004,1383800,161.456728
2013-12-09,173.5,179.119995,173.5,178.529999,2595100,166.463784
2013-12-10,178.490005,181.759995,176.410004,181.149994,1742100,168.906703
2013-12-11,181.240005,183.440002,180.020004,180.699997,1598900,168.48712
2013-12-12,180.839996,182.410004,178.479996,179.490005,1277800,167.358908
2013-12-13,181.020004,182.259995,179.919998,181.759995,968600,169.475476
2013-12-16,183.050003,185.410004,181.240005,182.820007,1282500,170.463846
2013-12-17,183.229996,184.009995,180.839996,182.479996,1061700,170.146815
2013-12-18,183.529999,186.960007,181.5,186.669998,1145500,174.05363
2013-12-19,187.350006,187.350006,183.059998,185.110001,1047300,172.599067
2013-12-20,186.009995,186.070007,181.889999,185.350006,1534600,172.822851
2013-12-23,186.649994,186.649994,184.009995,185.149994,801700,172.636357
2013-12-24,185.990005,190.800003,185.179993,189.25,862500,176.459258
2013-12-26,189.350006,191.580002,188.809998,191.039993,692400,178.128272
2013-12-27,191.210007,191.899994,190.029999,191.25,587500,178.324085
2013-12-30,190.830002,194.389999,190.699997,193.289993,1948600,180.226203
2013-12-31,193.300003,194.529999,191.830002,194.210007,731500,181.084036
2014-01-02,194.139999,199.880005,193.119995,197.940002,3054800,184.561934
2014-01-03,198.149994,198.75,195.119995,196.0,1169400,182.75305
2014-01-06,198.289993,198.839996,195.199997,195.860001,1289100,182.622512
2014-01-07,196.649994,202.880005,196.649994,201.509995,1686500,187.890643
2014-01-08,202.669998,205.399994,201.369995,205.289993,1406000,191.415165
2014-01-09,205.75,206.490005,203.149994,204.770004,1228300,190.93032
2014-01-10,204.350006,207.240005,202.259995,206.860001,1151000,192.879061
2014-01-13,206.100006,209.740005,203.360001,203.470001,1618900,189.71818
2014-01-14,203.940002,207.940002,202.539993,207.600006,1587500,193.569052
2014-01-15,207.899994,210.410004,207.089996,210.100006,1025100,195.900086
2014-01-16,209.059998,210.119995,207.839996,210.089996,904400,195.890753
2014-01-17,209.279999,215.990005,209.279999,215.699997,1706000,201.121593
2014-01-21,216.559998,216.990005,209.979996,212.270004,1815600,197.923422
2014-01-22,209.419998,209.5,206.029999,208.789993,1767000,194.678612
2014-01-23,206.5,206.899994,203.720001,205.259995,1758400,191.387194
2014-01-24,203.889999,204.339996,192.960007,193.139999,3080100,180.086346
2014-01-27,195.070007,195.789993,189.029999,191.830002,2996300,178.864887
2014-01-28,193.0,198.800003,193.0,197.149994,1595600,183.825319
2014-01-29,195.559998,196.539993,193.119995,193.869995,1716800,180.767004
2014-01-30,196.389999,202.729996,195.479996,201.509995,2480400,187.890643
2014-01-31,205.270004,219.910004,204.309998,217.419998,4801300,202.725345
2014-02-03,216.059998,216.619995,205.800003,209.470001,3341200,195.312661
2014-02-04,211.509995,214.160004,208.309998,213.550003,2158900,199.11691
2014-02-05,202.990005,211.0,202.199997,209.550003,3297900,195.387256
2014-02-06,212.880005,217.5,211.0,216.699997,1956900,202.054007
2014-02-07,217.919998,222.449997,216.039993,221.949997,1663700,206.949178
2014-02-10,222.179993,224.619995,221.339996,222.369995,1905000,207.34079
2014-02-11,222.009995,224.940002,220.169998,224.289993,1631500,210.313245
2014-02-12,224.889999,226.0,220.0,221.119995,1415200,207.340787
2014-02-13,219.020004,223.759995,218.009995,221.279999,1550100,207.49082
2014-02-14,220.300003,222.449997,219.600006,222.339996,943300,208.484763
2014-02-18,222.210007,225.860001,221.509995,224.100006,1269800,210.135097
2014-02-19,223.320007,223.990005,219.210007,220.919998,1520700,207.153253
2014-02-20,220.949997,225.919998,220.940002,223.5,1742800,209.57248
2014-02-21,224.5,228.75,221.839996,228.350006,1790600,214.120256
2014-02-24,229.570007,236.610001,229.190002,235.589996,1759100,220.909082
2014-02-25,236.759995,240.520004,233.610001,235.149994,1688800,220.496499
2014-02-26,235.860001,240.029999,234.460007,236.889999,1431800,222.128075
2014-02-27,237.600006,242.220001,236.220001,241.960007,1448900,226.882142
2014-02-28,242.059998,244.0,239.5,242.490005,1485400,227.379114
2014-03-03,239.570007,244.580002,238.070007,242.880005,1727100,227.74481
2014-03-04,245.259995,248.0,244.440002,247.949997,1159600,232.498863
2014-03-05,248.720001,249.309998,245.600006,247.759995,904800,232.320701
2014-03-06,248.990005,249.100006,247.0,247.830002,1134000,232.386345
2014-03-07,248.850006,249.25,244.970001,246.649994,848200,231.27987
2014-03-10,246.710007,246.880005,239.639999,240.570007,1329500,225.578761
2014-03-11,241.990005,245.210007,238.899994,240.130005,1123500,225.166178
2014-03-12,238.75,240.139999,236.080002,239.539993,1281000,224.612933
2014-03-13,240.0,240.970001,230.820007,232.229996,1428600,217.758462
2014-03-14,230.309998,231.539993,227.179993,229.649994,1704600,215.339234
2014-03-17,230.570007,235.360001,229.520004,233.279999,1217000,218.743034
2014-03-18,233.330002,236.899994,232.089996,234.320007,894100,219.718233
2014-03-19,233.940002,236.229996,227.770004,229.009995,1048100,214.739117
2014-03-20,227.289993,229.399994,224.270004,228.589996,1182800,214.345291
2014-03-21,227.559998,231.949997,226.059998,226.199997,1283800,212.104226
2014-03-24,227.229996,227.389999,219.25,224.289993,1337400,210.313245
2014-03-25,225.190002,226.690002,219.460007,219.5,1595600,205.821743
2014-03-26,220.869995,221.0,212.759995,214.869995,2644200,201.480259
2014-03-27,211.509995,214.160004,207.059998,213.759995,2745700,200.439429
2014-03-28,214.110001,220.5,212.970001,217.509995,2115100,203.955745
2014-03-31,219.880005,225.690002,219.380005,222.149994,1680600,208.306601
2014-04-01,229.419998,231.0,226.350006,227.179993,1691400,213.023152
2014-04-02,230.0,230.429993,225.770004,227.460007,988700,213.285717
2014-04-03,226.949997,229.779999,220.289993,222.320007,1223100,208.46602
2014-04-04,223.179993,225.5,211.729996,213.639999,1785500,200.326911
2014-04-07,212.809998,212.979996,206.320007,210.710007,2497100,197.579502
2014-04-08,210.839996,215.0,207.449997,212.869995,2197400,199.60489
2014-04-09,216.639999,222.110001,214.410004,220.300003,1634600,206.571893
2014-04-10,222.020004,224.679993,209.300003,210.839996,2088900,197.701392
2014-04-11,208.039993,214.270004,206.0,211.330002,1707000,198.160862
2014-04-14,212.779999,218.0,208.0,210.399994,1999300,197.288808
2014-04-15,210.240005,211.619995,194.639999,202.820007,3892300,190.181172
2014-04-16,204.699997,209.0,202.899994,205.0,2440000,192.225318
2014-04-17,204.589996,209.080002,204.380005,208.0,1861700,195.038371
2014-04-21,207.5,209.899994,202.639999,204.440002,1337700,191.700217
2014-04-22,208.0,216.990005,206.830002,216.089996,1865200,202.624235
2014-04-23,216.649994,217.539993,205.440002,206.820007,2116100,193.93191
2014-04-24,209.119995,213.399994,206.100006,213.130005,2514800,199.848697
2014-04-25,211.220001,211.940002,200.179993,201.490005,2456000,188.93405
2014-04-28,201.779999,204.360001,188.429993,193.639999,3760500,181.573221
2014-04-29,196.360001,204.869995,195.429993,203.610001,2517100,190.921937
2014-04-30,199.919998,204.860001,198.229996,203.889999,1731500,191.184487
2014-05-01,205.220001,207.5,200.919998,206.630005,2690900,193.753748
2014-05-02,214.300003,222.330002,213.0,221.679993,3980800,207.865888
2014-05-05,219.729996,220.059998,214.009995,216.649994,2698300,203.149336
2014-05-06,216.160004,217.850006,207.479996,207.550003,2411600,194.616416
2014-05-07,207.399994,209.580002,196.550003,204.940002,3471000,192.169059
2014-05-08,197.669998,207.0,195.100006,196.449997,3541900,184.208113
2014-05-09,198.940002,201.899994,196.399994,200.490005,1639700,187.996366
2014-05-12,200.800003,207.240005,200.800003,203.679993,1753200,190.987567
2014-05-13,203.75,207.389999,201.429993,206.0,1720400,194.355778
2014-05-14,205.309998,205.460007,200.070007,201.220001,2391200,189.84597
2014-05-15,200.970001,202.350006,195.089996,201.720001,2148000,190.317708
2014-05-16,201.839996,203.350006,197.520004,201.770004,2366000,190.364884
2014-05-19,200.479996,206.300003,198.520004,203.559998,6950200,192.053698
2014-05-20,202.089996,204.339996,199.080002,200.199997,2033400,188.883622
2014-05-21,201.130005,205.0,200.550003,204.850006,1555100,193.270788
2014-05-22,205.75,210.259995,204.660004,208.350006,1594500,196.572949
2014-05-23,208.770004,209.25,205.169998,207.860001,1304200,196.110641
2014-05-27,208.320007,215.979996,208.320007,215.649994,2183100,203.460303
2014-05-28,216.679993,218.639999,214.449997,218.009995,1584300,205.686903
2014-05-29,218.240005,220.0,215.729996,219.990005,944200,207.554994
2014-05-30,220.0,220.0,213.960007,214.970001,1359700,202.818747
2014-06-02,215.229996,218.039993,213.600006,218.020004,695200,205.696347
2014-06-03,212.929993,212.929993,206.600006,208.229996,2202000,196.459722
2014-06-04,206.520004,211.0,206.0,210.210007,1032600,198.327813
2014-06-05,210.139999,211.990005,205.589996,205.850006,1344100,194.214263
2014-06-06,206.289993,207.169998,204.070007,204.979996,875300,193.39343
2014-06-09,200.240005,201.490005,195.800003,199.050003,2571500,187.798632
2014-06-10,197.160004,198.229996,193.5,197.869995,2564600,186.685324
2014-06-11,198.830002,202.0,198.240005,201.080002,1374500,189.713884
2014-06-12,201.080002,201.880005,196.770004,197.210007,1080100,186.062642
2014-06-13,198.020004,201.470001,197.039993,201.059998,1078300,189.695011
2014-06-16,198.5,199.910004,197.0,199.119995,1052800,187.864668
2014-06-17,197.5,198.729996,196.25,197.449997,1349800,186.289067
2014-06-18,196.089996,199.619995,194.729996,199.399994,1259600,188.12884
2014-06-19,200.789993,205.0,200.699997,202.610001,1462900,191.157399
2014-06-20,202.899994,203.660004,200.149994,200.789993,1695600,189.440269
2014-06-23,199.119995,201.449997,197.179993,201.160004,1393700,189.789364
2014-06-24,201.699997,204.910004,201.130005,201.639999,1547400,190.242228
2014-06-25,201.190002,204.979996,200.619995,203.600006,1165500,192.091445
2014-06-26,206.600006,210.149994,206.130005,208.039993,1745100,196.28046
2014-06-27,209.720001,211.009995,206.610001,206.889999,1111000,195.19547
2014-06-30,208.020004,208.509995,205.509995,207.559998,899000,195.827596
2014-07-01,207.929993,212.360001,207.639999,210.139999,1117900,198.261762
2014-07-02,210.139999,212.729996,209.410004,211.630005,1362200,199.667545
2014-07-03,212.050003,213.080002,211.009995,211.910004,672500,199.931717
2014-07-07,209.429993,210.929993,206.399994,208.580002,1302900,196.789944
2014-07-08,206.960007,207.940002,200.660004,202.179993,1644100,190.751698
2014-07-09,201.5,206.229996,199.369995,206.059998,1292500,194.412384
2014-07-10,201.979996,204.300003,200.25,203.190002,873800,191.704617
2014-07-11,202.619995,204.300003,201.300003,202.729996,659000,191.270612
2014-07-14,204.649994,207.389999,202.600006,202.919998,905100,191.449874
2014-07-15,204.639999,205.160004,200.25,202.509995,1158800,191.063046
2014-07-16,204.119995,204.800003,202.210007,203.860001,1229200,192.336743
2014-07-17,199.369995,203.100006,198.5,199.190002,2111500,187.930718
2014-07-18,200.619995,202.0,199.910004,201.0,1012700,189.638405
2014-07-21,200.100006,202.610001,199.600006,202.509995,1184200,191.063046
2014-07-22,203.869995,208.369995,203.380005,207.289993,1218300,195.572854
2014-07-23,207.369995,207.970001,205.330002,206.25,792200,194.591647
2014-07-24,207.220001,208.259995,204.490005,205.029999,819700,193.440606
2014-07-25,203.899994,206.149994,203.009995,204.470001,833400,192.912263
2014-07-28,205.660004,211.089996,205.660004,210.970001,2772500,199.044848
2014-07-29,211.259995,220.5,211.199997,217.410004,5160700,205.120827
2014-07-30,218.300003,219.199997,214.740005,218.610001,1765500,206.252994
2014-07-31,216.190002,218.679993,212.720001,213.199997,1961500,201.148793
2014-08-01,212.570007,214.570007,208.360001,210.039993,1690400,198.167409
2014-08-04,210.0,214.320007,208.570007,213.5,1252700,201.431838
2014-08-05,212.419998,213.919998,207.529999,209.089996,1218400,197.271111
2014-08-06,204.970001,205.550003,198.949997,200.539993,3620400,189.2044
2014-08-07,199.710007,202.559998,194.270004,195.179993,3478500,184.147375
2014-08-08,195.660004,201.589996,194.449997,200.720001,2401900,190.594868
2014-08-11,201.020004,202.850006,197.800003,200.240005,1196200,190.139085
2014-08-12,200.429993,201.990005,197.539993,200.199997,1145000,190.101095
2014-08-13,201.330002,204.729996,201.0,201.339996,1210100,191.183588
2014-08-14,202.070007,203.5,200.600006,202.229996,833100,192.028692
2014-08-15,202.990005,203.679993,198.800003,201.330002,1015600,191.174098
2014-08-18,202.660004,203.5,200.350006,202.899994,840300,192.664893
2014-08-19,203.729996,205.479996,202.190002,203.360001,856200,193.101695
2014-08-20,204.649994,204.649994,201.729996,202.529999,683900,192.313562
2014-08-21,202.770004,202.880005,200.5,200.509995,720400,190.395455
2014-08-22,198.529999,200.339996,198.350006,200.119995,1057400,190.025129
2014-08-25,201.020004,201.309998,198.360001,200.460007,1259000,190.347989
2014-08-26,199.190002,200.0,197.130005,199.279999,1385200,189.227505
2014-08-27,199.149994,199.369995,195.279999,196.199997,1747700,186.302871
2014-08-28,195.449997,197.600006,193.070007,196.789993,1557400,186.863106
2014-08-29,197.320007,197.320007,191.889999,192.880005,2037200,183.150353
2014-09-02,189.100006,189.960007,180.630005,185.050003,4725600,175.715328
2014-09-03,185.119995,187.880005,183.919998,185.240005,1897900,175.895746
2014-09-04,185.5,186.850006,183.979996,184.770004,1870700,175.449454
2014-09-05,184.479996,185.960007,182.320007,185.660004,1969800,176.294558
2014-09-08,186.330002,186.330002,183.110001,184.710007,1516900,175.392483
2014-09-09,184.699997,186.570007,183.199997,184.259995,1231100,174.965171
2014-09-10,182.580002,183.119995,180.75,182.279999,2084000,173.085054
2014-09-11,181.110001,186.899994,181.089996,186.100006,1781800,176.712365
2014-09-12,186.199997,186.520004,182.0,182.529999,1522600,173.322443
2014-09-15,182.100006,182.660004,179.369995,180.720001,1623000,171.603749
2014-09-16,175.440002,181.029999,172.529999,179.869995,3835000,170.796621
2014-09-17,177.5,184.220001,177.169998,183.100006,2268800,173.863697
2014-09-18,184.649994,190.449997,184.559998,187.830002,3374900,178.355093
2014-09-19,189.520004,189.520004,183.729996,185.279999,1893100,175.933722
2014-09-22,181.869995,184.309998,179.070007,181.279999,2547200,172.135498
2014-09-23,180.279999,183.820007,180.009995,182.830002,2353700,173.607313
2014-09-24,182.699997,186.289993,181.869995,185.949997,1578400,176.569923
2014-09-25,184.029999,184.600006,180.520004,181.960007,1952300,172.781204
2014-09-26,184.190002,187.490005,184.0,184.5,1819100,175.19307
2014-09-29,182.479996,183.130005,178.25,178.990005,2570000,169.961022
2014-09-30,179.309998,189.110001,175.770004,187.080002,4828200,177.642926
2014-10-01,185.0,185.110001,180.380005,182.300003,2105500,173.10405
2014-10-02,183.0,185.369995,178.0,181.759995,1893500,172.591281
2014-10-03,182.919998,185.110001,180.559998,182.279999,1236000,173.085054
2014-10-06,187.589996,187.979996,183.589996,183.789993,1553500,174.518879
2014-10-07,179.940002,183.639999,179.190002,180.279999,1493100,171.185943
2014-10-08,180.729996,183.75,178.5,183.289993,1105000,174.044101
2014-10-09,183.610001,184.440002,177.770004,178.070007,1386500,169.087432
2014-10-10,177.770004,181.5,176.550003,176.710007,1542100,167.796035
2014-10-13,176.330002,177.729996,170.050003,173.440002,3037500,164.690983
2014-10-14,171.369995,177.720001,171.119995,173.839996,1936900,165.0708
2014-10-15,171.330002,175.619995,168.800003,174.309998,2326300,165.517092
2014-10-16,173.309998,184.580002,173.029999,182.070007,3044300,172.885656
2014-10-17,185.610001,187.600006,181.050003,182.449997,2219800,173.246477
2014-10-20,182.889999,183.520004,179.600006,181.660004,1878600,172.496334
2014-10-21,182.940002,185.619995,182.070007,184.589996,1774100,175.278526
2014-10-22,185.089996,186.0,181.699997,182.419998,1332600,173.217992
2014-10-23,183.979996,185.899994,183.100006,183.490005,1603900,174.234023
2014-10-24,183.880005,185.550003,182.169998,184.720001,1265400,175.401973
2014-10-27,183.679993,185.690002,182.889999,183.669998,2002400,174.404937
2014-10-28,182.929993,185.649994,181.5,185.25,1661400,175.905237
2014-10-29,190.949997,192.449997,184.520004,185.929993,2563700,176.550928
2014-10-30,184.169998,188.800003,184.059998,187.649994,1171400,178.184165
2014-10-31,190.979996,190.979996,188.520004,190.009995,1527800,180.425118
2014-11-03,189.960007,191.729996,188.449997,189.509995,1222900,179.95034
2014-11-04,186.899994,187.0,182.210007,185.259995,2088000,175.914727
2014-11-05,182.0,182.990005,177.100006,179.740005,2938200,170.673189
2014-11-06,179.979996,179.990005,176.520004,178.710007,3081700,169.695147
2014-11-07,177.589996,178.779999,176.279999,177.179993,1489600,170.629265
2014-11-10,177.690002,180.110001,176.419998,177.889999,1034000,171.313021
2014-11-11,178.669998,180.809998,177.029999,180.350006,1296400,173.682076
2014-11-12,179.470001,180.679993,179.149994,180.289993,2121700,173.624282
2014-11-13,181.0,183.589996,180.75,182.630005,1294400,175.877778
2014-11-14,182.889999,184.830002,181.880005,183.990005,1279600,177.187497
2014-11-17,182.830002,182.990005,180.970001,182.630005,815500,175.877778
2014-11-18,181.100006,183.119995,179.330002,182.080002,1445200,175.34811
2014-11-19,182.070007,182.509995,179.539993,180.020004,876800,173.364275
2014-11-20,179.710007,181.690002,174.899994,177.850006,2654300,171.274506
2014-11-21,182.0,182.449997,179.070007,179.639999,2017200,172.99832
2014-11-24,180.419998,180.830002,178.220001,180.220001,1155400,173.556878
2014-11-25,181.130005,182.149994,177.110001,178.009995,1662000,171.42858
2014-11-26,178.320007,178.619995,176.5,177.059998,833300,170.513706
2014-11-28,178.059998,179.009995,175.889999,178.610001,578700,172.006402
2014-12-01,177.029999,177.119995,174.050003,174.5,1498700,168.048357
2014-12-02,174.320007,175.600006,173.399994,174.25,1093900,167.8076
2014-12-03,170.570007,172.210007,168.809998,169.570007,2201300,163.300637
2014-12-04,168.850006,168.860001,161.350006,162.919998,3638400,156.896493
2014-12-05,163.149994,165.020004,162.009995,163.899994,1531500,157.840256
2014-12-08,161.0,162.970001,157.320007,157.589996,2400900,151.763553
2014-12-09,155.539993,156.970001,155.110001,156.630005,1605800,150.839054
2014-12-10,156.830002,156.830002,145.100006,146.75,4661600,141.324335
2014-12-11,147.899994,151.429993,146.649994,148.880005,2676700,143.375589
2014-12-12,147.100006,149.889999,146.419998,147.479996,1488400,142.027341
2014-12-15,148.770004,149.869995,144.850006,145.160004,1437200,139.793124
2014-12-16,143.75,144.490005,140.309998,140.520004,2118900,135.324675
2014-12-17,137.820007,139.240005,133.580002,138.970001,4298600,133.831979
2014-12-18,142.050003,145.229996,142.050003,145.100006,2870100,139.735345
2014-12-19,144.899994,151.949997,144.899994,150.110001,3293500,144.560109
2014-12-22,150.389999,151.470001,146.270004,147.479996,1768400,142.027341
2014-12-23,148.070007,153.350006,147.960007,151.690002,1669000,146.081695
2014-12-24,152.089996,153.300003,150.029999,150.899994,494100,145.320894
2014-12-26,151.110001,152.380005,149.699997,150.369995,993700,144.810491
2014-12-29,150.0,154.759995,149.410004,153.0,1510400,147.343259
2014-12-30,152.779999,153.779999,150.100006,151.199997,1262600,145.609806
2014-12-31,151.369995,152.300003,148.199997,148.759995,1633000,143.260015
2015-01-02,148.589996,149.229996,142.149994,146.889999,2228900,141.459158
2015-01-05,145.720001,146.169998,141.839996,144.389999,1695100,139.051588
2015-01-06,143.5,144.339996,139.259995,141.309998,1975800,136.085461
2015-01-07,144.220001,147.210007,143.25,145.460007,1472000,140.082035
2015-01-08,147.059998,149.029999,146.389999,147.210007,1676600,141.767334
2015-01-09,150.050003,151.619995,148.699997,149.050003,2204600,143.539302
2015-01-12,149.029999,149.5,146.759995,148.460007,1250400,142.971119
2015-01-13,150.220001,153.529999,148.110001,149.809998,1621600,144.271198
2015-01-14,147.75,149.330002,145.410004,148.600006,1378800,143.105942
2015-01-15,149.399994,151.0,147.240005,147.649994,1061600,142.191054
2015-01-16,145.309998,147.869995,144.380005,146.990005,957800,141.555467
2015-01-20,146.970001,146.990005,138.110001,142.029999,2520700,136.778842
2015-01-21,138.929993,143.919998,138.929993,142.889999,1605000,137.607047
2015-01-22,144.130005,147.649994,143.740005,147.229996,1409400,141.786584
2015-01-23,146.539993,147.470001,144.820007,146.009995,964700,140.611689
2015-01-26,146.839996,156.710007,146.839996,155.830002,2587100,150.068629
2015-01-27,155.800003,157.75,153.100006,155.039993,1739600,149.307829
2015-01-28,156.449997,156.75,152.779999,153.479996,1740300,147.805508
2015-01-29,154.190002,157.229996,149.589996,152.970001,1418500,147.314369
2015-01-30,150.889999,151.330002,147.660004,147.949997,1738100,142.479965
2015-02-02,148.220001,149.789993,145.440002,149.740005,1211300,144.203793
2015-02-03,149.639999,156.940002,148.100006,155.800003,2386800,150.03974
2015-02-04,151.509995,154.899994,144.190002,146.110001,4808700,140.707998
2015-02-05,146.509995,148.199997,144.449997,146.639999,1760000,141.218401
2015-02-06,148.789993,148.889999,145.589996,146.240005,1435000,140.833196
2015-02-09,145.729996,149.580002,145.509995,148.449997,1295700,142.961479
2015-02-10,151.229996,156.380005,150.779999,154.649994,2354800,148.932249
2015-02-11,153.309998,153.509995,150.5,151.240005,1126600,147.074861
2015-02-12,151.869995,154.990005,150.639999,154.720001,2591600,150.459017
2015-02-13,155.479996,160.410004,154.729996,159.339996,2153900,154.951778
2015-02-17,158.710007,159.210007,154.820007,157.0,1810900,152.676225
2015-02-18,157.889999,160.050003,156.919998,158.520004,1282800,154.154368
2015-02-19,158.729996,159.729996,157.399994,158.570007,883800,154.202994
2015-02-20,158.259995,158.490005,156.25,158.470001,920900,154.105742
2015-02-23,155.190002,156.419998,152.899994,154.330002,2322200,150.079758
2015-02-24,150.229996,150.270004,146.850006,147.0,2772000,142.951625
2015-02-25,145.479996,145.479996,140.960007,143.050003,3620600,139.11041
2015-02-26,143.039993,145.770004,142.270004,142.770004,1856000,138.838123
2015-02-27,143.339996,144.130005,141.589996,142.5,1120500,138.575554
2015-03-02,142.5,145.399994,142.309998,142.429993,1430800,138.507475
2015-03-03,142.089996,144.759995,139.610001,140.070007,2146500,136.212484
2015-03-04,138.690002,139.0,135.449997,138.820007,2854000,134.996909
2015-03-05,138.259995,139.25,136.759995,139.0,2106100,135.171944
2015-03-06,137.630005,138.070007,136.029999,137.0,2851600,133.227024
2015-03-09,135.5,136.179993,131.630005,132.839996,5406900,129.181587
2015-03-10,130.960007,132.460007,129.479996,129.509995,3689600,125.943293
2015-03-11,129.479996,129.809998,126.169998,126.629997,3130700,123.142611
2015-03-12,127.919998,129.630005,125.120003,126.32,2443600,122.841151
2015-03-13,125.389999,128.139999,124.410004,127.07,2613200,123.570496
2015-03-16,125.089996,127.459999,122.5,125.650002,4333200,122.189604
2015-03-17,126.0,127.949997,124.410004,124.580002,2490200,121.149073
2015-03-18,123.639999,124.139999,121.529999,122.919998,4751600,119.534785
2015-03-19,125.010002,130.399994,124.480003,130.110001,3584000,126.526775
2015-03-20,131.779999,133.25,129.729996,129.979996,2420900,126.400351
2015-03-23,129.669998,136.360001,127.610001,132.039993,3274800,128.403616
2015-03-24,132.119995,132.259995,128.940002,129.5,2202700,125.933574
2015-03-25,130.009995,130.039993,127.559998,129.220001,1573800,125.661286
2015-03-26,127.889999,128.529999,126.25,126.860001,1909000,123.36628
2015-03-27,127.0,127.040001,125.830002,126.25,976500,122.773079
2015-03-30,126.709999,128.160004,125.669998,127.459999,1160400,123.949755
2015-03-31,126.620003,129.839996,125.800003,125.879997,1362100,122.413266
2015-04-01,126.110001,127.050003,123.690002,125.529999,1709400,122.072907
2015-04-02,125.720001,129.559998,125.0,129.399994,1346200,125.836322
2015-04-06,127.940002,132.039993,127.419998,130.720001,2053700,127.119977
2015-04-07,130.729996,131.589996,127.879997,127.879997,1612200,124.358186
2015-04-08,129.850006,131.559998,127.839996,129.279999,1666600,125.719632
2015-04-09,132.369995,136.929993,132.050003,136.630005,2568900,132.867219
2015-04-10,136.199997,136.350006,133.339996,136.020004,1774400,132.274018
2015-04-13,135.0,135.490005,133.339996,133.600006,1983700,129.920666
2015-04-14,130.589996,131.279999,126.690002,127.529999,3139600,124.017827
2015-04-15,126.989998,130.259995,125.599998,130.020004,2204400,126.439257
2015-04-16,130.059998,130.869995,127.199997,127.349998,1337100,123.842784
2015-04-17,126.099998,128.190002,124.510002,125.5,1533500,122.043734
2015-04-20,126.82,130.139999,126.529999,128.949997,1645200,125.398718
