Date,Open,High,Low,Close,Volume,Adj Close
2013-09-06,93.709999,93.830002,92.32,93.120003,1033600,88.253814
2013-09-09,93.349998,93.830002,93.349998,93.510002,1009400,88.623433
2013-09-10,93.470001,94.720001,93.239998,94.449997,1378500,89.514306
2013-09-11,94.559998,95.110001,94.5,95.110001,1425200,90.13982
2013-09-12,95.040001,96.080002,95.040001,95.739998,1059900,90.736896
2013-09-13,96.050003,96.269997,95.25,96.190002,889200,91.163384
2013-09-16,97.040001,98.0,96.620003,97.790001,957800,92.679771
2013-09-17,97.720001,98.830002,97.599998,98.75,874200,93.589603
2013-09-18,98.720001,99.050003,97.440002,98.589996,1303700,93.437961
2013-09-19,98.610001,99.099998,98.019997,98.050003,910500,92.926186
2013-09-20,98.290001,98.300003,96.089996,96.300003,2412400,91.267636
2013-09-23,96.300003,96.730003,95.400002,95.860001,1470700,90.850627
2013-09-24,96.040001,96.459999,95.760002,95.949997,1249100,90.935921
2013-09-25,96.040001,96.120003,95.470001,95.730003,1052800,90.727423
2013-09-26,95.690002,96.449997,95.559998,96.370003,827300,91.333978
2013-09-27,96.110001,96.489998,95.639999,96.25,770000,91.220246
2013-09-30,95.449997,95.760002,95.150002,95.260002,1159700,90.281983
2013-10-01,95.190002,96.190002,95.0,96.139999,890000,91.115994
2013-10-02,95.839996,95.900002,94.379997,95.18,1436700,90.206162
2013-10-03,95.089996,95.089996,92.610001,93.080002,1579200,88.215903
2013-10-04,93.089996,93.529999,92.510002,93.32,1218700,88.44336
2013-10-07,92.919998,95.559998,92.82,94.980003,1828200,90.016616
2013-10-08,94.800003,95.0,93.690002,94.089996,1450300,89.173118
2013-10-09,94.099998,94.639999,93.330002,94.099998,1290200,89.182598
2013-10-10,94.849998,97.110001,94.82,97.099998,1169600,92.025826
2013-10-11,97.150002,98.410004,97.059998,98.360001,963700,93.219984
2013-10-14,97.699997,99.029999,97.160004,98.809998,764500,93.646466
2013-10-15,98.830002,98.910004,97.150002,97.349998,1128400,92.262762
2013-10-16,98.019997,98.720001,97.830002,98.68,1007800,93.523262
2013-10-17,98.510002,100.730003,98.129997,100.730003,1246700,95.466137
2013-10-18,100.879997,101.599998,100.449997,101.589996,1123800,96.28119
2013-10-21,101.739998,101.800003,99.889999,100.199997,1098300,94.963828
2013-10-22,100.660004,101.900002,100.629997,101.459999,1017500,96.157986
2013-10-23,102.5,105.709999,102.25,105.559998,1957200,100.04373
2013-10-24,105.959999,108.010002,105.690002,107.480003,1769700,101.863401
2013-10-25,107.279999,108.779999,106.879997,108.370003,1503600,102.706892
2013-10-28,108.089996,108.330002,107.629997,107.860001,1049800,102.223541
2013-10-29,107.889999,108.400002,106.93,108.309998,1201200,102.650022
2013-10-30,108.550003,108.860001,107.199997,107.599998,1074000,101.977126
2013-10-31,107.739998,108.690002,107.279999,107.510002,1857900,101.891833
2013-11-01,107.57,109.410004,107.529999,108.120003,1947400,102.469956
2013-11-04,108.449997,109.25,108.360001,108.650002,1126100,102.972259
2013-11-05,108.489998,109.650002,108.209999,109.120003,788200,103.417699
2013-11-06,109.330002,109.889999,108.610001,109.620003,773000,103.891571
2013-11-07,109.68,110.470001,108.580002,108.669998,1088800,102.99121
2013-11-08,108.730003,110.760002,108.610001,110.730003,829200,104.943566
2013-11-11,110.230003,110.290001,109.610001,110.169998,895600,104.412825
2013-11-12,110.0,110.010002,109.0,109.349998,919500,103.635676
2013-11-13,109.010002,109.32,106.669998,109.309998,1581000,103.597765
2013-11-14,109.980003,110.169998,109.139999,110.099998,1028500,104.346483
2013-11-15,109.629997,109.709999,108.339996,109.529999,1085400,103.80627
2013-11-18,110.480003,111.339996,110.080002,110.580002,1334900,104.801403
2013-11-19,110.760002,111.139999,109.860001,110.25,1078700,104.488646
2013-11-20,110.160004,110.660004,109.480003,109.779999,890000,104.043206
2013-11-21,110.349998,111.050003,110.209999,110.769997,1584500,104.981469
2013-11-22,110.389999,112.25,110.339996,112.010002,1228100,106.156675
2013-11-25,112.120003,112.529999,110.970001,111.650002,1998400,105.815487
2013-11-26,111.650002,112.400002,111.650002,111.970001,2032900,106.118765
2013-11-27,111.860001,114.330002,111.660004,113.949997,1634400,108.586857
2013-11-29,113.980003,114.480003,112.5,112.68,724900,107.376633
2013-12-02,112.599998,113.150002,111.610001,111.82,906700,106.557109
2013-12-03,111.970001,113.239998,111.510002,112.519997,1697600,107.22416
2013-12-04,111.989998,112.760002,109.660004,110.489998,1799800,105.289705
2013-12-05,110.080002,111.169998,109.43,109.540001,1239500,104.38442
2013-12-06,110.07,110.349998,109.239998,110.260002,1916900,105.070534
2013-12-09,110.18,110.349998,109.160004,109.940002,1312100,104.765595
2013-12-10,109.849998,110.540001,109.559998,110.129997,1074800,104.946648
2013-12-11,110.290001,110.5,107.220001,107.519997,2031100,102.459489
2013-12-12,107.650002,108.32,107.209999,108.029999,1881600,102.945487
2013-12-13,108.160004,109.239998,107.790001,108.919998,899400,103.793598
2013-12-16,108.959999,110.0,108.419998,109.660004,1333000,104.498775
2013-12-17,109.82,110.139999,109.339996,109.57,1194000,104.413007
2013-12-18,109.93,111.519997,108.470001,111.480003,2067500,106.233115
2013-12-19,111.449997,111.849998,110.169998,110.550003,1374500,105.346886
2013-12-20,110.660004,113.050003,110.309998,112.260002,3552100,106.976403
2013-12-23,113.0,113.260002,112.040001,112.529999,1140500,107.233692
2013-12-24,112.559998,114.300003,112.559998,114.220001,570600,108.844153
2013-12-26,114.449997,115.879997,114.370003,115.32,981100,109.892379
2013-12-27,115.519997,116.190002,114.120003,114.699997,905300,109.301557
2013-12-30,114.720001,115.07,113.519997,113.93,725900,108.567801
2013-12-31,114.25,114.779999,113.849998,114.610001,965800,109.215797
2014-01-02,114.18,114.489998,112.760002,113.230003,1083600,107.90075
2014-01-03,113.230003,114.459999,113.230003,113.580002,1278900,108.234276
2014-01-06,114.010002,115.089996,113.43,113.800003,1277200,108.443922
2014-01-07,113.809998,114.919998,113.150002,114.510002,1666600,109.120505
2014-01-08,114.230003,115.330002,113.650002,115.190002,1282400,109.7685
2014-01-09,115.5,116.269997,115.25,115.629997,1931200,110.187786
2014-01-10,115.989998,116.57,115.019997,116.370003,1502400,110.892963
2014-01-13,116.440002,117.529999,115.279999,115.629997,1201700,110.187786
2014-01-14,116.309998,117.160004,115.18,117.110001,1378700,111.598132
2014-01-15,117.139999,118.459999,117.010002,117.879997,1094700,112.331889
2014-01-16,117.93,118.550003,117.459999,118.290001,871600,112.722595
2014-01-17,118.269997,118.660004,117.82,118.239998,889200,112.674945
2014-01-21,119.059998,120.440002,118.510002,119.190002,990900,113.580237
2014-01-22,119.800003,120.43,118.860001,120.32,1215800,114.65705
2014-01-23,119.400002,120.68,117.449997,117.5,1427800,111.969776
2014-01-24,116.68,116.709999,113.43,113.449997,2166900,108.110389
2014-01-27,113.449997,113.919998,111.470001,112.699997,1687300,107.395689
2014-01-28,113.440002,113.589996,111.660004,112.010002,2168900,106.738169
2014-01-29,111.080002,112.779999,110.5,112.129997,1682000,106.852517
2014-01-30,123.650002,123.650002,112.040001,113.25,2070100,107.919806
2014-01-31,112.269997,116.550003,112.019997,115.550003,2079600,110.111557
2014-02-03,116.089996,117.209999,112.169998,113.25,2657300,107.919806
2014-02-04,111.010002,111.989998,109.169998,110.800003,2732400,105.585119
2014-02-05,110.129997,112.050003,109.699997,111.400002,1657600,106.156879
2014-02-06,111.720001,112.790001,111.459999,112.279999,1150000,106.995458
2014-02-07,113.080002,115.989998,112.940002,114.970001,1674500,109.558854
2014-02-10,114.720001,114.970001,113.120003,114.32,1726200,108.939445
2014-02-11,114.339996,117.400002,114.309998,116.900002,1682700,111.398017
2014-02-12,117.059998,118.32,116.82,118.07,1499500,112.512948
2014-02-13,117.040001,119.300003,117.0,118.860001,979500,113.265767
2014-02-14,118.68,120.790001,117.980003,120.279999,1233600,114.618932
2014-02-18,120.540001,120.860001,119.620003,120.059998,1088100,114.409286
2014-02-19,119.989998,121.370003,118.910004,119.050003,1100300,113.446827
2014-02-20,120.959999,121.190002,118.970001,120.610001,992800,114.933402
2014-02-21,121.449997,121.449997,119.139999,120.470001,1027200,114.799992
2014-02-24,120.760002,123.300003,120.760002,122.120003,1343800,116.372335
2014-02-25,122.0,122.68,119.449997,119.68,1588800,114.047173
2014-02-26,120.050003,120.690002,118.669998,118.720001,1574200,113.132357
2014-02-27,118.510002,120.07,118.099998,120.019997,1374400,114.96186
2014-02-28,119.68,121.830002,119.510002,121.029999,1394700,115.929296
2014-03-03,119.739998,121.790001,119.690002,121.019997,1293800,115.919715
2014-03-04,123.0,124.529999,122.940002,124.25,1766500,119.013593
2014-03-05,124.550003,124.709999,123.07,123.650002,1118100,118.438881
2014-03-06,123.660004,124.190002,123.139999,123.690002,1187100,118.477196
2014-03-07,124.220001,125.370003,123.849998,124.300003,1206700,119.061489
2014-03-10,123.580002,123.849998,122.07,122.720001,1230500,117.548075
2014-03-11,122.940002,123.099998,121.550003,121.769997,915100,116.638107
2014-03-12,121.290001,122.629997,120.440002,122.419998,1051200,117.260715
2014-03-13,122.559998,124.150002,120.75,120.940002,1462800,115.843092
2014-03-14,120.900002,122.57,120.699997,121.440002,1401600,116.32202
2014-03-17,121.779999,122.660004,121.110001,122.510002,1359800,117.346926
2014-03-18,122.970001,124.059998,122.900002,123.989998,928000,118.764549
2014-03-19,124.339996,125.360001,122.120003,122.879997,1674500,117.701328
2014-03-20,122.739998,123.599998,122.120003,122.339996,1162600,117.184085
2014-03-21,123.400002,123.550003,121.449997,121.879997,3311500,116.743472
2014-03-24,122.059998,122.370003,119.919998,121.019997,1173300,115.919715
2014-03-25,121.809998,122.410004,121.309998,122.129997,1053200,116.982936
2014-03-26,122.339996,123.480003,121.639999,121.660004,1089400,116.53275
2014-03-27,121.139999,121.269997,119.68,119.940002,1456100,114.885237
2014-03-28,120.489998,122.589996,120.419998,121.809998,946300,116.676422
2014-03-31,122.610001,123.790001,122.599998,123.379997,1007100,118.180256
2014-04-01,123.160004,124.0,122.75,123.949997,1408700,118.726233
2014-04-02,123.860001,125.529999,123.550003,124.589996,1417100,119.339261
2014-04-03,124.910004,125.129997,124.199997,125.019997,712200,119.751139
2014-04-04,125.550003,126.0,120.470001,120.690002,2437000,115.603629
2014-04-07,120.57,121.620003,119.239998,119.290001,1354800,114.262629
2014-04-08,119.199997,119.650002,117.639999,118.870003,1184500,113.860331
2014-04-09,119.400002,120.389999,118.589996,120.32,1380600,115.249219
2014-04-10,120.379997,120.639999,117.110001,117.160004,1203200,112.222398
2014-04-11,117.07,118.349998,116.620003,116.669998,1359900,111.753044
2014-04-14,117.769997,118.739998,116.830002,118.0,1075600,113.026994
2014-04-15,118.32,119.290001,116.110001,118.919998,1234100,113.90822
2014-04-16,119.580002,120.839996,118.879997,120.599998,1216000,115.517418
2014-04-17,121.419998,122.220001,117.300003,122.0,881100,116.858417
2014-04-21,122.07,122.550003,121.550003,122.209999,822800,117.059566
2014-04-22,122.660004,123.389999,119.760002,119.790001,1771700,114.741557
2014-04-23,119.260002,122.25,117.169998,121.660004,1661400,116.53275
2014-04-24,121.75,122.0,118.349998,119.18,1951300,114.157264
2014-04-25,119.150002,119.150002,118.139999,118.989998,1731900,113.975269
2014-04-28,119.489998,119.779999,117.779999,119.110001,1449500,114.090214
2014-04-29,119.529999,120.830002,119.080002,120.459999,1270700,115.383318
2014-04-30,120.129997,121.830002,119.709999,121.510002,1270500,116.38907
2014-05-01,121.220001,121.550003,120.279999,120.610001,1347900,115.526998
2014-05-02,120.389999,121.32,120.0,120.730003,811400,115.641944
2014-05-05,120.379997,121.440002,120.019997,120.949997,1063400,115.852666
2014-05-06,120.449997,120.809998,119.540001,119.620003,715300,114.578723
2014-05-07,120.080002,121.07,119.349998,120.919998,899600,115.823931
2014-05-08,121.0,121.919998,120.68,121.230003,947200,116.120872
2014-05-09,121.0,121.120003,120.150002,121.059998,691700,115.958031
2014-05-12,121.410004,122.699997,121.370003,122.440002,891300,117.279876
2014-05-13,122.589996,123.480003,122.220001,123.07,908500,117.883323
2014-05-14,123.160004,123.160004,121.639999,121.739998,631300,116.609373
2014-05-15,121.68,121.779999,119.07,119.190002,1079100,114.166845
2014-05-16,119.209999,119.470001,118.300003,118.879997,1473300,113.869904
2014-05-19,119.239998,119.790001,118.370003,119.68,1093000,114.636192
2014-05-20,119.050003,119.580002,117.5,117.68,991900,112.72048
2014-05-21,117.889999,118.989998,117.889999,118.260002,1177800,113.276038
2014-05-22,118.269997,118.889999,118.010002,118.5,768800,113.505922
2014-05-23,118.82,120.110001,118.470001,120.019997,968400,114.96186
2014-05-27,119.949997,120.330002,119.209999,120.169998,948000,115.105539
2014-05-28,120.43,121.599998,119.900002,120.269997,1385100,115.201324
2014-05-29,119.650002,120.309998,119.220001,120.199997,1369500,115.808308
2014-05-30,119.849998,121.800003,119.690002,121.550003,1163100,117.10899
2014-06-02,121.32,122.279999,120.620003,121.959999,946800,117.504006
2014-06-03,121.150002,122.099998,120.480003,121.489998,1758500,117.051177
2014-06-04,121.5,122.379997,120.919998,122.260002,1242300,117.793048
2014-06-05,122.199997,123.830002,122.010002,123.68,1226300,119.161164
2014-06-06,123.900002,124.559998,123.629997,124.0,995200,119.469472
2014-06-09,123.75,124.919998,123.279999,124.459999,924100,119.912664
2014-06-10,124.010002,124.029999,123.029999,123.75,944700,119.228606
2014-06-11,122.970001,123.459999,122.199997,122.239998,973500,117.773774
2014-06-12,121.739998,122.0,119.300003,119.529999,1554700,115.162789
2014-06-13,119.959999,121.419998,119.650002,120.800003,977500,116.386392
2014-06-16,120.360001,122.139999,120.360001,121.559998,1107600,117.118619
2014-06-17,121.389999,121.839996,120.489998,121.089996,747800,116.66579
2014-06-18,121.010002,121.68,120.160004,121.440002,838100,117.003008
2014-06-19,121.550003,122.870003,121.18,122.330002,994700,117.86049
2014-06-20,123.120003,124.110001,122.650002,123.449997,1621000,118.939564
2014-06-23,123.589996,123.589996,122.190002,122.529999,701100,118.05318
2014-06-24,121.959999,122.559998,120.559998,120.599998,792800,116.193695
2014-06-25,120.519997,120.980003,120.160004,120.699997,722600,116.29004
2014-06-26,120.809998,120.809998,119.540001,120.400002,615000,116.001005
2014-06-27,120.18,120.739998,119.93,120.669998,892400,116.261137
2014-06-30,121.110001,121.139999,119.389999,119.629997,938900,115.259134
2014-07-01,119.330002,121.25,118.290001,120.43,1257200,116.029908
2014-07-02,120.010002,120.809998,119.540001,119.739998,990200,115.365116
2014-07-03,120.230003,121.5,120.040001,121.190002,542400,116.762142
2014-07-07,121.0,121.0,119.889999,120.110001,725000,115.7216
2014-07-08,119.870003,120.43,118.769997,119.349998,1078600,114.989365
2014-07-09,119.790001,120.199997,119.169998,119.800003,690700,115.422928
2014-07-10,118.230003,120.709999,118.230003,119.919998,804100,115.538539
2014-07-11,120.209999,121.900002,119.599998,121.669998,725800,117.2246
2014-07-14,121.57,122.699997,121.410004,122.339996,926900,117.870119
2014-07-15,122.690002,123.82,122.440002,123.150002,1048800,118.65053
2014-07-16,123.440002,123.639999,122.68,123.190002,787600,118.689069
2014-07-17,122.419998,124.0,122.349998,122.559998,803000,118.082082
2014-07-18,123.0,124.400002,122.800003,123.870003,703000,119.344225
2014-07-21,123.739998,125.300003,123.379997,125.120003,1276700,120.548554
2014-07-22,125.519997,127.010002,125.209999,126.529999,1230300,121.907034
2014-07-23,124.959999,127.970001,124.93,126.610001,1088900,121.984112
2014-07-24,127.010002,128.289993,126.010002,127.919998,1196100,123.246247
2014-07-25,127.410004,128.309998,127.349998,127.559998,952200,122.8994
2014-07-28,127.970001,128.460007,126.599998,127.790001,1262000,123.121
2014-07-29,127.559998,127.970001,126.209999,126.370003,1060600,121.752883
2014-07-30,127.080002,127.230003,125.309998,125.849998,1027900,121.251878
2014-07-31,124.910004,125.0,123.029999,123.269997,1445600,118.766141
2014-08-01,122.910004,124.849998,122.849998,123.919998,1030600,119.392393
2014-08-04,123.529999,123.970001,122.220001,123.360001,1372000,118.852856
2014-08-05,123.120003,125.230003,122.879997,123.07,1230200,118.573451
2014-08-06,122.0,122.199997,120.580002,120.980003,1212800,116.559816
2014-08-07,121.800003,122.360001,119.970001,120.300003,1302100,115.90466
2014-08-08,120.75,122.959999,120.540001,122.860001,1258900,118.371124
2014-08-11,123.260002,124.019997,123.18,123.489998,709100,118.978104
2014-08-12,123.580002,124.389999,122.800003,123.029999,769700,118.534911
2014-08-13,123.5,125.68,123.160004,125.160004,759700,120.587093
2014-08-14,125.379997,125.93,124.940002,125.010002,725300,120.442572
2014-08-15,125.510002,125.980003,123.68,124.870003,868100,120.307688
2014-08-18,125.620003,126.940002,125.620003,126.730003,727400,122.099731
2014-08-19,127.07,127.419998,126.449997,127.010002,662800,122.369499
2014-08-20,127.019997,128.389999,126.760002,128.169998,935200,123.487113
2014-08-21,128.559998,128.559998,127.660004,128.029999,730700,123.352229
2014-08-22,128.300003,128.660004,127.449997,127.599998,686000,122.937939
2014-08-25,128.309998,128.440002,127.489998,128.020004,673000,123.342599
2014-08-26,128.039993,128.059998,127.019997,127.269997,776600,122.619995
2014-08-27,127.57,127.860001,126.940002,127.620003,738000,122.957213
2014-08-28,126.309998,127.190002,126.309998,126.879997,682600,122.918453
2014-08-29,126.900002,127.68,126.769997,127.220001,811800,123.247842
2014-09-02,128.410004,128.720001,127.809998,128.570007,1027800,124.555697
2014-09-03,129.100006,129.100006,127.610001,127.93,862500,123.935673
2014-09-04,128.410004,128.630005,127.029999,127.220001,1036500,123.247842
2014-09-05,127.300003,127.610001,126.739998,127.529999,1002200,123.54816
2014-09-08,127.529999,128.360001,127.5,127.550003,1064100,123.56754
2014-09-09,127.910004,129.440002,127.57,128.479996,1160300,124.468496
2014-09-10,128.360001,130.320007,128.339996,129.990005,1143100,125.931359
2014-09-11,129.600006,129.949997,129.259995,129.759995,943400,125.708529
2014-09-12,129.75,130.309998,129.399994,129.990005,911400,125.931359
2014-09-15,129.770004,130.919998,129.539993,130.570007,745400,126.493251
2014-09-16,130.320007,132.210007,130.080002,131.929993,728300,127.810774
2014-09-17,132.970001,133.309998,131.929993,132.570007,813600,128.430806
2014-09-18,132.699997,132.970001,132.130005,132.440002,944800,128.30486
2014-09-19,133.330002,134.240005,133.199997,133.660004,1821000,129.486769
2014-09-22,132.990005,133.660004,131.850006,131.899994,1009500,127.781712
2014-09-23,131.449997,131.449997,128.770004,128.839996,1175800,124.817256
2014-09-24,128.639999,130.229996,128.410004,129.990005,1001200,125.931359
2014-09-25,130.639999,130.910004,128.410004,128.899994,1042300,124.87538
2014-09-26,130.350006,132.350006,129.910004,131.929993,985900,127.810774
2014-09-29,131.240005,132.850006,130.600006,131.979996,1066100,127.859216
2014-09-30,132.169998,132.940002,131.309998,131.759995,1390500,127.646084
2014-10-01,130.610001,130.860001,127.760002,128.020004,1567200,124.022866
2014-10-02,128.220001,128.779999,126.550003,126.900002,1349300,122.937833
2014-10-03,127.68,129.070007,127.620003,128.470001,1096300,124.458813
2014-10-06,129.080002,129.669998,127.199997,127.75,911400,123.761292
2014-10-07,127.120003,127.190002,124.559998,124.610001,1028500,120.719332
2014-10-08,124.550003,126.480003,123.43,126.360001,1001200,122.414693
2014-10-09,126.099998,126.580002,123.690002,124.019997,771700,120.14775
2014-10-10,123.800003,125.410004,123.050003,124.010002,1198100,120.138068
2014-10-13,124.199997,125.220001,121.379997,121.470001,981500,117.677372
2014-10-14,122.010002,125.620003,121.870003,124.190002,1155700,120.312448
2014-10-15,122.269997,123.559998,118.239998,121.290001,1965300,117.502992
2014-10-16,119.309998,122.529999,118.57,121.599998,1163400,117.803311
2014-10-17,122.510002,124.970001,122.510002,124.440002,1058300,120.554642
2014-10-20,124.099998,124.75,123.400002,124.669998,973300,120.777457
2014-10-21,124.5,126.220001,123.339996,126.129997,1456300,122.191871
2014-10-22,127.0,128.610001,124.580002,125.110001,1920100,121.203721
2014-10-23,127.099998,129.529999,125.559998,129.199997,1864500,125.166016
2014-10-24,129.169998,130.889999,128.539993,130.789993,1036400,126.706369
2014-10-27,130.839996,130.990005,129.300003,130.789993,1311600,126.706369
2014-10-28,132.100006,134.259995,131.539993,134.199997,1658900,130.009903
2014-10-29,134.410004,136.080002,133.779999,135.660004,1750100,131.424324
2014-10-30,134.649994,137.779999,133.75,137.289993,1779500,133.003421
2014-10-31,138.800003,139.220001,137.149994,137.960007,1500700,133.652514
2014-11-03,137.789993,137.889999,136.210007,136.960007,1254100,132.683737
2014-11-04,137.910004,139.470001,136.820007,138.570007,1325400,134.243469
2014-11-05,139.259995,139.460007,137.0,137.839996,1354300,133.536251
2014-11-06,137.889999,138.679993,136.800003,138.110001,1208800,133.797825
2014-11-07,138.130005,138.149994,135.389999,136.110001,1826900,131.860271
2014-11-10,135.75,136.160004,134.830002,135.649994,1089100,131.414627
2014-11-11,135.880005,137.669998,135.809998,136.850006,615100,132.577171
2014-11-12,136.169998,136.830002,135.369995,136.020004,787800,131.773084
2014-11-13,136.139999,138.059998,136.139999,137.199997,969900,132.916234
2014-11-14,136.300003,137.279999,135.789993,136.070007,1195200,131.821526
2014-11-17,136.070007,136.630005,135.660004,135.910004,768800,131.666518
2014-11-18,136.199997,138.350006,135.820007,138.080002,1201000,133.768763
2014-11-19,137.330002,137.830002,136.539993,137.539993,993700,133.245615
2014-11-20,136.809998,138.690002,136.490005,138.449997,763400,134.127206
2014-11-21,140.0,140.589996,138.809998,139.130005,1068800,134.785982
2014-11-24,138.970001,140.820007,138.809998,140.720001,718300,136.326334
2014-11-25,140.529999,142.309998,140.529999,141.559998,1176400,137.140104
2014-11-26,140.860001,141.649994,140.660004,141.449997,801700,137.714524
2014-11-28,141.5,142.509995,140.720001,140.929993,880600,137.208252
2014-12-01,140.720001,141.139999,138.679993,138.759995,1387000,135.09556
2014-12-02,139.029999,140.729996,138.880005,140.169998,2131300,136.468328
2014-12-03,140.559998,141.940002,140.320007,140.970001,1166600,137.247204
2014-12-04,140.580002,141.419998,139.100006,139.839996,949000,136.147041
2014-12-05,143.25,148.770004,143.029999,147.690002,2145700,143.789741
2014-12-08,147.690002,148.0,145.869995,146.570007,2355000,142.699323
2014-12-09,145.149994,148.059998,144.419998,147.550003,1307800,143.653439
2014-12-10,147.210007,147.449997,144.190002,144.320007,1603300,140.508742
2014-12-11,144.880005,146.800003,144.240005,145.720001,1145100,141.871764
2014-12-12,144.679993,144.679993,141.529999,141.559998,1224400,137.82162
2014-12-15,142.199997,143.589996,140.520004,141.899994,1237900,138.152637
2014-12-16,141.25,146.179993,141.210007,143.789993,1715200,139.992725
2014-12-17,144.110001,144.800003,141.960007,143.619995,1526700,139.827216
2014-12-18,145.330002,148.589996,145.300003,148.550003,1410600,144.62703
2014-12-19,148.710007,150.740005,148.570007,149.899994,2309500,145.94137
2014-12-22,150.339996,153.009995,150.240005,152.240005,1196000,148.219585
2014-12-23,153.009995,153.190002,151.149994,151.320007,933000,147.323883
2014-12-24,151.550003,152.75,151.309998,151.759995,417600,147.752251
2014-12-26,151.929993,152.589996,151.479996,151.550003,549400,147.547805
2014-12-29,150.919998,151.580002,150.160004,151.080002,796000,147.090216
2014-12-30,150.529999,151.139999,149.860001,150.759995,948400,146.778659
2014-12-31,150.75,151.210007,147.229996,147.389999,1600600,143.49766
2015-01-02,148.289993,149.160004,144.539993,146.460007,2042000,142.592227
2015-01-05,145.449997,146.470001,142.449997,143.369995,5765000,139.583818
2015-01-06,143.460007,146.0,141.580002,144.160004,3121100,140.352964
2015-01-07,145.050003,148.830002,144.880005,148.720001,2369900,144.792539
2015-01-08,149.839996,153.139999,149.809998,152.169998,3466300,148.151427
2015-01-09,152.449997,153.639999,151.800003,152.740005,1891200,148.706381
2015-01-12,152.789993,153.589996,150.789993,151.970001,1588700,147.956711
2015-01-13,153.029999,154.979996,150.960007,152.0,1487900,147.985918
2015-01-14,150.710007,152.470001,149.050003,152.110001,1401800,148.093014
2015-01-15,152.600006,153.559998,151.119995,152.309998,1453800,148.287729
2015-01-16,152.210007,153.5,151.389999,153.330002,1166700,149.280797
2015-01-20,154.669998,154.990005,151.270004,153.729996,1095700,149.670227
2015-01-21,152.809998,155.179993,152.429993,154.240005,1456000,150.166769
2015-01-22,155.0,157.220001,154.009995,156.5,1128700,152.36708
2015-01-23,156.399994,157.300003,155.649994,156.190002,995300,152.065269
2015-01-26,156.350006,156.410004,154.399994,155.539993,1087700,151.432426
2015-01-27,153.800003,154.869995,152.5,152.940002,1444900,148.901096
2015-01-28,154.190002,155.5,152.039993,152.160004,2019800,148.141696
2015-01-29,153.710007,158.149994,153.710007,157.929993,2239500,153.759309
2015-01-30,156.309998,159.199997,155.940002,156.949997,2361900,152.805193
2015-02-02,157.289993,159.610001,154.690002,159.190002,1464600,154.986044
2015-02-03,158.479996,161.720001,157.699997,160.479996,2038100,156.24197
2015-02-04,160.190002,163.240005,160.029999,161.839996,1627800,157.566055
2015-02-05,163.270004,164.0,161.919998,163.029999,1092800,158.724632
2015-02-06,164.220001,164.220001,161.740005,162.240005,1046800,157.955501
2015-02-09,161.779999,164.289993,161.059998,162.970001,1665500,158.666219
2015-02-10,164.789993,165.080002,163.410004,164.889999,1265700,160.535513
2015-02-11,164.410004,167.0,164.259995,166.289993,1753800,161.898535
2015-02-12,167.330002,168.009995,166.460007,167.289993,1245200,162.872127
2015-02-13,167.399994,167.600006,166.110001,167.139999,969200,162.726094
2015-02-17,166.589996,168.110001,166.160004,167.600006,1055900,163.173952
2015-02-18,166.0,167.690002,165.649994,167.679993,1179600,163.251827
2015-02-19,167.800003,170.190002,167.5,170.130005,1045300,165.637138
2015-02-20,169.619995,172.300003,169.479996,172.199997,1364200,167.652465
2015-02-23,171.720001,172.259995,170.350006,170.520004,1197200,166.016838
2015-02-24,169.820007,170.800003,169.009995,170.190002,1192400,165.695551
2015-02-25,170.309998,170.490005,167.360001,168.649994,1346200,164.196212
2015-02-26,167.429993,168.440002,165.779999,166.309998,1284400,162.592868
2015-02-27,166.059998,167.559998,165.600006,165.710007,1264200,162.006287
2015-03-02,165.610001,167.729996,165.470001,167.100006,2353100,163.365219
2015-03-03,165.839996,166.550003,162.740005,163.630005,2191200,159.972775
2015-03-04,163.289993,164.199997,162.440002,163.929993,1226100,160.266057
2015-03-05,163.759995,164.639999,162.839996,163.279999,1074000,159.630591
2015-03-06,162.300003,162.300003,159.610001,160.410004,1781600,156.824742
2015-03-09,159.869995,161.949997,159.740005,161.270004,1266100,157.665521
2015-03-10,160.009995,160.529999,158.339996,158.339996,1362700,154.801001
2015-03-11,159.059998,159.740005,157.960007,158.029999,1270600,154.497932
2015-03-12,158.259995,160.039993,158.259995,160.0,1488600,156.423903
2015-03-13,159.389999,160.800003,156.320007,157.559998,1564100,154.038436
2015-03-16,158.199997,161.479996,158.199997,161.339996,1326600,157.733949
2015-03-17,160.070007,161.449997,160.070007,161.160004,1123100,157.557979
2015-03-18,160.630005,163.360001,159.509995,162.839996,1621300,159.200423
2015-03-19,162.759995,163.809998,161.720001,162.520004,1218700,158.887583
2015-03-20,162.740005,164.080002,162.080002,162.619995,4394000,158.985339
2015-03-23,163.009995,164.0,162.589996,162.720001,1171600,159.08311
2015-03-24,162.059998,163.179993,161.199997,162.089996,953500,158.467186
2015-03-25,162.429993,162.679993,159.179993,159.190002,1190000,155.632009
2015-03-26,158.059998,159.919998,157.110001,159.309998,1158400,155.749322
2015-03-27,159.139999,160.869995,158.899994,160.479996,1436500,156.89317
2015-03-30,161.149994,163.570007,160.789993,162.679993,1041700,159.043996
2015-03-31,161.940002,162.869995,160.960007,160.960007,1175400,157.362452
2015-04-01,160.089996,161.289993,158.110001,160.550003,1448800,156.961613
2015-04-02,160.669998,162.779999,160.279999,161.630005,911600,158.017476
