Date,Open,High,Low,Close,Volume,Adj Close
2013-10-02,143.289993,143.520004,140.410004,141.619995,2223000,134.118503
2013-10-03,141.520004,142.320007,138.059998,139.419998,1877200,132.035038
2013-10-04,139.419998,141.050003,138.179993,139.679993,904700,132.281261
2013-10-07,138.0,138.75,136.100006,136.630005,1160000,129.392829
2013-10-08,135.960007,137.5,133.660004,134.070007,1131000,126.968432
2013-10-09,133.720001,138.070007,132.880005,136.130005,1120600,128.919313
2013-10-10,137.509995,140.380005,136.649994,139.360001,722700,131.978219
2013-10-11,139.669998,140.449997,138.320007,140.419998,450900,132.982069
2013-10-14,138.759995,138.759995,129.220001,131.289993,3701600,124.335673
2013-10-15,131.270004,132.639999,129.570007,132.050003,1686500,125.055426
2013-10-16,133.119995,134.479996,131.5,133.740005,1106400,126.65591
2013-10-17,132.850006,134.869995,131.970001,134.699997,1199200,127.565052
2013-10-18,135.960007,136.029999,132.399994,133.429993,1071900,126.362318
2013-10-21,133.25,135.0,129.389999,130.970001,2373700,124.032631
2013-10-22,140.850006,147.440002,138.009995,146.190002,4149700,138.446441
2013-10-23,145.759995,147.080002,143.740005,144.399994,1251900,136.751248
2013-10-24,144.580002,147.619995,143.699997,147.259995,1090000,139.459757
2013-10-25,147.600006,147.919998,144.190002,146.179993,712200,138.436962
2013-10-28,146.5,147.320007,144.699997,145.990005,564900,138.257038
2013-10-29,146.320007,148.949997,145.889999,148.929993,891000,141.041296
2013-10-30,149.0,149.470001,144.850006,147.029999,971600,139.241944
2013-10-31,146.559998,147.929993,145.259995,146.009995,828200,138.275968
2013-11-01,146.020004,147.279999,145.139999,147.059998,779100,139.270353
2013-11-04,148.240005,150.309998,147.929993,150.259995,678800,142.300849
2013-11-05,149.399994,149.490005,147.0,147.850006,823700,140.018516
2013-11-06,147.630005,148.729996,146.210007,146.529999,857100,138.768428
2013-11-07,147.630005,149.139999,143.800003,143.949997,844000,136.325087
2013-11-08,144.020004,145.259995,142.660004,145.25,681800,137.55623
2013-11-11,144.820007,145.529999,141.919998,142.509995,1067200,134.96136
2013-11-12,142.610001,143.699997,141.119995,142.770004,845100,135.207597
2013-11-13,141.300003,144.529999,141.300003,144.25,714400,137.209853
2013-11-14,144.559998,150.440002,144.559998,149.050003,1411500,141.775591
2013-11-15,149.899994,152.270004,149.059998,150.839996,1575700,143.478224
2013-11-18,151.509995,152.929993,150.229996,150.539993,1198200,143.192862
2013-11-19,148.619995,151.649994,147.399994,149.259995,898700,141.975334
2013-11-20,149.25,150.75,144.509995,145.619995,1126200,138.512985
2013-11-21,145.369995,150.460007,145.369995,150.229996,934900,142.897994
2013-11-22,150.160004,151.399994,149.350006,150.279999,836000,142.945557
2013-11-25,150.279999,152.380005,149.559998,151.270004,791400,143.887245
2013-11-26,151.490005,154.0,150.889999,153.110001,589300,145.63744
2013-11-27,153.289993,154.240005,151.669998,152.320007,447300,144.886002
2013-11-29,152.779999,154.429993,152.220001,152.759995,267700,145.304516
2013-12-02,153.009995,153.600006,149.089996,149.289993,595700,142.003869
2013-12-03,148.160004,149.220001,147.539993,148.990005,783800,141.718522
2013-12-04,148.949997,150.410004,146.570007,148.080002,715100,140.852931
2013-12-05,147.929993,148.059998,146.220001,146.949997,648200,139.778076
2013-12-06,148.25,150.259995,147.399994,149.550003,755500,142.251189
2013-12-09,149.550003,152.479996,149.289993,149.990005,835400,142.669717
2013-12-10,150.320007,155.050003,149.259995,151.600006,935400,144.201141
2013-12-11,151.199997,151.860001,147.690002,147.889999,867300,140.672202
2013-12-12,148.130005,149.130005,147.729996,148.630005,1036800,141.376091
2013-12-13,149.25,149.789993,147.220001,148.850006,983100,141.585355
2013-12-16,149.600006,152.259995,149.600006,149.940002,908400,142.622154
2013-12-17,150.619995,152.080002,148.850006,151.529999,872800,144.13455
2013-12-18,152.610001,156.690002,150.740005,156.149994,1122400,148.529066
2013-12-19,155.919998,156.130005,152.729996,153.520004,716900,146.027433
2013-12-20,154.949997,156.570007,153.490005,155.279999,955800,147.701531
2013-12-23,156.610001,157.020004,155.440002,156.589996,535900,148.947594
2013-12-24,156.169998,157.710007,155.979996,156.940002,289800,149.280518
2013-12-26,155.830002,159.220001,155.770004,157.800003,443500,150.098546
2013-12-27,158.75,159.039993,156.169998,156.960007,341100,149.299546
2013-12-30,156.630005,157.570007,155.949997,157.039993,283700,149.375629
2013-12-31,157.070007,157.5,156.350006,156.860001,340500,149.20442
2014-01-02,156.520004,157.110001,155.110001,156.029999,407400,148.414927
2014-01-03,156.289993,158.559998,156.289993,156.899994,442400,149.242462
2014-01-06,157.369995,157.699997,154.369995,154.449997,594900,146.912037
2014-01-07,154.910004,156.160004,154.460007,154.580002,664400,147.035697
2014-01-08,155.5,157.610001,153.460007,157.600006,813500,149.90831
2014-01-09,158.050003,159.360001,156.580002,159.009995,788900,151.249484
2014-01-10,159.910004,160.009995,156.289993,156.639999,852600,148.995156
2014-01-13,156.210007,156.539993,152.789993,153.5,696500,146.008405
2014-01-14,153.559998,155.369995,153.300003,155.25,1097500,147.672996
2014-01-15,155.25,158.110001,155.220001,157.600006,753100,149.90831
2014-01-16,157.619995,159.259995,156.800003,159.070007,714600,151.306567
2014-01-17,157.429993,159.75,156.199997,156.839996,772900,149.185393
2014-01-21,157.279999,157.889999,151.619995,153.699997,1072500,146.198641
2014-01-22,153.729996,153.729996,150.160004,150.979996,1239600,143.61139
2014-01-23,149.509995,153.380005,149.509995,153.330002,993600,145.846704
2014-01-24,150.389999,152.259995,145.5,145.679993,1330900,138.570055
2014-01-27,147.600006,147.600006,141.880005,142.490005,1925800,135.535756
2014-01-28,142.240005,145.190002,140.729996,143.899994,1642900,136.876929
2014-01-29,142.789993,144.449997,140.970001,141.630005,1473000,134.717727
2014-01-30,146.449997,147.0,130.050003,132.220001,4738100,125.766981
2014-01-31,131.0,136.320007,130.320007,133.300003,3119400,126.794273
2014-02-03,133.300003,134.320007,124.389999,126.690002,3605300,120.506874
2014-02-04,128.279999,130.970001,127.589996,130.600006,2339300,124.22605
2014-02-05,129.539993,130.729996,128.240005,130.380005,1876000,124.016786
2014-02-06,130.789993,133.630005,130.520004,133.600006,1890900,127.079634
2014-02-07,134.539993,137.270004,133.600006,136.550003,1958000,129.885656
2014-02-10,136.580002,138.820007,135.729996,136.589996,1519900,129.923697
2014-02-11,136.570007,138.539993,136.279999,137.970001,1507800,131.236351
2014-02-12,138.630005,139.820007,136.589996,137.929993,1250100,131.198295
2014-02-13,136.740005,139.089996,136.259995,138.429993,868300,131.673892
2014-02-14,138.410004,140.380005,137.619995,138.559998,1381000,131.797552
2014-02-18,139.059998,140.25,135.860001,136.660004,1432900,129.990288
2014-02-19,136.679993,137.070007,134.690002,135.110001,1257000,128.515933
2014-02-20,135.429993,138.259995,133.389999,138.009995,1314500,131.274392
2014-02-21,138.289993,139.660004,138.050003,138.800003,1170900,132.025844
2014-02-24,139.509995,142.089996,138.820007,140.869995,1219300,133.99481
2014-02-25,140.869995,142.210007,140.240005,140.729996,1195300,133.861643
2014-02-26,140.850006,143.619995,138.899994,142.300003,1190600,135.958841
2014-02-27,142.070007,145.490005,142.0,145.029999,1110700,138.567183
2014-02-28,144.740005,146.5,143.029999,144.630005,1284000,138.185014
2014-03-03,142.440002,144.380005,141.759995,143.139999,1382700,136.761406
2014-03-04,144.919998,146.789993,144.580002,145.880005,1108300,139.379311
2014-03-05,145.649994,148.630005,144.869995,147.779999,1318200,141.194638
2014-03-06,148.270004,148.869995,146.949997,147.490005,648900,140.917567
2014-03-07,148.960007,149.399994,145.720001,145.990005,903400,139.48441
2014-03-10,145.729996,145.779999,144.580002,145.699997,985500,139.207325
2014-03-11,145.949997,146.649994,143.740005,144.419998,891400,137.984365
2014-03-12,144.410004,144.429993,142.0,144.050003,865300,137.630858
2014-03-13,144.399994,145.300003,140.490005,141.690002,933500,135.376024
2014-03-14,141.630005,143.009995,140.800003,142.080002,1026000,135.748644
2014-03-17,142.5,146.369995,142.5,144.979996,985200,138.519408
2014-03-18,145.470001,146.800003,144.809998,146.330002,644600,139.809256
2014-03-19,146.960007,147.889999,144.740005,146.350006,663900,139.828368
2014-03-20,145.860001,145.910004,143.809998,144.720001,739400,138.271
2014-03-21,145.789993,146.610001,144.479996,144.929993,1264300,138.471634
2014-03-24,145.869995,146.070007,141.600006,142.949997,756300,136.57987
2014-03-25,143.880005,145.809998,143.429993,145.350006,772100,138.87293
2014-03-26,146.050003,147.039993,142.520004,142.639999,677800,136.283687
2014-03-27,142.350006,144.300003,142.050003,143.080002,681300,136.704082
2014-03-28,143.779999,147.119995,143.539993,146.75,761200,140.210538
2014-03-31,147.580002,149.570007,146.830002,149.460007,909500,142.799781
2014-04-01,149.729996,154.210007,149.059998,153.300003,1237500,146.46866
2014-04-02,153.300003,154.360001,152.240005,153.630005,781600,146.783957
2014-04-03,154.210007,154.410004,152.149994,153.089996,835100,146.268012
2014-04-04,154.699997,156.710007,151.729996,152.0,1361100,145.226588
2014-04-07,151.639999,153.350006,145.940002,147.820007,1276900,141.232864
2014-04-08,147.529999,149.869995,146.029999,147.979996,982300,141.385723
2014-04-09,149.339996,151.089996,147.309998,150.080002,871200,143.392148
2014-04-10,149.690002,151.039993,147.179993,147.380005,916900,140.812469
2014-04-11,146.429993,150.830002,145.5,147.779999,1230900,141.194638
2014-04-14,149.059998,150.570007,146.960007,148.369995,717500,141.758343
2014-04-15,149.300003,152.369995,148.429993,151.460007,1120800,144.710658
2014-04-16,152.929993,154.800003,151.710007,154.759995,1010400,147.863592
2014-04-17,154.940002,155.649994,153.119995,153.75,785300,146.898604
2014-04-21,154.369995,154.850006,153.0,154.380005,597500,147.500535
2014-04-22,154.5,155.580002,153.660004,154.860001,869200,147.959141
2014-04-23,154.339996,154.389999,152.539993,153.529999,722400,146.688407
2014-04-24,154.300003,155.25,152.339996,154.660004,859800,147.768057
2014-04-25,151.330002,155.809998,149.020004,155.419998,1533600,148.494184
2014-04-28,155.899994,156.660004,151.0,154.380005,1414000,147.500535
2014-04-29,154.210007,154.389999,150.720001,152.259995,984500,145.474996
2014-04-30,152.169998,153.589996,151.470001,153.380005,585900,146.545097
2014-05-01,152.960007,154.970001,151.419998,152.199997,752500,145.417672
2014-05-02,152.550003,154.940002,151.389999,152.5,643200,145.704307
2014-05-05,152.009995,153.779999,151.039993,152.490005,487100,145.694758
2014-05-06,152.020004,152.880005,149.220001,149.380005,884700,142.723345
2014-05-07,149.960007,151.839996,147.660004,151.770004,872900,145.006841
2014-05-08,151.619995,152.820007,150.070007,150.960007,560500,144.232939
2014-05-09,150.589996,151.600006,149.149994,151.529999,562500,144.777531
2014-05-12,152.369995,156.279999,152.270004,155.880005,886600,148.933692
2014-05-13,155.029999,155.330002,149.830002,151.550003,1615800,144.796644
2014-05-14,150.720001,151.0,143.419998,144.529999,2546300,138.776251
2014-05-15,144.119995,144.220001,140.740005,144.130005,1800100,138.392181
2014-05-16,144.580002,146.360001,142.779999,145.979996,1491300,140.168523
2014-05-19,144.970001,145.820007,143.910004,145.479996,830900,139.688428
2014-05-20,145.020004,146.089996,143.470001,144.410004,573300,138.661033
2014-05-21,144.789993,145.660004,144.539993,145.410004,725200,139.621222
2014-05-22,144.940002,146.779999,144.399994,145.889999,597800,140.08211
2014-05-23,146.259995,147.520004,145.770004,147.259995,554700,141.397565
2014-05-27,147.75,147.979996,142.809998,143.710007,1281000,137.988903
2014-05-28,144.0,144.589996,142.550003,143.259995,661700,137.556805
2014-05-29,144.020004,144.919998,142.419998,143.220001,637000,137.518404
2014-05-30,143.279999,144.259995,142.509995,143.550003,1053300,137.835269
2014-06-02,144.179993,144.179993,142.880005,143.410004,492600,137.700843
2014-06-03,143.240005,144.570007,142.869995,143.5,747800,137.787256
2014-06-04,142.789993,143.360001,141.570007,141.589996,986000,135.95329
2014-06-05,143.050003,143.910004,141.139999,143.199997,891700,137.499196
2014-06-06,143.279999,144.309998,142.860001,144.070007,672100,138.334571
2014-06-09,144.259995,144.429993,141.770004,141.929993,981400,136.279751
2014-06-10,141.929993,143.369995,141.050003,143.350006,926400,137.643234
2014-06-11,142.190002,142.800003,140.470001,140.960007,884400,135.34838
2014-06-12,140.809998,141.350006,138.25,138.559998,1331900,133.043916
2014-06-13,138.440002,138.589996,136.940002,138.229996,1179800,132.727051
2014-06-16,138.539993,139.589996,137.050003,138.380005,756200,132.871088
2014-06-17,138.039993,138.729996,136.639999,138.0,932700,132.506212
2014-06-18,138.25,140.020004,137.089996,139.789993,684100,134.224945
2014-06-19,139.869995,140.380005,139.009995,139.300003,643700,133.754461
2014-06-20,140.050003,140.289993,138.630005,138.869995,997700,133.341572
2014-06-23,138.330002,140.929993,137.130005,139.330002,952100,133.783266
2014-06-24,139.350006,141.25,138.490005,138.929993,782400,133.399181
2014-06-25,138.470001,139.130005,137.210007,138.990005,964900,133.456805
2014-06-26,139.160004,139.160004,136.860001,138.110001,839600,132.611833
2014-06-27,138.119995,139.300003,137.619995,138.460007,1459400,132.947905
2014-06-30,138.910004,139.970001,137.660004,139.220001,775300,133.677644
2014-07-01,139.699997,142.910004,139.699997,141.869995,1058100,136.222142
2014-07-02,141.449997,141.910004,139.820007,140.259995,631000,134.676236
2014-07-03,140.669998,142.649994,140.270004,142.539993,405600,136.865467
2014-07-07,141.490005,142.339996,139.960007,140.160004,907400,134.580225
2014-07-08,140.029999,144.320007,139.279999,142.729996,1973200,137.047906
2014-07-09,142.75,143.369995,140.850006,141.110001,1452100,135.492403
2014-07-10,138.320007,139.710007,137.550003,139.210007,1655500,133.668048
2014-07-11,139.919998,144.179993,139.149994,140.759995,1451500,135.15633
2014-07-14,141.289993,141.330002,138.539993,139.309998,1043600,133.764058
2014-07-15,139.25,140.660004,138.649994,139.970001,1035000,134.397787
2014-07-16,140.419998,141.809998,139.25,140.600006,1654900,135.002711
2014-07-17,139.479996,139.929993,138.570007,138.960007,969500,133.428
2014-07-18,140.089996,140.970001,139.399994,139.5,940100,133.946496
2014-07-21,138.649994,140.729996,138.649994,140.350006,744500,134.762664
2014-07-22,140.600006,144.089996,140.529999,143.199997,1536400,137.499196
2014-07-23,136.899994,145.339996,135.369995,145.240005,5960500,139.457992
2014-07-24,144.990005,148.800003,144.300003,146.910004,3281800,141.061507
2014-07-25,146.410004,149.080002,145.580002,148.889999,1587000,142.962679
2014-07-28,148.869995,149.240005,147.5,147.630005,1575800,141.752845
2014-07-29,147.630005,148.149994,145.119995,145.5,1536900,139.707636
2014-07-30,145.449997,146.130005,141.630005,142.789993,2393500,137.105515
2014-07-31,142.649994,143.839996,140.899994,142.639999,1902700,136.961492
2014-08-01,142.160004,145.600006,141.550003,143.509995,1539600,137.796853
2014-08-04,144.100006,146.679993,144.100006,145.779999,1233400,139.976488
2014-08-05,144.690002,146.360001,143.320007,143.889999,1020600,138.16173
2014-08-06,143.449997,146.860001,143.389999,145.800003,1104900,139.995696
2014-08-07,146.100006,146.25,142.220001,142.580002,1297100,136.903883
2014-08-08,143.110001,148.270004,143.080002,148.149994,1670600,142.252134
2014-08-11,148.429993,148.979996,147.490005,147.720001,941000,141.839259
2014-08-12,147.470001,148.270004,145.039993,145.75,774800,139.947684
2014-08-13,146.330002,146.699997,144.449997,145.660004,1079800,139.86127
2014-08-14,146.149994,150.070007,146.149994,149.919998,1455100,143.951674
2014-08-15,150.589996,150.639999,147.089996,148.440002,698500,142.530597
2014-08-18,149.5,150.960007,149.289993,150.25,920800,144.268538
2014-08-19,151.0,153.369995,150.860001,152.899994,1358100,146.813036
2014-08-20,152.270004,154.100006,152.149994,153.699997,702100,147.581191
2014-08-21,152.610001,153.029999,150.520004,151.880005,972300,145.833653
2014-08-22,152.0,152.630005,151.0,151.860001,548200,145.814445
2014-08-25,152.699997,152.699997,150.369995,150.639999,603500,144.643012
2014-08-26,151.009995,152.070007,150.389999,151.669998,785200,145.632006
2014-08-27,151.139999,152.679993,150.509995,152.509995,838600,147.166287
2014-08-28,151.509995,153.0,151.119995,152.509995,742800,147.166287
2014-08-29,152.029999,153.300003,151.869995,153.020004,515400,147.658426
2014-09-02,153.5,153.839996,152.470001,153.389999,577200,148.015457
2014-09-03,153.130005,154.610001,152.880005,153.25,687000,147.880363
2014-09-04,153.380005,155.509995,152.820007,153.990005,842600,148.59444
2014-09-05,153.610001,153.699997,151.75,152.009995,1077300,146.683806
2014-09-08,151.330002,154.470001,151.199997,152.580002,959700,147.233841
2014-09-09,152.669998,152.669998,149.740005,151.259995,604000,145.960085
2014-09-10,151.089996,153.740005,151.089996,153.520004,770400,148.140907
2014-09-11,152.880005,153.720001,152.619995,153.369995,523900,147.996154
2014-09-12,153.350006,153.970001,151.690002,152.110001,735500,146.780308
2014-09-15,152.600006,155.190002,151.899994,153.169998,949100,147.803165
2014-09-16,152.300003,154.320007,151.75,152.600006,765300,147.253144
2014-09-17,152.820007,154.970001,152.820007,154.309998,650000,148.90322
2014-09-18,155.039993,155.089996,153.529999,153.889999,547100,148.497938
2014-09-19,154.759995,156.130005,154.0,155.820007,1096400,150.360322
2014-09-22,155.240005,155.240005,153.149994,153.610001,974600,148.22775
2014-09-23,152.679993,153.529999,152.199997,152.490005,596400,147.146998
2014-09-24,152.5,154.289993,150.639999,153.820007,1039600,148.430399
2014-09-25,153.070007,153.759995,150.279999,150.529999,686200,145.255667
2014-09-26,150.490005,151.279999,149.610001,150.789993,452500,145.506551
2014-09-29,149.619995,149.759995,147.960007,148.880005,811900,143.663486
2014-09-30,148.809998,149.240005,145.0,145.649994,1159700,140.546649
2014-10-01,145.320007,145.479996,141.0,141.550003,1499400,136.590316
2014-10-02,141.080002,143.320007,140.630005,143.059998,1133500,138.047402
2014-10-03,143.929993,144.600006,142.399994,143.100006,1225900,138.086009
2014-10-06,144.449997,146.190002,143.649994,143.889999,729300,138.848322
2014-10-07,143.279999,143.600006,141.539993,142.080002,1184400,137.101744
2014-10-08,141.869995,144.100006,139.850006,143.929993,835300,138.886914
2014-10-09,144.020004,144.610001,140.720001,141.279999,841600,136.329772
2014-10-10,141.279999,142.800003,139.970001,140.630005,1230600,135.702553
2014-10-13,141.710007,144.179993,140.330002,140.419998,1304600,135.499904
2014-10-14,141.589996,146.979996,141.029999,145.330002,1512300,140.237869
2014-10-15,141.619995,144.399994,140.039993,143.679993,1483700,138.645674
2014-10-16,141.350006,147.479996,141.350006,145.759995,944600,140.652796
2014-10-17,146.970001,150.970001,146.149994,150.039993,1240900,144.78283
2014-10-20,150.539993,153.539993,150.539993,153.210007,1118300,147.841771
2014-10-21,154.0,155.389999,153.070007,155.270004,743000,149.82959
2014-10-22,155.220001,157.199997,154.119995,154.389999,977900,148.980419
2014-10-23,155.169998,158.529999,155.089996,157.699997,814800,152.17444
2014-10-24,158.0,159.979996,157.039993,158.619995,908000,153.062202
2014-10-27,157.669998,158.100006,155.020004,157.399994,1115300,151.884948
2014-10-28,154.259995,170.990005,153.979996,168.059998,2885900,162.171442
2014-10-29,165.649994,168.830002,165.649994,168.229996,1270800,162.335484
2014-10-30,168.429993,171.300003,167.910004,170.550003,885400,164.574202
2014-10-31,172.369995,173.699997,171.199997,172.050003,924500,166.021644
2014-11-03,171.559998,173.270004,170.619995,172.600006,784500,166.552376
2014-11-04,172.429993,173.130005,170.690002,172.720001,749700,166.668167
2014-11-05,174.320007,174.449997,172.449997,172.850006,588800,166.793616
2014-11-06,172.350006,174.899994,172.190002,174.839996,552200,168.713881
2014-11-07,174.429993,176.619995,174.429993,175.809998,722800,169.649894
2014-11-10,175.809998,175.830002,173.5,173.789993,891800,167.700668
2014-11-11,174.289993,177.179993,174.119995,175.0,774100,168.868278
2014-11-12,174.220001,176.25,173.889999,175.210007,656900,169.070926
2014-11-13,175.479996,177.210007,174.470001,175.210007,501700,169.070926
2014-11-14,174.830002,175.649994,172.160004,173.270004,936400,167.198899
2014-11-17,173.360001,177.199997,173.020004,175.550003,784000,169.39901
2014-11-18,175.570007,177.940002,175.570007,177.220001,786600,171.010494
2014-11-19,176.429993,179.949997,175.729996,179.889999,1086500,174.324686
2014-11-20,178.350006,182.339996,178.179993,182.059998,921000,176.42755
2014-11-21,184.5,185.339996,183.160004,183.669998,983700,177.987742
2014-11-24,183.880005,185.279999,182.5,184.759995,1214600,179.044017
2014-11-25,184.860001,185.580002,183.830002,184.610001,864600,178.898663
2014-11-26,184.600006,184.940002,182.600006,183.539993,593400,177.861759
2014-11-28,184.240005,186.639999,183.520004,186.169998,353300,180.410398
2014-12-01,186.270004,186.839996,184.389999,185.449997,630600,179.712672
2014-12-02,185.190002,185.800003,183.679993,184.820007,650400,179.102173
2014-12-03,185.25,189.460007,185.020004,189.410004,710000,183.550167
2014-12-04,189.009995,190.220001,187.479996,188.259995,565200,182.435736
2014-12-05,188.009995,189.869995,187.139999,188.830002,582600,182.988109
2014-12-08,188.679993,189.0,185.779999,186.589996,524200,180.817403
2014-12-09,184.360001,187.699997,183.830002,187.429993,527600,181.631412
2014-12-10,186.350006,188.119995,183.169998,183.259995,908800,177.590423
2014-12-11,183.839996,186.559998,183.5,184.460007,483500,178.75331
2014-12-12,183.919998,185.600006,180.449997,180.639999,1120800,175.051483
2014-12-15,181.880005,184.889999,180.729996,183.360001,1206000,177.687335
2014-12-16,179.059998,181.039993,174.020004,174.429993,2474900,169.033597
2014-12-17,174.429993,189.720001,172.850006,188.929993,3197700,183.085006
2014-12-18,191.639999,192.440002,188.350006,190.520004,1537600,184.625827
2014-12-19,191.5,193.779999,187.990005,189.729996,1678100,183.860259
2014-12-22,189.389999,190.759995,187.320007,190.289993,665500,184.402932
2014-12-23,191.110001,192.179993,190.380005,191.130005,686600,185.216956
2014-12-24,192.160004,192.240005,191.050003,191.149994,254400,185.236327
2014-12-26,192.460007,194.460007,191.960007,192.449997,462100,186.496111
2014-12-29,191.490005,194.029999,191.139999,193.029999,635700,187.058169
2014-12-30,192.889999,194.990005,192.529999,193.660004,725600,187.668683
2014-12-31,194.880005,196.710007,193.429993,193.740005,508800,187.74621
2015-01-02,194.169998,196.139999,191.259995,193.009995,502400,187.038784
2015-01-05,191.330002,192.300003,188.5,189.029999,732200,183.181918
2015-01-06,190.009995,190.5,186.139999,187.470001,825700,181.670183
2015-01-07,189.389999,192.809998,188.300003,191.880005,605300,185.943753
2015-01-08,193.470001,197.369995,192.270004,196.830002,882100,190.74061
2015-01-09,197.350006,199.919998,196.289993,197.229996,880800,191.128229
2015-01-12,197.949997,200.440002,195.259995,198.960007,872200,192.804719
2015-01-13,201.080002,205.160004,194.809998,197.369995,1185700,191.263898
2015-01-14,195.190002,200.729996,194.800003,198.75,1110700,192.601209
2015-01-15,198.820007,200.720001,195.130005,195.479996,900600,189.43237
2015-01-16,194.770004,200.449997,194.350006,200.169998,612500,193.977276
2015-01-20,201.399994,201.630005,196.289993,197.880005,726500,191.758129
2015-01-21,197.699997,199.110001,196.669998,197.660004,875200,191.544934
2015-01-22,199.710007,200.839996,198.240005,199.710007,944000,193.531516
2015-01-23,200.220001,201.970001,199.309998,200.919998,379800,194.704073
2015-01-26,200.589996,203.759995,199.809998,203.070007,451200,196.787567
2015-01-27,200.490005,203.240005,199.800003,201.869995,470700,195.62468
2015-01-28,204.259995,207.149994,201.080002,201.410004,1154000,195.178919
2015-01-29,201.020004,204.139999,199.5,203.949997,1010900,197.640332
2015-01-30,203.770004,203.770004,198.800003,199.080002,804400,192.921001
2015-02-02,199.460007,202.229996,197.0,201.119995,1282500,194.897883
2015-02-03,202.179993,202.910004,198.199997,201.059998,1185600,194.839741
2015-02-04,207.190002,217.110001,206.059998,214.880005,2154300,208.232195
2015-02-05,215.25,215.5,210.539993,211.339996,1158700,204.801705
2015-02-06,211.570007,213.100006,209.5,211.139999,834700,204.607895
2015-02-09,210.119995,211.139999,205.809998,206.289993,1081000,199.907935
2015-02-10,207.970001,209.229996,205.330002,208.080002,804700,201.642565
2015-02-11,208.300003,209.740005,206.509995,207.779999,598300,201.351844
2015-02-12,209.190002,213.889999,207.770004,213.050003,1104000,206.458808
2015-02-13,211.910004,214.330002,211.910004,213.229996,488400,206.633232
2015-02-17,212.309998,215.199997,212.080002,213.509995,703000,206.904569
2015-02-18,211.960007,213.910004,211.919998,212.550003,745300,205.974277
2015-02-19,212.539993,213.410004,210.259995,212.330002,810900,205.761082
2015-02-20,211.25,213.789993,210.949997,213.270004,807900,206.672003
2015-02-23,213.130005,214.240005,212.009995,213.199997,607800,206.604162
2015-02-24,213.809998,215.550003,212.699997,214.300003,676300,207.670137
2015-02-25,212.080002,215.660004,212.039993,214.149994,798200,208.253612
2015-02-26,213.449997,214.350006,211.130005,212.800003,762100,206.940791
2015-02-27,213.270004,213.960007,211.25,211.949997,611500,206.114189
2015-03-02,211.949997,217.0,211.949997,215.0,732200,209.080214
2015-03-03,214.669998,215.580002,212.039993,214.470001,540500,208.564808
2015-03-04,214.199997,214.199997,210.660004,211.490005,726100,205.666863
2015-03-05,212.630005,213.309998,209.740005,210.820007,741200,205.015313
2015-03-06,210.5,210.820007,202.100006,203.419998,1180900,197.819055
2015-03-09,203.529999,206.289993,202.080002,205.699997,922900,200.036276
2015-03-10,204.389999,204.690002,200.869995,202.550003,729000,196.973014
2015-03-11,203.149994,203.419998,195.130005,196.669998,1315000,191.254908
2015-03-12,196.889999,200.470001,196.449997,199.509995,650700,194.016709
2015-03-13,198.240005,200.149994,195.350006,197.619995,864800,192.178748
2015-03-16,198.029999,199.919998,197.179993,198.690002,600800,193.219294
2015-03-17,198.539993,198.539993,195.740005,196.929993,768300,191.507744
2015-03-18,195.619995,199.729996,191.050003,198.919998,1423000,193.442957
2015-03-19,197.800003,199.220001,193.75,194.139999,1104900,188.79457
2015-03-20,195.039993,198.380005,194.419998,197.949997,1023000,192.499664
2015-03-23,197.0,200.179993,196.589996,197.160004,823100,191.731422
2015-03-24,196.389999,201.309998,196.389999,198.259995,902800,192.801126
2015-03-25,197.710007,199.179993,193.929993,194.089996,662500,188.745944
2015-03-26,192.869995,197.240005,192.800003,196.050003,1048200,190.651984
2015-03-27,195.5,198.570007,194.639999,198.5,542300,193.034523
2015-03-30,199.080002,202.070007,199.070007,201.039993,686400,195.50458
2015-03-31,200.520004,204.639999,200.009995,202.059998,1007300,196.4965
2015-04-01,201.889999,202.5,198.899994,201.389999,934000,195.84495
2015-04-02,200.0,201.669998,199.259995,200.380005,821900,194.862764
2015-04-06,199.75,202.419998,199.130005,201.020004,588600,195.485142
2015-04-07,201.0,202.089996,197.669998,197.729996,656200,192.28572
2015-04-08,193.520004,197.279999,190.229996,196.139999,1985600,190.739502
2015-04-09,196.279999,197.089996,193.240005,196.160004,1001600,190.758956
2015-04-10,197.479996,197.820007,195.429993,195.669998,605300,190.282442
2015-04-13,195.789993,195.789993,192.399994,193.940002,809900,188.60008
2015-04-14,193.429993,196.919998,192.039993,195.809998,633600,190.418587
2015-04-15,196.529999,197.0,193.940002,194.949997,778000,189.582265
2015-04-16,193.889999,193.979996,191.210007,191.350006,861500,186.081396
2015-04-17,189.740005,191.570007,189.009995,189.600006,931300,184.379581
2015-04-20,191.25,194.929993,191.100006,194.850006,1104900,189.485028
2015-04-21,196.410004,196.509995,193.649994,193.970001,977100,188.629253
2015-04-22,193.639999,194.309998,191.470001,191.770004,933800,186.48983
2015-04-23,191.240005,192.190002,189.880005,190.919998,1207300,185.663228
2015-04-24,194.5,197.179993,193.110001,196.490005,1163000,191.079872
2015-04-27,196.669998,200.179993,196.669998,197.830002,1975100,192.382973
2015-04-28,182.539993,187.5,179.119995,183.699997,4734600,178.642022
2015-04-29,182.940002,183.240005,177.240005,179.029999,1636800,174.100607
2015-04-30,179.690002,180.589996,174.75,175.600006,1691300,170.765055
2015-05-01,175.869995,180.380005,175.389999,179.309998,1244800,174.372896
