Date,Open,High,Low,Close,Volume,Adj Close
2013-08-27,87.330006,88.00001,87.110003,87.35,3149500,75.41665
2013-08-28,87.37001,88.749997,87.37001,88.170001,2867000,76.124627
2013-08-29,88.010003,89.070009,87.950005,88.210005,3837000,76.159165
2013-08-30,89.77,89.870001,87.950005,88.210005,3139000,76.159165
2013-09-03,88.940006,88.990002,87.71,88.470004,2567300,76.383644
2013-09-04,88.330007,90.250002,88.230014,89.77,3664600,77.506041
2013-09-05,89.710002,90.400008,89.600001,89.740005,2091800,77.480144
2013-09-06,89.540003,89.77,88.620009,89.000003,2593400,77.393183
2013-09-09,88.990002,89.850007,88.980009,89.700001,2801000,78.001892
2013-09-10,89.740005,89.990003,88.770007,89.660006,2872500,77.967112
2013-09-11,89.660006,90.820005,89.540003,90.820005,2477800,78.975832
2013-09-12,90.550005,91.630005,90.320001,91.010006,3933100,79.141054
2013-09-13,91.290007,92.870004,89.290005,89.490007,9695300,77.819283
2013-09-16,90.240009,90.450004,89.460012,89.680008,4374400,77.984505
2013-09-17,89.810003,91.400001,89.680008,90.980003,2867500,79.114964
2013-09-18,91.080004,92.850002,90.800011,92.310002,3937400,80.271512
2013-09-19,92.440006,92.889998,91.800005,92.11,3110100,80.097593
2013-09-20,92.220002,92.390009,91.559999,91.559999,4965800,79.61932
2013-09-23,91.130001,91.640006,90.920006,91.370006,4687400,79.454105
2013-09-24,91.420003,93.48001,91.39,92.800006,4038500,80.697613
2013-09-25,93.200009,93.30001,92.390009,92.910007,3994500,80.793269
2013-09-26,93.750002,94.400004,93.060005,93.580003,5335000,81.375888
2013-09-27,93.880006,94.500005,93.30001,94.460002,4412600,82.141122
2013-09-30,93.380001,93.650001,92.789997,93.54,4168500,81.341101
2013-10-01,93.440015,94.47001,93.360008,94.390003,2483700,82.080253
2013-10-02,94.180009,94.970007,93.130003,94.810001,3520700,82.445477
2013-10-03,94.740003,95.00001,93.720008,94.400004,3771600,82.08895
2013-10-04,94.430007,95.630002,94.140005,95.410006,2645500,82.967233
2013-10-07,94.610007,95.930005,94.430007,95.280003,2901300,82.854184
2013-10-08,95.050006,95.230014,93.510005,93.560009,3391200,81.358502
2013-10-09,93.820009,94.309996,92.92,93.959997,3176100,81.706325
2013-10-10,94.98,95.88,94.360001,95.100003,3424100,82.697659
2013-10-11,94.669996,95.810002,94.240006,95.489997,2811900,83.036793
2013-10-14,94.990009,95.940005,94.610007,95.710009,2475200,83.228112
2013-10-15,95.550011,96.300006,95.029996,95.230014,3190000,82.810715
2013-10-16,95.990002,97.240009,95.690015,96.970001,4145700,84.323784
2013-10-17,96.80001,98.080004,96.670007,98.080004,3702300,85.289027
2013-10-18,98.540005,98.700003,96.209998,98.290007,7136000,85.471643
2013-10-21,98.210008,98.210008,96.760014,97.050008,3742000,84.393357
2013-10-22,97.390007,97.990012,96.810003,97.820005,3767500,85.062935
2013-10-23,97.250002,97.279997,95.410006,95.660012,3785400,83.184635
2013-10-24,95.960007,97.31,95.489997,97.030007,2332600,84.375964
2013-10-25,96.900003,97.080011,96.090003,96.880009,2376800,84.245528
2013-10-28,96.880009,97.79001,95.510007,97.540012,3529600,84.819457
2013-10-29,97.880002,97.999997,96.000011,96.480006,5340900,83.89769
2013-10-30,96.87,97.970002,95.140006,96.060008,4063000,83.532466
2013-10-31,96.199997,97.240009,95.389997,96.08001,3726200,83.54986
2013-11-01,96.050015,96.270003,94.590005,95.650012,3232700,83.175939
2013-11-04,96.230007,97.820005,95.930005,97.730005,4406100,84.984673
2013-11-05,97.370005,97.370005,96.230007,96.690008,3855700,84.080306
2013-11-06,97.060001,97.490008,96.030005,97.010005,3678600,84.35857
2013-11-07,96.710002,96.890002,95.419999,95.849997,4027100,83.349844
2013-11-08,95.710009,96.470013,95.560004,96.330008,4996000,83.767255
2013-11-11,96.460012,97.080011,96.170002,97.010005,2377000,84.35857
2013-11-12,96.670007,96.830013,95.340008,95.640003,3176600,83.167235
2013-11-13,95.290011,97.040007,95.100003,97.000004,3386400,84.349874
2013-11-14,97.019998,97.650006,96.480006,97.480015,3448300,84.767284
2013-11-15,97.570007,97.760008,96.80001,97.540012,3484400,84.819457
2013-11-18,97.600009,97.760008,96.660014,97.080011,2825900,84.419447
2013-11-19,96.900003,97.330009,96.010012,96.900003,2928900,84.262914
2013-11-20,97.130007,97.800011,96.790009,97.180012,2935600,84.506406
2013-11-21,97.500008,98.720005,97.130007,98.650015,2748000,85.784701
2013-11-22,98.769994,99.420004,97.960009,99.370015,3143000,86.410803
2013-11-25,99.310002,99.310002,97.300007,97.470006,3975300,84.758581
2013-11-26,97.490008,98.089997,97.050008,97.630004,2616500,84.897713
2013-11-27,97.490008,97.600009,94.790007,95.200004,4703300,82.784618
2013-11-29,95.210004,95.949998,94.519999,94.960006,2347000,82.57592
2013-12-02,95.129997,95.389997,94.080008,94.760004,3208500,82.402001
2013-12-03,94.73001,95.600007,94.059998,94.300003,5067900,82.00199
2013-12-04,94.300003,95.059999,93.750002,94.590005,4166400,82.254172
2013-12-05,94.400004,94.440008,93.360008,93.430006,4762000,81.245452
2013-12-06,93.940003,94.540009,92.540006,92.650008,4398200,81.12287
2013-12-09,92.570001,93.780005,92.370015,93.140012,5271800,81.551909
2013-12-10,93.150005,93.200009,92.450006,92.490002,4242200,80.982771
2013-12-11,92.360006,92.789997,91.330003,91.540005,4817000,80.150969
2013-12-12,91.440004,92.120009,90.980003,91.240003,4444900,79.888291
2013-12-13,91.240003,91.490001,90.629996,91.110007,3449500,79.774469
2013-12-16,91.32001,91.830007,90.730005,90.950009,3794700,79.634377
2013-12-17,90.950009,90.96001,90.130008,90.210007,4770600,78.986443
2013-12-18,90.750007,92.340005,90.390007,92.260006,5049600,80.781389
2013-12-19,91.870011,93.130003,91.500002,92.930001,4410600,81.368027
2013-12-20,92.800006,93.520006,92.540006,92.800006,5178700,81.254205
2013-12-23,93.410012,93.880006,93.170007,93.230004,2331400,81.630705
2013-12-24,93.239997,93.54,92.660009,93.48001,994800,81.849606
2013-12-26,93.470009,94.11001,93.130003,94.030003,2133900,82.331171
2013-12-27,94.160015,94.950005,93.880006,94.850004,2085800,83.049151
2013-12-30,94.64001,95.320006,94.35,94.55001,2323900,82.78648
2013-12-31,94.950005,95.320006,94.230013,95.100003,2802600,83.268046
2014-01-02,94.510006,94.840003,93.410012,93.850003,2868200,82.173566
2014-01-03,93.910009,94.250007,92.879997,93.520006,2967600,81.884626
2014-01-06,93.860012,94.11001,93.200009,93.800015,3310200,82.129797
2014-01-07,94.570011,95.690015,94.090001,95.550011,3846000,83.662065
2014-01-08,94.990009,95.400005,94.200002,94.790007,3668300,82.996618
2014-01-09,94.840003,95.120004,94.070007,94.840003,3261400,83.040394
2014-01-10,95.050006,95.080001,93.410012,93.850003,3549500,82.173566
2014-01-13,93.360008,94.100002,91.449997,91.540005,5367100,80.150969
2014-01-14,91.930008,92.360006,91.470007,92.310002,4567300,80.825166
2014-01-15,92.76001,92.870004,90.739998,91.460006,5095800,80.080923
2014-01-16,91.330003,91.940009,91.060003,91.769994,3935600,80.352343
2014-01-17,91.739999,91.960003,90.550005,90.570007,4097000,79.301654
2014-01-21,91.220009,91.520004,89.380005,89.970001,5188000,78.776298
2014-01-22,90.520002,91.280006,89.650005,90.96001,4089500,79.643134
2014-01-23,90.660007,90.660007,89.170002,89.420008,4557600,78.294733
2014-01-24,88.760006,88.830004,87.590005,88.00001,4932900,77.051405
2014-01-27,87.950005,88.140006,86.800015,87.090001,3736200,76.254616
2014-01-28,87.280002,88.550011,87.180009,88.310006,3088300,77.322832
2014-01-29,87.290003,88.389997,87.000001,87.820002,4266700,76.893793
2014-01-30,88.740004,89.230007,86.500012,88.300013,5755000,77.314083
2014-01-31,87.779998,88.730003,86.810008,87.570012,6042000,76.674906
2014-02-03,87.800008,88.350009,87.170008,87.240006,6489900,76.385958
2014-02-04,87.419998,88.040005,86.580003,87.140005,6447500,76.298399
2014-02-05,87.410005,87.779998,85.900007,87.290003,5825400,76.429734
2014-02-06,87.610007,88.960007,87.610007,88.480005,5601800,77.471681
2014-02-07,88.800009,90.910005,88.350009,90.590009,5149500,79.319167
2014-02-10,90.450004,91.120008,90.16001,90.69001,4528000,79.406726
2014-02-11,90.800011,92.099999,90.730005,91.600003,3930400,80.203502
2014-02-12,92.080005,92.700005,91.850001,92.190007,3490400,80.7201
2014-02-13,91.41001,92.510004,91.150011,92.269998,3863800,80.790139
2014-02-14,94.660003,96.060008,94.270009,95.760005,9148200,83.845934
2014-02-18,96.100004,96.530002,95.310005,96.280004,6042200,84.301236
2014-02-19,96.050015,96.499999,94.870006,94.940012,5596700,83.127961
2014-02-20,95.00001,95.589998,94.750003,95.400005,3988400,83.530723
2014-02-21,95.320006,95.970008,94.91001,95.389997,3851300,83.52196
2014-02-24,96.170002,96.580006,95.710009,96.070009,4820800,84.117368
2014-02-25,95.870007,96.050015,95.110004,95.820003,3016500,83.898466
2014-02-26,96.000011,96.000011,94.630009,95.200004,3907900,83.355605
2014-02-27,95.089994,95.550011,94.680005,95.530001,2961300,83.644545
2014-02-28,95.750012,97.170003,95.750012,96.520009,4166200,84.511381
2014-03-03,95.79,96.87,95.480004,96.050015,3544100,84.099861
2014-03-04,96.550004,97.67,96.410015,97.22,3446300,85.124281
2014-03-05,97.460005,97.750007,96.769999,96.850007,3191900,84.800321
2014-03-06,96.050015,96.550004,95.810002,96.270003,3111300,84.923818
2014-03-07,97.279997,97.410008,96.340001,97.130007,3092100,85.682464
2014-03-10,97.140008,97.370005,96.62001,97.22,2498500,85.76185
2014-03-11,97.400008,97.470006,96.08001,96.410015,2595800,85.047329
2014-03-12,95.860006,96.480006,95.550011,96.390006,3172700,85.029677
2014-03-13,96.710002,96.919997,95.530001,95.810002,2732000,84.518031
2014-03-14,95.400005,96.570006,95.290011,96.520009,3075400,85.144359
2014-03-17,96.640004,97.000004,96.380005,96.850007,2549300,85.435463
2014-03-18,97.110006,97.839999,96.570006,97.260003,3014600,85.797139
2014-03-19,97.250002,97.379998,94.530008,95.140006,4789600,83.927
2014-03-20,94.740003,94.750003,91.199999,92.930001,11330600,81.977462
2014-03-21,93.370008,95.040005,92.710006,94.070007,11448000,82.983109
2014-03-24,94.390003,94.610007,93.27,93.870005,4570200,82.806679
2014-03-25,94.55001,95.129997,94.150006,94.650003,4524400,83.494747
2014-03-26,94.820002,94.950005,93.380001,93.54,5489600,82.515567
2014-03-27,93.54,94.830011,93.050012,94.64001,4555600,83.485932
2014-03-28,95.050006,95.589998,94.300003,95.550011,4443000,84.288682
2014-03-31,96.020005,96.050015,95.029996,95.290011,4043900,84.059326
2014-04-01,95.389997,95.400005,94.610007,94.900009,4596300,83.715288
2014-04-02,94.610007,96.300006,94.380002,96.020005,6856000,84.703284
2014-04-03,96.450003,96.660014,96.030005,96.51,3718100,85.13553
2014-04-04,96.95,96.98001,94.35,94.55001,5852300,83.406539
2014-04-07,94.720001,94.810001,93.560009,93.589996,4633900,82.559671
2014-04-08,93.820009,95.010003,93.27,94.950005,3437900,83.759392
2014-04-09,95.400005,96.030005,94.820002,95.970008,3242100,84.65918
2014-04-10,95.79,96.390006,94.35,94.440008,4322900,83.309502
2014-04-11,94.090001,95.080001,93.330005,93.330005,5327000,82.330322
2014-04-14,94.020002,94.779998,93.310003,94.319997,3066000,83.203636
2014-04-15,94.35,95.170001,93.740001,94.900009,4184400,83.715288
2014-04-16,95.650012,95.970008,95.129997,95.810002,3970100,84.518031
2014-04-17,95.410006,96.780008,95.400005,96.6,4802800,85.214922
2014-04-21,96.730012,97.500008,96.6,97.450004,2843400,85.964746
2014-04-22,97.210007,97.680001,96.780008,96.930006,3430800,85.506034
2014-04-23,96.670007,97.510009,96.6,96.769999,3112000,85.364886
2014-04-24,97.070002,97.379998,96.250001,97.140008,2054400,85.691286
2014-04-25,97.140008,97.180012,96.280004,96.370012,2556000,85.01204
2014-04-28,96.780008,97.230008,96.15,96.680007,4402500,85.2855
2014-04-29,97.250002,98.210008,96.810003,96.87,3409600,85.453101
2014-04-30,96.730012,96.730012,95.470004,95.750012,2929200,84.465112
2014-05-01,95.740004,95.800009,94.930011,94.990009,3270600,83.794681
2014-05-02,94.879999,95.170001,94.400004,94.440008,3674300,83.309502
2014-05-05,94.830011,95.380004,93.800015,94.699999,5888700,83.538851
2014-05-06,94.800008,96.15,94.510006,95.830004,4851400,84.535676
2014-05-07,96.209998,96.390006,95.389997,96.230007,3528500,84.888536
2014-05-08,96.380005,96.499999,95.059999,95.190011,2782300,83.971111
2014-05-09,95.820003,96.350002,95.36001,96.110013,3845700,84.782684
2014-05-12,96.499999,96.730012,96.139999,96.420008,3703400,85.056144
2014-05-13,96.750006,98.120008,96.470013,97.520002,3713700,86.026495
2014-05-14,97.019998,97.530003,96.850007,97.379998,2646300,85.902991
2014-05-15,97.070002,97.269996,96.110013,97.060001,3667200,85.620709
2014-05-16,97.110006,97.110006,95.320006,95.690015,4108100,84.412186
2014-05-19,95.710009,96.350002,95.680006,95.940005,2760200,84.632713
2014-05-20,95.800009,96.270003,95.380004,95.460003,3232500,84.209282
2014-05-21,95.620009,97.839999,95.500006,97.590008,4187200,86.08825
2014-05-22,97.600009,98.03,97.000004,97.230008,2853400,85.770679
2014-05-23,97.500008,97.690009,96.910004,96.970001,2689300,85.541316
2014-05-27,97.070002,97.570007,96.410015,97.450004,3444700,85.964746
2014-05-28,97.620003,99.260005,97.350003,99.050003,5949800,87.376172
2014-05-29,99.150004,99.879997,98.910014,99.83,5129000,88.064241
2014-05-30,99.40001,99.750009,99.020008,99.690012,4493500,87.940751
2014-06-02,99.790012,100.470009,99.40001,99.76001,3360000,88.0025
2014-06-03,99.790012,100.530006,99.500003,100.239997,3135300,88.425916
2014-06-04,99.83,100.330005,99.56,100.160006,3218500,88.355353
2014-06-05,100.699998,100.970006,99.650008,100.899999,4846400,89.008132
2014-06-06,100.560009,100.870013,100.020001,100.380001,3988800,89.185829
2014-06-09,100.179999,100.850003,99.950003,100.19,2520400,89.017017
2014-06-10,100.000007,100.269999,99.680011,99.980013,2851100,88.830447
2014-06-11,99.680011,100.130003,99.670002,99.890005,3160500,88.750477
2014-06-12,100.390002,101.650002,100.290001,101.250007,5228900,89.958814
2014-06-13,101.640009,103.250001,101.440008,103.230007,4527500,91.718008
2014-06-16,103.350002,103.80001,103.030005,103.350002,4437700,91.824622
2014-06-17,102.72001,102.890001,102.050006,102.740003,3492200,91.282649
2014-06-18,102.640003,103.370012,101.98,103.250001,2903200,91.735773
2014-06-19,103.340001,103.640004,102.980009,103.350002,3290200,91.824622
2014-06-20,103.589999,104.140008,103.220006,104.000004,7610600,92.402137
2014-06-23,104.150009,105.640006,104.140008,105.190014,5206100,93.459439
2014-06-24,105.370006,105.379999,101.130004,101.450001,5774900,90.136504
2014-06-25,101.460001,102.770006,101.319997,102.620009,4933000,91.176036
2014-06-26,102.839996,102.839996,101.290002,102.640003,2653700,91.1938
2014-06-27,102.300012,102.580005,100.950004,102.210004,4396300,90.811754
2014-06-30,101.890008,103.15,101.890008,102.630002,4267500,91.184914
2014-07-01,103.770007,104.040007,102.72001,102.800009,3453500,91.335963
2014-07-02,102.740003,102.930004,101.280009,102.240007,5570800,90.838411
2014-07-03,102.330015,102.750012,101.769997,102.170001,2516100,90.776212
2014-07-07,102.270002,102.320006,101.290002,101.590005,3001500,90.260896
2014-07-08,101.480011,102.390012,101.319997,101.880007,2656100,90.518557
2014-07-09,102.07,102.290011,101.450001,101.950005,2352600,90.58075
2014-07-10,101.11001,101.550009,99.890005,100.410012,5027700,89.212493
2014-07-11,100.550008,100.720007,99.730015,100.48001,3247000,89.274685
2014-07-14,100.950004,101.390003,100.760011,101.220012,2721500,89.932164
2014-07-15,101.300003,101.530008,99.269998,99.519997,3962000,88.421731
2014-07-16,99.83,101.910009,99.83,101.730009,3231700,90.385287
2014-07-17,101.880007,102.170001,99.83,99.950003,2898700,88.803783
2014-07-18,100.030002,101.010009,99.500003,100.930002,3530900,89.674495
2014-07-21,101.160015,101.160015,100.030002,100.580003,2715800,89.363527
2014-07-22,100.959997,102.010002,100.740001,101.270008,2677500,89.976585
2014-07-23,101.250007,101.730009,100.730008,101.600006,1764500,90.269782
2014-07-24,101.530008,101.590005,100.350006,100.880006,2451400,89.630074
2014-07-25,100.380001,100.930002,100.000007,100.089999,2698800,88.928168
2014-07-28,100.200009,100.599997,99.500003,99.819999,2439600,88.688278
2014-07-29,99.550007,99.94001,99.260005,99.330012,2351200,88.252932
2014-07-30,99.76001,100.310003,98.080004,98.110007,4426900,87.16898
2014-07-31,98.830007,99.090006,97.480015,97.710003,5673000,86.813584
2014-08-01,97.639997,98.930008,96.820012,97.890011,5405500,86.973518
2014-08-04,98.760001,101.230013,98.620012,100.750002,5339200,89.514568
2014-08-05,100.239997,100.260006,98.41001,99.11,4913100,88.057456
2014-08-06,98.920007,100.550008,98.720005,99.410003,3029900,88.324003
2014-08-07,99.550007,99.750009,97.770001,98.290007,3400000,87.328907
2014-08-08,98.650015,99.850002,98.360005,99.800005,3132000,88.670513
2014-08-11,100.200009,101.050005,99.519997,99.770003,2575400,88.643857
2014-08-12,99.40001,100.380001,99.050003,99.810006,3106000,88.679399
2014-08-13,99.989998,100.959997,99.190007,99.989998,2561100,88.839319
2014-08-14,100.290001,100.820008,99.740008,99.970005,3607200,88.821555
2014-08-15,100.030002,100.610006,99.330012,100.460008,4457800,89.256914
2014-08-18,100.780005,100.910008,99.490002,100.599997,3094400,89.381291
2014-08-19,101.080007,102.110003,100.650001,101.800008,3294700,90.44748
2014-08-20,101.36,101.900009,100.920009,101.740002,1999700,90.394166
2014-08-21,101.760004,102.500006,101.540008,102.270002,2777800,90.865061
2014-08-22,102.240007,102.820003,101.950005,102.440009,3189800,91.016109
2014-08-25,102.890001,103.550004,102.670005,103.280004,3322300,91.762429
2014-08-26,103.570005,103.700001,103.100011,103.15,2383400,91.646924
2014-08-27,103.410015,103.680007,102.949998,103.380004,2327400,91.851278
2014-08-28,103.24,104.480014,103.090003,104.010005,2927600,92.411022
2014-08-29,103.020004,104.070002,103.020004,103.730012,2590200,92.162253
2014-09-02,103.430009,103.690008,102.080001,102.36001,2827600,90.945031
2014-09-03,103.170002,103.570005,102.390012,102.450002,3104000,91.024988
2014-09-04,102.650011,103.470012,101.910009,102.370002,3945600,90.95391
2014-09-05,102.340008,102.580005,100.770004,101.310004,4964100,90.01212
2014-09-08,100.250006,100.320004,98.110007,98.550014,5179800,88.186654
2014-09-09,98.520003,99.269998,97.79001,98.350012,4330100,88.007684
2014-09-10,98.460006,98.600003,97.590008,98.540005,3694600,88.177697
2014-09-11,97.860009,98.430003,97.339994,98.350012,3277100,88.007684
2014-09-12,97.999997,98.130001,97.050008,97.400008,3025700,87.15758
2014-09-15,97.100005,98.550014,96.340001,98.290007,4564000,87.953988
2014-09-16,97.430002,99.210001,97.400008,98.560007,3966600,88.195596
2014-09-17,98.449997,99.169997,97.870009,98.170004,3839500,87.846605
2014-09-18,98.500002,98.690003,97.590008,97.870009,2454800,87.578157
2014-09-19,98.350012,98.640006,97.690009,97.710003,4114200,87.434977
2014-09-22,97.550013,97.620003,96.160009,96.910004,3589700,86.719104
2014-09-23,96.780008,97.170003,96.190004,96.460012,3859400,86.316433
2014-09-24,97.520002,99.150004,96.300006,98.41001,5880200,88.061372
2014-09-25,97.860009,98.360005,96.370012,96.769999,5578200,86.593823
2014-09-26,96.640004,98.520003,96.589999,98.350012,4641600,88.007684
2014-09-29,97.000004,97.460005,96.010012,97.230008,5378200,87.005458
2014-09-30,97.430002,97.480015,95.700008,96.15,5295700,86.039021
2014-10-01,96.010012,97.040007,94.170008,94.290002,6372700,84.374618
2014-10-02,93.830009,95.820003,93.239997,95.220005,5837100,85.206823
2014-10-03,96.160009,96.280004,94.650003,95.960007,5412300,85.869008
2014-10-06,96.280004,97.140008,95.750012,97.080011,5197300,86.871234
2014-10-07,95.500006,96.51,94.870006,94.870006,5582800,84.893629
2014-10-08,94.62,95.660012,92.83,95.560004,5640500,85.511068
2014-10-09,95.059999,95.140006,91.990005,92.529998,5706700,82.799692
2014-10-10,92.570001,93.150005,90.610003,91.559999,6261800,81.931698
2014-10-13,91.330003,92.250005,87.699999,87.900009,6808100,78.656586
2014-10-14,88.470004,89.070009,86.100009,86.550001,6893700,77.448542
2014-10-15,84.670009,85.980006,82.300006,85.250005,9675300,76.285252
2014-10-16,83.550005,87.150006,83.279997,86.440007,9147600,77.350115
2014-10-17,87.339999,90.590009,87.339999,88.36001,9205100,79.068214
2014-10-20,88.140006,88.88,87.62,88.740004,3951000,79.408248
2014-10-21,90.560006,91.379999,89.600001,91.070003,4238900,81.493229
2014-10-22,90.330002,91.700004,89.59,89.700001,4434300,80.267294
2014-10-23,90.230001,91.600003,89.209998,91.010006,4490500,81.439541
2014-10-24,90.950009,90.999997,89.360011,89.520009,4912300,80.10623
2014-10-27,88.089994,88.250008,85.56,86.47001,10257400,77.376963
2014-10-28,86.9,88.200004,86.780005,88.140006,6050900,78.871346
2014-10-29,89.010012,90.000004,88.310006,88.849998,4859700,79.506675
2014-10-30,88.419999,88.800009,86.780005,87.930012,4664400,78.683434
2014-10-31,88.550011,88.980009,87.250007,88.930005,5544800,79.578269
2014-11-03,88.990002,89.380005,86.9,87.140005,5592900,77.976503
2014-11-04,85.770003,86.110009,84.500002,85.320003,6065000,76.347889
2014-11-05,86.160006,86.919994,85.080006,86.47001,4427100,77.376963
2014-11-06,84.920007,86.63,84.910014,86.400011,8039800,77.314326
2014-11-07,86.48001,88.449994,86.239997,88.040005,5664200,78.781861
2014-11-10,88.570005,89.190004,87.440008,87.930012,4772700,78.683434
2014-11-11,87.790007,89.309999,87.059998,89.109997,5468900,79.739333
2014-11-12,88.280003,89.130007,87.940013,88.589999,5747900,79.274017
2014-11-13,87.679997,88.250008,85.080006,86.290002,8261700,77.215884
2014-11-14,86.810008,87.519999,86.260007,86.66001,5695400,77.546984
2014-11-17,86.500012,86.500012,85.720007,85.900007,7414900,76.866901
2014-11-18,86.150005,87.050005,85.690012,86.66001,5178200,77.546984
2014-11-19,86.430006,86.720008,85.390009,86.040011,4537600,76.992183
2014-11-20,86.040011,86.980007,86.000008,86.870005,3900800,77.734896
2014-11-21,88.040005,88.320006,86.930003,87.600006,7061900,78.388131
2014-11-24,88.550011,88.770007,87.720001,88.260009,5872200,78.978729
2014-11-25,88.230014,88.370003,86.140012,86.360008,7121700,77.278529
2014-11-26,86.620007,86.800015,85.700005,86.130003,5878200,77.072711
2014-11-28,82.250002,82.410016,78.510004,79.770005,9135900,71.38152
2014-12-01,77.339996,80.050003,76.360001,79.449997,16706700,74.08116
2014-12-02,78.970001,81.43,78.800003,80.690002,11037100,75.237373
2014-12-03,81.339996,83.190002,80.669998,83.099998,9073100,77.484513
2014-12-04,82.150002,82.970001,81.860001,82.540001,6847700,76.962357
2014-12-05,82.050003,82.480003,81.199997,81.480003,7164600,75.973989
2014-12-08,79.300003,79.5,75.790001,76.110001,9369900,71.599558
2014-12-09,75.940002,77.970001,75.800003,77.449997,7587400,72.860143
2014-12-10,75.650002,76.239998,74.360001,75.139999,7767400,70.687041
2014-12-11,74.68,76.739998,74.660004,75.080002,6034300,70.630599
2014-12-12,73.959999,75.709999,73.349998,74.220001,7160300,69.821564
2014-12-15,75.07,75.800003,72.900002,73.160004,6563400,68.824384
2014-12-16,72.470001,76.510002,72.32,74.410004,8883700,70.000306
2014-12-17,74.769997,78.279999,74.720001,77.800003,8763300,73.189407
2014-12-18,79.620003,79.989998,77.080002,79.169998,8062100,74.478213
2014-12-19,78.940002,81.519997,78.349998,81.519997,10499100,76.688946
2014-12-22,81.190002,81.480003,79.209999,80.790001,7211900,76.002211
2014-12-23,81.269997,83.25,80.949997,82.900002,7762500,77.987169
2014-12-24,82.169998,82.5,81.019997,82.239998,3094700,77.366278
2014-12-26,82.480003,82.669998,81.489998,82.050003,2665900,77.187543
2014-12-29,82.57,83.099998,81.230003,81.709999,4192900,76.867688
2014-12-30,81.669998,81.690002,80.410004,81.400002,4135200,76.576062
2014-12-31,80.629997,81.32,79.809998,80.610001,3555800,75.832878
2015-01-02,80.010002,81.099998,79.279999,80.650002,3634600,75.870509
2015-01-05,79.379997,79.379997,76.910004,77.660004,6104700,73.057704
2015-01-06,77.07,78.230003,76.059998,77.0,6038100,72.436814
2015-01-07,77.940002,78.279999,76.0,77.010002,5475300,72.446223
2015-01-08,77.809998,78.760002,77.480003,77.690002,6734700,73.085925
2015-01-09,78.150002,78.199997,76.07,77.540001,5203800,72.944813
2015-01-12,76.32,76.510002,74.620003,74.949997,7118000,70.508299
2015-01-13,74.989998,76.07,74.25,74.970001,7084500,70.527117
2015-01-14,73.82,75.779999,73.150002,75.480003,7109800,71.006896
2015-01-15,76.599998,76.870003,74.940002,75.989998,7271500,71.486667
2015-01-16,76.470001,78.260002,76.400002,78.059998,6564100,73.433994
2015-01-20,77.75,78.010002,75.919998,78.010002,5610800,73.386961
2015-01-21,78.43,79.550003,78.139999,79.239998,4491700,74.544065
2015-01-22,80.0,80.0,77.720001,78.860001,5221600,74.186587
2015-01-23,78.699997,79.879997,78.160004,78.849998,4870100,74.177178
2015-01-26,78.879997,80.349998,78.300003,80.32,3871400,75.560063
2015-01-27,79.919998,80.489998,79.019997,79.410004,4468000,74.703996
2015-01-28,79.089996,79.410004,76.279999,76.5,6174800,71.966445
2015-01-29,78.290001,78.410004,75.550003,78.309998,6297600,73.669178
2015-01-30,77.82,81.360001,77.32,80.0,9218100,75.259027
2015-02-02,81.779999,82.18,78.559998,80.160004,7964100,75.409549
2015-02-03,81.290001,82.290001,80.599998,82.150002,7136800,77.281615
2015-02-04,80.970001,81.669998,79.800003,80.849998,6871300,76.058653
2015-02-05,81.860001,82.900002,81.449997,82.120003,5247000,77.253394
2015-02-06,82.989998,83.25,81.639999,81.75,4655200,76.905319
2015-02-09,82.239998,83.220001,81.059998,81.260002,6582500,76.444359
2015-02-10,81.220001,81.510002,79.459999,81.309998,5630800,76.491392
2015-02-11,79.910004,80.730003,79.059998,79.980003,4827800,75.240216
2015-02-12,80.93,82.230003,80.559998,82.040001,6010500,77.178134
2015-02-13,83.160004,83.739998,82.550003,83.110001,4523000,78.184723
2015-02-17,82.519997,83.080002,82.050003,82.529999,4490800,77.639093
2015-02-18,82.529999,82.529999,81.25,81.370003,5191200,76.547841
2015-02-19,79.07,81.370003,79.010002,80.610001,4521500,75.832878
2015-02-20,80.82,81.110001,79.75,80.099998,3783100,75.3531
2015-02-23,79.370003,80.559998,79.099998,79.800003,3162300,75.070883
2015-02-24,80.480003,80.57,79.330002,79.75,2710900,75.023843
2015-02-25,79.910004,80.519997,79.580002,80.209999,2892400,75.456582
2015-02-26,79.339996,79.610001,77.849998,78.32,4696400,73.678588
2015-02-27,78.629997,78.839996,77.68,77.879997,5123800,73.264661
2015-03-02,77.860001,77.860001,76.650002,77.739998,4456100,73.132958
2015-03-03,77.800003,78.800003,77.470001,78.010002,4275300,73.386961
2015-03-04,77.879997,78.379997,77.230003,78.330002,3216800,73.687997
2015-03-05,78.129997,78.199997,77.18,77.489998,3614600,72.897773
2015-03-06,76.389999,76.860001,74.510002,74.769997,5085400,70.99865
2015-03-09,74.790001,75.779999,74.589996,74.800003,3399900,71.027143
2015-03-10,73.870003,74.519997,73.550003,73.82,4199400,70.096571
2015-03-11,73.620003,74.669998,73.559998,74.260002,3457800,70.51438
2015-03-12,74.709999,75.050003,74.230003,74.580002,4268800,70.818239
2015-03-13,73.800003,73.959999,72.400002,72.839996,6199700,69.165998
2015-03-16,72.379997,73.169998,72.099998,73.110001,5442600,69.422383
2015-03-17,72.989998,73.239998,72.18,72.360001,3941500,68.710213
