Date,Open,High,Low,Close,Volume,Adj Close
2013-10-22,99.669998,101.0,99.470001,100.879997,836200,100.879997
2013-10-23,100.660004,101.639999,100.410004,101.440002,642800,101.440002
2013-10-24,101.370003,101.989998,100.230003,100.25,498000,100.25
2013-10-25,100.07,100.660004,98.580002,100.220001,773700,100.220001
2013-10-28,100.190002,100.82,99.709999,100.25,878000,100.25
2013-10-29,100.110001,101.959999,100.099998,101.529999,732200,101.529999
2013-10-30,102.089996,102.089996,101.120003,101.190002,666600,101.190002
2013-10-31,101.339996,101.93,100.199997,100.900002,870300,100.900002
2013-11-01,100.919998,101.239998,100.150002,101.139999,611100,101.139999
2013-11-04,101.529999,102.790001,101.389999,102.720001,713100,102.720001
2013-11-05,102.639999,102.720001,101.809998,102.410004,613900,102.410004
2013-11-06,102.360001,103.339996,101.959999,103.160004,422000,103.160004
2013-11-07,103.529999,105.169998,102.879997,104.330002,898800,104.330002
2013-11-08,103.980003,105.019997,103.660004,104.970001,507800,104.970001
2013-11-11,104.650002,106.019997,104.650002,105.660004,733500,105.660004
2013-11-12,105.400002,105.730003,104.040001,105.419998,776200,105.419998
2013-11-13,105.370003,105.970001,104.800003,105.43,557300,105.43
2013-11-14,105.629997,107.459999,105.150002,107.389999,816400,107.389999
2013-11-15,107.230003,108.0,106.07,106.330002,767700,106.330002
2013-11-18,106.32,106.870003,104.18,104.720001,801900,104.720001
2013-11-19,104.290001,104.790001,103.07,103.959999,704800,103.959999
2013-11-20,103.870003,104.870003,103.410004,104.150002,400900,104.150002
2013-11-21,104.540001,104.959999,104.150002,104.830002,470500,104.830002
2013-11-22,104.860001,105.18,104.419998,105.160004,309000,105.160004
2013-11-25,105.620003,106.349998,105.379997,105.839996,515300,105.839996
2013-11-26,105.800003,105.940002,105.019997,105.050003,745700,105.050003
2013-11-27,104.900002,106.169998,101.32,102.279999,1968000,102.279999
2013-11-29,102.110001,103.360001,101.279999,101.849998,388500,101.849998
2013-12-02,101.580002,101.610001,99.870003,100.099998,1563700,100.099998
2013-12-03,100.080002,100.519997,99.519997,100.0,713600,100.0
2013-12-04,99.360001,99.68,97.870003,99.18,891400,99.18
2013-12-05,99.160004,99.790001,98.559998,99.239998,828200,99.239998
2013-12-06,99.980003,100.559998,99.339996,100.0,850700,100.0
2013-12-09,99.959999,100.68,99.730003,100.300003,548700,100.300003
2013-12-10,100.110001,100.489998,98.389999,99.150002,1302800,99.150002
2013-12-11,92.580002,93.419998,87.010002,88.25,6139800,88.25
2013-12-12,88.050003,88.940002,87.209999,87.75,2891500,87.75
2013-12-13,88.169998,89.849998,87.919998,89.129997,1715000,89.129997
2013-12-16,89.540001,90.040001,89.540001,89.839996,1647200,89.839996
2013-12-17,89.510002,90.0,88.75,89.550003,1463000,89.550003
2013-12-18,89.040001,90.540001,88.940002,90.110001,1401500,90.110001
2013-12-19,90.0,90.010002,89.349998,89.610001,1469200,89.610001
2013-12-20,89.900002,90.220001,89.699997,90.0,1564800,90.0
2013-12-23,90.050003,91.370003,90.019997,90.839996,1607600,90.839996
2013-12-24,91.029999,91.489998,90.349998,91.029999,656700,91.029999
2013-12-26,91.199997,91.25,90.309998,90.699997,285200,90.699997
2013-12-27,91.370003,91.68,90.949997,90.970001,355000,90.970001
2013-12-30,90.860001,91.559998,90.379997,91.120003,491200,91.120003
2013-12-31,91.349998,91.989998,91.190002,91.370003,361700,91.370003
2014-01-02,91.370003,91.629997,90.050003,90.230003,1060300,90.230003
2014-01-03,90.339996,91.849998,90.32,90.769997,546900,90.769997
2014-01-06,91.150002,91.410004,89.970001,90.349998,928500,90.349998
2014-01-07,90.160004,92.209999,89.709999,92.18,1370200,92.18
2014-01-08,92.290001,92.690002,90.339996,91.709999,1744400,91.709999
2014-01-09,91.709999,93.489998,91.57,92.57,1294800,92.57
2014-01-10,92.309998,92.739998,91.620003,91.980003,1176000,91.980003
2014-01-13,91.730003,92.0,90.559998,90.699997,1149400,90.699997
2014-01-14,90.919998,91.150002,89.93,90.970001,1568900,90.970001
2014-01-15,91.349998,91.57,90.989998,91.080002,891800,91.080002
2014-01-16,91.080002,91.699997,91.080002,91.5,726800,91.5
2014-01-17,91.580002,92.339996,91.330002,91.800003,935400,91.800003
2014-01-21,91.800003,92.059998,90.860001,91.269997,776400,91.269997
2014-01-22,91.690002,91.989998,91.260002,91.860001,710700,91.860001
2014-01-23,91.580002,91.790001,90.489998,91.349998,599000,91.349998
2014-01-24,91.190002,91.349998,89.980003,90.099998,771700,90.099998
2014-01-27,90.129997,90.620003,89.669998,89.900002,691600,89.900002
2014-01-28,89.809998,91.099998,89.540001,90.300003,861900,90.300003
2014-01-29,89.860001,90.559998,89.099998,89.239998,817200,89.239998
2014-01-30,90.010002,91.220001,88.589996,89.059998,1136000,89.059998
2014-01-31,90.199997,90.199997,88.910004,89.830002,1665400,89.830002
2014-02-03,90.0,90.290001,87.809998,87.860001,1731000,87.860001
2014-02-04,88.040001,89.5,87.25,88.959999,1447500,88.959999
2014-02-05,88.260002,89.260002,87.68,88.730003,1097600,88.730003
2014-02-06,88.730003,90.480003,88.220001,90.32,1230200,90.32
2014-02-07,88.0,91.389999,87.519997,89.150002,2286800,89.150002
2014-02-10,90.559998,91.400002,90.080002,91.349998,1951200,91.349998
2014-02-11,91.150002,91.870003,91.150002,91.620003,1614900,91.620003
2014-02-12,91.949997,92.360001,90.889999,90.980003,998000,90.980003
2014-02-13,90.330002,91.919998,89.940002,91.809998,857000,91.809998
2014-02-14,91.730003,93.150002,91.650002,91.940002,863600,91.940002
2014-02-18,91.809998,92.800003,91.790001,92.349998,884100,92.349998
2014-02-19,92.199997,92.599998,91.900002,92.089996,931600,92.089996
2014-02-20,92.199997,93.209999,91.75,92.690002,761400,92.690002
2014-02-21,92.730003,93.760002,92.43,93.559998,1598300,93.559998
2014-02-24,93.760002,94.650002,93.5,93.760002,817600,93.760002
2014-02-25,93.650002,93.660004,92.25,93.129997,730700,93.129997
2014-02-26,93.07,93.779999,92.660004,93.050003,537200,93.050003
2014-02-27,92.32,93.32,92.099998,93.089996,769700,93.089996
2014-02-28,93.43,94.699997,93.07,93.540001,957800,93.540001
2014-03-03,93.080002,93.980003,92.5,92.68,534700,92.68
2014-03-04,93.800003,94.120003,92.970001,93.059998,606500,93.059998
2014-03-05,93.099998,93.610001,92.800003,93.559998,525600,93.559998
2014-03-06,93.860001,94.489998,93.629997,94.050003,520400,94.050003
2014-03-07,94.489998,95.480003,94.18,95.32,1030800,95.32
2014-03-10,94.660004,94.900002,92.900002,93.610001,1196500,93.610001
2014-03-11,93.940002,95.32,93.529999,95.269997,1237100,95.269997
2014-03-12,95.010002,96.57,95.0,95.970001,1486300,95.970001
2014-03-13,96.150002,97.099998,95.809998,95.870003,1383900,95.870003
2014-03-14,95.589996,95.879997,95.150002,95.629997,944600,95.629997
2014-03-17,95.779999,96.550003,95.629997,95.940002,832400,95.940002
2014-03-18,95.93,98.129997,95.93,98.0,765800,98.0
2014-03-19,98.010002,98.559998,97.540001,98.25,1045500,98.25
2014-03-20,97.940002,98.68,96.629997,96.910004,992100,96.910004
2014-03-21,97.779999,97.839996,96.43,97.029999,1565700,97.029999
2014-03-24,97.0,97.010002,94.730003,94.849998,1306500,94.849998
2014-03-25,94.970001,95.419998,93.459999,94.709999,1690200,94.709999
2014-03-26,97.739998,102.0,97.5,98.639999,4225100,98.639999
2014-03-27,98.809998,98.809998,96.449997,97.870003,1800700,97.870003
2014-03-28,98.360001,99.150002,97.870003,98.040001,805800,98.040001
2014-03-31,98.440002,98.849998,97.940002,98.209999,654800,98.209999
2014-04-01,100.160004,102.650002,99.739998,102.269997,2425500,102.269997
2014-04-02,102.779999,102.910004,101.18,102.139999,1524200,102.139999
2014-04-03,102.580002,102.800003,101.650002,102.489998,1455000,102.489998
2014-04-04,102.82,102.970001,101.269997,101.480003,2083800,101.480003
2014-04-07,101.510002,101.730003,99.010002,99.339996,1287500,99.339996
2014-04-08,99.730003,100.68,99.169998,100.510002,1248500,100.510002
2014-04-09,100.629997,101.0,99.709999,100.889999,876300,100.889999
2014-04-10,100.669998,100.989998,99.480003,99.650002,1157700,99.650002
2014-04-11,98.440002,100.480003,97.959999,99.449997,1141900,99.449997
2014-04-14,100.150002,101.050003,99.190002,100.75,886300,100.75
2014-04-15,101.029999,101.769997,100.379997,101.559998,1223100,101.559998
2014-04-16,102.019997,102.459999,100.900002,101.949997,788800,101.949997
2014-04-17,101.580002,101.690002,100.379997,101.309998,697100,101.309998
2014-04-21,101.129997,101.629997,100.190002,101.050003,628200,101.050003
2014-04-22,101.019997,101.739998,100.25,100.379997,717000,100.379997
2014-04-23,99.889999,100.720001,99.57,99.849998,837200,99.849998
2014-04-24,100.580002,100.980003,99.839996,100.419998,822500,100.419998
2014-04-25,100.0,101.18,99.379997,99.489998,887000,99.489998
2014-04-28,97.559998,101.339996,95.120003,99.190002,1897300,99.190002
2014-04-29,99.260002,100.120003,98.150002,98.779999,1161200,98.779999
2014-04-30,98.389999,99.980003,98.230003,98.699997,1085200,98.699997
2014-05-01,98.639999,99.849998,98.349998,99.120003,781000,99.120003
2014-05-02,99.0,99.089996,98.029999,98.230003,608000,98.230003
2014-05-05,97.639999,98.349998,97.309998,98.25,649400,98.25
2014-05-06,98.010002,98.349998,97.379997,98.209999,632900,98.209999
2014-05-07,98.449997,98.989998,97.800003,98.720001,626500,98.720001
2014-05-08,98.800003,99.949997,98.589996,98.959999,838800,98.959999
2014-05-09,98.870003,100.489998,98.720001,100.18,871600,100.18
2014-05-12,100.239998,100.919998,99.599998,99.889999,1292900,99.889999
2014-05-13,100.010002,100.010002,99.32,99.760002,787100,99.760002
2014-05-14,99.779999,99.93,99.260002,99.580002,707500,99.580002
2014-05-15,99.300003,99.540001,98.110001,99.400002,1292300,99.400002
2014-05-16,99.470001,99.589996,98.900002,99.339996,690800,99.339996
2014-05-19,99.089996,100.32,99.0,99.879997,1028800,99.879997
2014-05-20,99.669998,99.709999,99.0,99.540001,806300,99.540001
2014-05-21,99.669998,100.809998,99.669998,100.290001,412400,100.290001
2014-05-22,100.260002,100.769997,99.919998,100.290001,760100,100.290001
2014-05-23,100.440002,100.82,99.580002,100.75,461200,100.75
2014-05-27,100.800003,101.18,100.449997,100.889999,494600,100.889999
2014-05-28,101.0,101.010002,99.860001,100.620003,482300,100.620003
2014-05-29,100.970001,102.910004,100.559998,102.900002,872800,102.900002
2014-05-30,102.690002,102.690002,102.019997,102.580002,697700,102.580002
2014-06-02,102.720001,102.75,101.910004,102.089996,512800,102.089996
2014-06-03,101.970001,102.959999,101.900002,102.540001,842100,102.540001
2014-06-04,102.309998,104.480003,102.309998,104.360001,1049100,104.360001
2014-06-05,104.209999,105.379997,103.580002,104.669998,832900,104.669998
2014-06-06,104.800003,104.989998,103.32,103.440002,796100,103.440002
2014-06-09,103.489998,103.769997,102.809998,103.019997,454100,103.019997
2014-06-10,102.949997,103.470001,102.580002,102.730003,491800,102.730003
2014-06-11,102.389999,102.389999,101.279999,102.050003,482800,102.050003
2014-06-12,101.650002,102.93,101.010002,101.790001,571200,101.790001
2014-06-13,101.669998,101.940002,101.150002,101.769997,380100,101.769997
2014-06-16,101.57,101.650002,100.620003,100.800003,496900,100.800003
2014-06-17,101.019997,101.160004,99.720001,99.989998,867000,99.989998
2014-06-18,100.120003,100.68,99.599998,100.330002,713000,100.330002
2014-06-19,100.699997,100.989998,100.059998,100.910004,1632700,100.910004
2014-06-20,101.029999,102.269997,100.489998,102.220001,1733300,102.220001
2014-06-23,102.540001,102.690002,101.599998,102.529999,1101000,102.529999
2014-06-24,102.449997,102.849998,101.589996,102.199997,459400,102.199997
2014-06-25,102.150002,103.199997,101.099998,101.190002,1007100,101.190002
2014-06-26,101.150002,101.160004,99.720001,100.379997,664900,100.379997
2014-06-27,99.889999,101.739998,99.370003,101.720001,1556700,101.720001
2014-06-30,101.5,102.839996,101.470001,102.400002,1299700,102.400002
2014-07-01,103.150002,104.760002,101.769997,104.529999,1042800,104.529999
2014-07-02,104.529999,105.32,103.75,105.309998,836200,105.309998
2014-07-03,105.290001,105.989998,105.279999,105.919998,603600,105.919998
2014-07-07,105.230003,105.809998,104.349998,104.919998,639900,104.919998
2014-07-08,104.809998,105.0,103.830002,103.889999,664600,103.889999
2014-07-09,103.870003,104.480003,103.110001,104.449997,633000,104.449997
2014-07-10,103.589996,104.309998,103.32,103.970001,562100,103.970001
2014-07-11,103.870003,104.739998,103.190002,104.589996,473200,104.589996
2014-07-14,105.290001,105.949997,104.830002,105.099998,793700,105.099998
2014-07-15,105.360001,106.839996,104.980003,105.139999,549700,105.139999
2014-07-16,105.910004,106.730003,105.559998,106.419998,652800,106.419998
2014-07-17,106.800003,107.419998,105.190002,105.419998,1492700,105.419998
2014-07-18,105.0,106.18,101.639999,103.489998,1875800,103.489998
2014-07-21,103.849998,105.0,103.07,104.900002,894400,104.900002
2014-07-22,105.269997,106.07,104.910004,105.599998,522500,105.599998
2014-07-23,105.519997,105.75,104.639999,105.629997,499100,105.629997
2014-07-24,105.849998,106.580002,105.269997,106.099998,606000,106.099998
2014-07-25,106.07,106.57,104.790001,106.059998,474300,106.059998
2014-07-28,105.82,106.059998,105.290001,105.720001,419300,105.720001
2014-07-29,105.699997,106.489998,105.279999,105.379997,400700,105.379997
2014-07-30,105.809998,106.239998,105.209999,105.870003,531400,105.870003
2014-07-31,105.519997,105.68,103.669998,103.690002,651200,103.690002
2014-08-01,103.330002,104.339996,102.199997,103.220001,697200,103.220001
2014-08-04,103.209999,104.199997,102.660004,104.110001,437900,104.110001
2014-08-05,104.059998,104.290001,102.660004,102.93,465400,102.93
2014-08-06,102.550003,103.389999,102.209999,102.949997,473200,102.949997
2014-08-07,103.059998,103.650002,101.839996,102.010002,443400,102.010002
2014-08-08,101.970001,103.269997,101.870003,103.139999,543400,103.139999
2014-08-11,103.220001,103.669998,102.690002,102.849998,490300,102.849998
2014-08-12,102.879997,103.269997,102.610001,102.830002,353500,102.830002
2014-08-13,103.199997,104.019997,102.82,103.660004,914700,103.660004
2014-08-14,103.739998,105.349998,103.739998,104.949997,632900,104.949997
2014-08-15,105.190002,105.449997,103.529999,103.949997,463800,103.949997
2014-08-18,104.419998,105.68,104.089996,105.349998,548700,105.349998
2014-08-19,105.260002,106.0,105.0,105.800003,350100,105.800003
2014-08-20,105.400002,106.32,105.0,106.150002,439700,106.150002
2014-08-21,106.199997,106.93,105.82,106.82,389500,106.82
2014-08-22,106.620003,106.620003,105.779999,106.220001,475200,106.220001
2014-08-25,106.5,107.360001,106.0,106.93,347000,106.93
2014-08-26,107.0,107.279999,106.0,106.43,360100,106.43
2014-08-27,106.68,107.669998,105.690002,105.769997,594400,105.769997
2014-08-28,105.690002,105.989998,105.0,105.389999,423700,105.389999
2014-08-29,105.300003,107.32,105.300003,107.230003,420300,107.230003
2014-09-02,107.25,107.68,106.330002,106.550003,482200,106.550003
2014-09-03,106.830002,108.260002,106.830002,108.120003,598700,108.120003
2014-09-04,108.120003,108.68,107.440002,107.980003,582500,107.980003
2014-09-05,107.800003,108.309998,107.690002,107.980003,455800,107.980003
2014-09-08,107.980003,108.389999,107.599998,108.129997,369600,108.129997
2014-09-09,108.220001,108.769997,107.830002,108.25,385800,108.25
2014-09-10,108.360001,108.540001,106.760002,107.160004,343600,107.160004
2014-09-11,106.739998,107.269997,106.300003,107.269997,311100,107.269997
2014-09-12,107.019997,107.239998,106.110001,106.349998,559300,106.349998
2014-09-15,106.629997,106.830002,105.599998,105.860001,312700,105.860001
2014-09-16,106.059998,107.440002,105.599998,107.010002,415200,107.010002
2014-09-17,106.870003,107.32,105.870003,106.120003,432300,106.120003
2014-09-18,106.150002,106.68,105.410004,106.059998,435800,106.059998
2014-09-19,106.580002,106.760002,105.980003,106.120003,541800,106.120003
2014-09-22,105.919998,106.040001,104.239998,104.5,498200,104.5
2014-09-23,104.330002,104.43,102.82,102.959999,666300,102.959999
2014-09-24,102.75,103.93,102.629997,103.879997,522100,103.879997
2014-09-25,103.709999,103.720001,102.029999,102.029999,402200,102.029999
2014-09-26,102.279999,102.980003,101.760002,102.809998,705600,102.809998
2014-09-29,101.839996,103.410004,101.550003,103.139999,547700,103.139999
2014-09-30,103.010002,103.010002,101.739998,101.75,405700,101.75
2014-10-01,101.879997,102.470001,101.099998,101.18,736700,101.18
2014-10-02,101.18,102.57,100.730003,102.160004,551100,102.160004
2014-10-03,102.769997,102.940002,101.550003,102.519997,809000,102.519997
2014-10-06,103.010002,103.150002,100.779999,101.400002,467000,101.400002
2014-10-07,101.010002,101.010002,98.889999,98.959999,973900,98.959999
2014-10-08,99.120003,100.879997,98.489998,100.760002,911900,100.760002
2014-10-09,100.870003,101.080002,98.400002,98.440002,570900,98.440002
2014-10-10,98.709999,100.129997,98.599998,99.050003,624000,99.050003
2014-10-13,98.779999,100.639999,98.720001,98.779999,686000,98.779999
2014-10-14,99.0,99.739998,97.699997,97.809998,575600,97.809998
2014-10-15,97.919998,98.660004,95.610001,98.269997,960600,98.269997
2014-10-16,96.510002,98.260002,96.510002,98.010002,826300,98.010002
2014-10-17,98.620003,99.349998,98.260002,98.669998,417000,98.669998
2014-10-20,98.269997,98.989998,98.099998,98.940002,449200,98.940002
2014-10-21,99.410004,101.470001,99.360001,101.300003,438600,101.300003
2014-10-22,101.230003,102.650002,100.839996,101.07,909700,101.07
2014-10-23,101.639999,103.870003,101.389999,102.68,611100,102.68
2014-10-24,103.120003,103.889999,102.440002,103.730003,494700,103.730003
2014-10-27,103.709999,103.75,102.669998,103.139999,568000,103.139999
2014-10-28,104.029999,108.940002,103.580002,107.510002,1434300,107.510002
2014-10-29,107.870003,108.07,105.949997,106.699997,855600,106.699997
2014-10-30,106.699997,107.419998,106.279999,107.389999,955000,107.389999
2014-10-31,109.309998,109.470001,108.239998,109.290001,901200,109.290001
2014-11-03,104.790001,105.0,99.650002,101.230003,8323600,101.230003
2014-11-04,101.059998,102.970001,100.120003,102.379997,3612000,102.379997
2014-11-05,102.550003,102.93,101.150002,102.209999,1619300,102.209999
2014-11-06,102.209999,102.959999,101.919998,102.93,1285100,102.93
2014-11-07,102.739998,102.910004,100.050003,100.519997,1978500,100.519997
2014-11-10,100.93,101.309998,100.260002,100.980003,1189300,100.980003
2014-11-11,101.0,101.080002,99.660004,100.089996,1118200,100.089996
2014-11-12,99.599998,100.889999,99.010002,100.699997,1870400,100.699997
2014-11-13,99.690002,100.510002,98.800003,99.559998,1850400,99.559998
2014-11-14,99.720001,99.889999,98.629997,98.839996,1517500,98.839996
2014-11-17,98.82,100.239998,98.540001,100.080002,1408900,100.080002
2014-11-18,100.43,101.339996,100.0,101.18,1201800,101.18
2014-11-19,101.309998,101.82,100.809998,100.949997,939600,100.949997
2014-11-20,100.699997,101.050003,99.730003,100.639999,991500,100.639999
2014-11-21,101.849998,102.0,100.349998,100.459999,1444500,100.459999
2014-11-24,100.739998,101.760002,100.480003,101.660004,1028200,101.660004
2014-11-25,101.43,101.970001,100.349998,100.529999,1818100,100.529999
2014-11-26,100.43,102.440002,100.169998,102.150002,1614900,102.150002
2014-11-28,102.489998,105.139999,102.370003,104.639999,1132200,104.639999
2014-12-01,104.639999,105.239998,103.43,104.040001,1624600,104.040001
2014-12-02,104.599998,105.0,103.080002,104.849998,1572400,104.849998
2014-12-03,104.93,106.0,104.220001,105.769997,1455100,105.769997
2014-12-04,105.769997,105.839996,103.970001,104.790001,1685700,104.790001
2014-12-05,105.089996,107.120003,104.800003,106.139999,1412400,106.139999
2014-12-08,106.150002,107.099998,105.209999,105.32,1419000,105.32
2014-12-09,104.290001,105.330002,103.980003,104.790001,1074800,104.790001
2014-12-10,104.360001,105.0,103.389999,103.800003,1209600,103.800003
2014-12-11,104.580002,105.150002,103.75,104.0,803500,104.0
2014-12-12,103.260002,104.029999,101.879997,101.919998,1219900,101.919998
2014-12-15,102.239998,102.720001,100.800003,101.360001,1209300,101.360001
2014-12-16,101.389999,104.309998,100.690002,101.900002,1449400,101.900002
2014-12-17,101.199997,103.980003,99.889999,103.559998,2369100,103.559998
2014-12-18,103.709999,106.5,103.709999,106.440002,2071300,106.440002
2014-12-19,106.620003,107.449997,105.32,105.800003,2205300,105.800003
2014-12-22,105.800003,108.019997,105.800003,107.139999,1103400,107.139999
2014-12-23,107.559998,107.580002,106.32,107.129997,973100,107.129997
2014-12-24,107.239998,108.480003,106.650002,107.690002,784900,107.690002
2014-12-26,108.0,108.980003,107.379997,108.25,822600,108.25
2014-12-29,107.940002,108.790001,107.57,108.400002,700200,108.400002
2014-12-30,108.139999,109.839996,108.050003,109.580002,1015000,109.580002
2014-12-31,109.57,109.769997,107.790001,107.900002,893700,107.900002
2015-01-02,109.690002,112.629997,109.489998,111.419998,2068400,111.419998
2015-01-05,112.400002,113.949997,111.690002,112.389999,3030800,112.389999
2015-01-06,112.330002,112.5,108.730003,110.599998,2850900,110.599998
2015-01-07,110.910004,112.940002,110.809998,112.540001,1629700,112.540001
2015-01-08,114.580002,116.410004,114.360001,115.57,2019000,115.57
2015-01-09,115.550003,116.639999,114.519997,116.0,2026000,116.0
2015-01-12,117.129997,117.480003,115.68,115.839996,1844300,115.839996
2015-01-13,116.870003,118.07,114.849998,115.860001,1489000,115.860001
2015-01-14,114.529999,116.07,114.050003,114.75,1604600,114.75
2015-01-15,115.110001,115.830002,114.510002,114.919998,1188100,114.919998
2015-01-16,115.0,117.139999,114.300003,117.040001,1136000,117.040001
2015-01-20,117.919998,118.5,116.68,117.230003,1097500,117.230003
2015-01-21,117.099998,117.389999,115.559998,115.989998,883200,115.989998
2015-01-22,116.389999,119.209999,115.709999,118.870003,1027300,118.870003
2015-01-23,119.059998,119.080002,117.150002,117.290001,990100,117.290001
2015-01-26,117.0,117.32,116.019997,117.190002,936300,117.190002
2015-01-27,116.050003,116.629997,115.559998,116.290001,1253300,116.290001
2015-01-28,116.529999,117.349998,115.199997,115.489998,1869200,115.489998
2015-01-29,115.900002,116.230003,114.559998,116.120003,1361400,116.120003
2015-01-30,115.389999,115.910004,114.650002,114.779999,1301600,114.779999
2015-02-02,113.32,115.510002,112.75,115.5,1448200,115.5
2015-02-03,115.470001,116.93,114.900002,116.889999,1258400,116.889999
2015-02-04,116.57,117.43,115.790001,117.050003,1640900,117.050003
2015-02-05,117.419998,117.419998,115.529999,116.010002,1172300,116.010002
2015-02-06,115.730003,116.43,114.720001,115.150002,672000,115.150002
2015-02-09,114.889999,115.230003,113.010002,113.620003,1185300,113.620003
2015-02-10,114.059998,115.550003,113.870003,115.389999,810600,115.389999
2015-02-11,114.940002,116.889999,114.940002,116.730003,968600,116.730003
2015-02-12,116.709999,117.099998,115.68,116.839996,867000,116.839996
2015-02-13,116.790001,117.040001,115.980003,116.900002,946700,116.900002
2015-02-17,115.889999,117.529999,115.889999,117.260002,782400,117.260002
2015-02-18,117.050003,117.839996,116.480003,117.0,4854900,117.0
2015-02-19,115.790001,117.260002,115.540001,117.139999,1508800,117.139999
2015-02-20,121.209999,123.0,117.989998,121.080002,3015300,121.080002
2015-02-23,123.650002,124.559998,122.260002,122.900002,2429000,122.900002
2015-02-24,123.559998,124.110001,121.519997,122.209999,1545400,122.209999
2015-02-25,122.349998,122.459999,120.910004,122.400002,1227200,122.400002
2015-02-26,123.260002,124.57,122.43,124.510002,1640300,124.510002
2015-02-27,124.480003,124.480003,122.860001,123.029999,1416200,123.029999
2015-03-02,123.029999,124.690002,122.760002,123.360001,830400,123.360001
2015-03-03,123.75,124.230003,122.540001,123.860001,1134600,123.860001
2015-03-04,123.199997,125.089996,122.860001,123.900002,1103400,123.900002
2015-03-05,124.360001,124.440002,123.0,123.279999,836000,123.279999
2015-03-06,122.5,122.980003,120.970001,121.699997,1307600,121.699997
2015-03-09,122.019997,122.209999,120.730003,121.169998,928600,121.169998
2015-03-10,120.110001,122.010002,120.089996,121.32,866300,121.32
2015-03-11,121.370003,122.519997,121.040001,121.239998,676400,121.239998
2015-03-12,122.419998,124.279999,122.019997,124.279999,720200,124.279999
2015-03-13,123.82,124.57,123.089996,123.730003,606100,123.730003
2015-03-16,124.589996,126.269997,124.400002,125.669998,853100,125.669998
2015-03-17,125.110001,125.379997,124.5,125.269997,796600,125.269997
2015-03-18,125.279999,127.459999,124.980003,126.809998,812600,126.809998
2015-03-19,126.440002,126.889999,125.779999,126.260002,584400,126.260002
2015-03-20,127.32,127.32,125.760002,126.800003,1229700,126.800003
2015-03-23,127.019997,128.630005,126.360001,128.179993,807600,128.179993
2015-03-24,128.259995,130.160004,128.0,128.100006,1150500,128.100006
2015-03-25,128.179993,129.449997,126.68,126.889999,1245400,126.889999
2015-03-26,125.720001,126.139999,124.18,125.800003,1254100,125.800003
2015-03-27,126.629997,127.360001,126.169998,127.150002,1032300,127.150002
2015-03-30,127.169998,127.839996,126.470001,127.279999,586400,127.279999
2015-03-31,129.839996,131.190002,125.790001,126.089996,1139900,126.089996
2015-04-01,125.879997,125.879997,124.720001,125.879997,860900,125.879997
2015-04-02,126.25,126.470001,124.910004,125.209999,794200,125.209999
2015-04-06,124.230003,126.480003,123.5,125.830002,876300,125.830002
2015-04-07,125.68,126.190002,124.510002,124.559998,610000,124.559998
2015-04-08,124.519997,125.82,124.019997,125.599998,656700,125.599998
2015-04-09,125.57,126.370003,124.800003,126.07,449800,126.07
2015-04-10,126.07,126.279999,125.419998,126.07,440700,126.07
2015-04-13,125.730003,126.370003,125.059998,125.18,365300,125.18
2015-04-14,124.870003,125.139999,124.169998,124.470001,517800,124.470001
2015-04-15,124.489998,126.610001,124.489998,125.400002,786300,125.400002
2015-04-16,125.199997,125.639999,124.519997,125.489998,372700,125.489998
2015-04-17,124.830002,125.309998,123.830002,124.410004,499500,124.410004
2015-04-20,125.040001,125.440002,124.43,125.349998,369100,125.349998
2015-04-21,125.790001,126.379997,125.519997,125.910004,485100,125.910004
2015-04-22,126.129997,126.790001,125.029999,126.260002,1178700,126.260002
2015-04-23,126.25,126.739998,125.68,126.379997,2730900,126.379997
2015-04-24,126.279999,128.0,125.160004,126.93,1129500,126.93
2015-04-27,128.0,129.330002,125.129997,125.610001,1703500,125.610001
2015-04-28,125.379997,125.910004,120.260002,123.459999,2882700,123.459999
2015-04-29,123.099998,123.580002,119.419998,120.650002,1266100,120.650002
2015-04-30,120.919998,121.129997,118.730003,119.559998,1387300,119.559998
2015-05-01,119.699997,120.610001,118.360001,119.769997,1396600,119.769997
2015-05-04,119.330002,120.580002,118.870003,119.190002,1178200,119.190002
2015-05-05,118.279999,118.870003,117.220001,117.300003,1260500,117.300003
2015-05-06,117.410004,118.040001,116.720001,117.209999,991800,117.209999
2015-05-07,117.220001,118.860001,117.220001,118.389999,836200,118.389999
2015-05-08,119.620003,120.0,118.190002,118.400002,722700,118.400002
2015-05-11,118.120003,118.550003,117.400002,117.459999,854000,117.459999
2015-05-12,116.610001,117.379997,116.18,116.300003,939200,116.300003
2015-05-13,116.790001,117.639999,116.0,116.559998,1283600,116.559998
2015-05-14,117.209999,117.720001,116.660004,117.690002,2046900,117.690002
2015-05-15,117.980003,118.029999,117.150002,117.290001,1025300,117.290001
2015-05-18,117.599998,118.949997,117.260002,118.739998,2009200,118.739998
2015-05-19,119.190002,119.379997,118.290001,118.339996,1937100,118.339996
2015-05-20,118.730003,120.540001,118.510002,119.550003,1730600,119.550003
2015-05-21,119.550003,120.559998,119.190002,120.360001,1081500,120.360001
2015-05-22,120.43,125.449997,119.849998,121.419998,2501500,121.419998
2015-05-26,120.760002,121.540001,119.519997,119.82,1372600,119.82
2015-05-27,119.739998,120.440002,119.290001,119.449997,929800,119.449997
2015-05-28,119.449997,119.839996,118.489998,118.910004,849800,118.910004
