Date,Open,High,Low,Close,Volume,Adj Close
2013-10-23,130.259995,138.649994,129.600006,135.800003,2599300,133.950842
2013-10-24,135.179993,138.789993,134.190002,134.449997,907400,132.619218
2013-10-25,134.5,135.440002,134.160004,134.550003,939300,132.717863
2013-10-28,134.5,135.300003,133.949997,135.100006,513600,133.260376
2013-10-29,135.490005,136.130005,134.850006,135.580002,511700,133.733836
2013-10-30,139.940002,139.940002,135.5,136.419998,752900,134.562394
2013-10-31,136.399994,136.800003,134.789993,136.220001,726700,134.365121
2013-11-01,136.199997,136.660004,134.600006,136.380005,639500,134.522946
2013-11-04,136.339996,139.25,136.199997,138.059998,770200,136.180062
2013-11-05,137.009995,137.970001,136.509995,137.210007,484400,135.341645
2013-11-06,137.869995,138.779999,137.130005,137.740005,458800,135.864427
2013-11-07,137.970001,138.580002,136.479996,136.509995,459700,134.651165
2013-11-08,136.190002,137.690002,136.190002,137.619995,529400,135.746051
2013-11-11,137.399994,137.850006,136.669998,137.539993,269200,135.667139
2013-11-12,136.990005,138.039993,136.649994,137.720001,535400,135.844695
2013-11-13,136.729996,138.229996,136.660004,137.990005,778900,136.111023
2013-11-14,138.360001,138.990005,137.690002,138.429993,304200,136.545019
2013-11-15,138.149994,139.149994,137.970001,139.050003,427200,137.156587
2013-11-18,139.050003,139.25,136.889999,136.919998,565600,135.055586
2013-11-19,137.139999,138.729996,136.850006,137.520004,529100,135.647422
2013-11-20,137.460007,139.800003,136.960007,137.850006,617200,135.97293
2013-11-21,138.440002,139.509995,138.100006,139.050003,703200,137.156587
2013-11-22,139.270004,141.020004,138.839996,139.850006,1063500,137.945696
2013-11-25,140.0,140.979996,139.089996,139.289993,665900,137.393309
2013-11-26,138.75,140.0,138.529999,138.580002,1023100,136.692986
2013-11-27,138.580002,139.910004,138.580002,139.220001,401300,137.32427
2013-11-29,139.619995,139.759995,138.699997,138.880005,117400,136.988904
2013-12-02,139.179993,139.639999,138.449997,138.699997,345800,136.811347
2013-12-03,137.710007,138.649994,137.509995,138.160004,388700,136.278706
2013-12-04,137.740005,138.440002,136.0,137.210007,294300,135.341645
2013-12-05,136.970001,137.580002,136.470001,136.619995,337300,134.759668
2013-12-06,137.929993,138.210007,137.220001,137.440002,364800,135.568509
2013-12-09,137.410004,138.440002,136.919998,137.830002,394100,135.953198
2013-12-10,137.490005,138.0,136.779999,137.539993,348900,135.667139
2013-12-11,137.320007,137.770004,134.970001,135.059998,299700,133.220913
2013-12-12,134.589996,135.589996,133.520004,133.699997,348600,131.879431
2013-12-13,133.690002,134.339996,133.059998,133.600006,296400,131.780801
2013-12-16,133.639999,134.619995,133.070007,133.320007,399200,131.504615
2013-12-17,133.100006,133.470001,131.860001,132.169998,444000,130.370266
2013-12-18,131.869995,134.029999,131.580002,133.669998,471700,131.84984
2013-12-19,132.860001,133.330002,131.389999,131.960007,597300,130.163134
2013-12-20,132.339996,132.360001,131.75,132.149994,740700,130.350534
2013-12-23,132.309998,133.100006,130.729996,132.320007,539600,130.518232
2013-12-24,132.479996,133.589996,132.350006,133.289993,196000,131.47501
2013-12-26,133.479996,134.100006,133.110001,133.740005,189100,131.918895
2013-12-27,133.990005,133.990005,133.229996,133.289993,209200,131.47501
2013-12-30,133.419998,134.759995,133.020004,133.639999,612700,131.82025
2013-12-31,133.539993,134.429993,133.089996,133.940002,279700,132.116168
2014-01-02,134.0,134.149994,131.600006,131.830002,558600,130.034899
2014-01-03,131.809998,132.460007,130.990005,131.130005,655200,129.344434
2014-01-06,130.240005,130.240005,128.139999,129.309998,1831900,127.549209
2014-01-07,130.020004,132.229996,130.020004,130.889999,733800,129.107696
2014-01-08,132.050003,132.75,131.369995,132.729996,794800,130.922638
2014-01-09,132.910004,134.759995,132.75,134.75,523000,132.915136
2014-01-10,134.669998,134.850006,133.100006,134.410004,530300,132.579769
2014-01-13,133.820007,135.119995,133.240005,133.690002,648900,131.869572
2014-01-14,133.649994,135.550003,133.559998,135.410004,464200,133.566153
2014-01-15,135.259995,136.0,134.880005,136.0,538600,134.148115
2014-01-16,135.619995,136.529999,134.259995,136.389999,566300,134.740862
2014-01-17,136.300003,137.0,134.809998,135.210007,722100,133.575137
2014-01-21,136.380005,136.889999,135.559998,136.020004,505000,134.37534
2014-01-22,136.0,136.619995,135.929993,136.320007,339800,134.671716
2014-01-23,135.440002,136.160004,134.789993,135.940002,640600,134.296306
2014-01-24,135.520004,135.520004,133.059998,133.089996,636300,131.48076
2014-01-27,132.690002,132.710007,129.820007,129.869995,821500,128.299693
2014-01-28,130.039993,131.830002,129.830002,130.75,693000,129.169057
2014-01-29,130.440002,132.119995,129.669998,130.309998,745200,128.734375
2014-01-30,131.470001,131.839996,129.779999,131.020004,885400,129.435797
2014-01-31,130.0,131.259995,125.529999,129.589996,1479700,128.02308
2014-02-03,129.139999,130.199997,125.0,125.419998,839700,123.903502
2014-02-04,126.089996,128.289993,125.480003,128.110001,998900,126.560979
2014-02-05,127.82,130.130005,127.25,129.139999,995400,127.578524
2014-02-06,129.130005,130.100006,128.100006,128.399994,755300,126.847466
2014-02-07,128.619995,131.199997,128.619995,131.020004,719400,129.435797
2014-02-10,130.929993,133.229996,130.330002,133.139999,1359600,131.530159
2014-02-11,132.929993,136.649994,132.660004,136.649994,1237300,134.997713
2014-02-12,136.5,137.369995,135.490005,136.660004,855200,135.007601
2014-02-13,135.789993,138.020004,135.570007,137.889999,682500,136.222725
2014-02-14,137.470001,139.389999,137.100006,139.190002,750500,137.507009
2014-02-18,139.179993,141.570007,138.970001,140.389999,871400,138.692496
2014-02-19,140.320007,140.789993,138.949997,139.130005,579300,137.447737
2014-02-20,139.059998,140.960007,139.050003,140.300003,812300,138.603588
2014-02-21,140.850006,142.240005,140.179993,141.570007,709600,139.858236
2014-02-24,141.539993,143.0,141.410004,142.440002,883300,140.717712
2014-02-25,143.009995,143.779999,140.649994,141.960007,1094800,140.24352
2014-02-26,142.039993,144.059998,141.679993,143.039993,911900,141.310448
2014-02-27,142.679993,145.210007,142.679993,144.690002,823600,142.940507
2014-02-28,144.619995,145.619995,142.970001,144.160004,656700,142.416916
2014-03-03,143.300003,143.990005,141.429993,141.850006,771900,140.13485
2014-03-04,143.100006,143.779999,142.610001,143.639999,939500,141.9032
2014-03-05,143.429993,144.270004,143.360001,144.119995,771100,142.377391
2014-03-06,144.889999,145.550003,143.5,143.710007,479900,141.97236
2014-03-07,144.960007,144.979996,142.889999,143.710007,885400,141.97236
2014-03-10,143.899994,145.860001,143.5,145.360001,788300,143.602404
2014-03-11,145.339996,146.350006,144.940002,145.779999,465700,144.017323
2014-03-12,144.919998,146.479996,144.860001,146.429993,864800,144.659458
2014-03-13,146.529999,147.0,143.589996,143.919998,749000,142.179813
2014-03-14,143.729996,145.339996,143.610001,144.919998,558900,143.167721
2014-03-17,145.550003,147.850006,144.929993,145.970001,766300,144.205029
2014-03-18,145.919998,146.419998,144.919998,145.919998,603500,144.15563
2014-03-19,146.059998,146.919998,144.169998,145.240005,499100,143.483859
2014-03-20,145.179993,146.720001,144.270004,146.570007,645400,144.79778
2014-03-21,147.639999,148.339996,145.589996,145.839996,889200,144.076596
2014-03-24,146.559998,146.619995,142.600006,142.699997,484700,140.974563
2014-03-25,142.860001,145.309998,142.460007,144.899994,658400,143.147959
2014-03-26,145.630005,147.240005,145.479996,146.350006,770700,144.580439
2014-03-27,146.779999,147.190002,144.919998,145.199997,782100,143.444335
2014-03-28,145.800003,146.839996,144.889999,145.5,443100,143.74071
2014-03-31,146.600006,148.080002,145.740005,147.979996,744900,146.190719
2014-04-01,148.669998,150.130005,147.789993,149.25,681000,147.445368
2014-04-02,148.910004,149.449997,148.410004,148.779999,1006400,146.981049
2014-04-03,149.009995,149.259995,145.779999,148.160004,1138400,146.368551
2014-04-04,149.520004,150.119995,147.669998,148.059998,1076900,146.269754
2014-04-07,144.100006,147.309998,143.850006,144.25,1758600,142.505824
2014-04-08,143.580002,144.429993,140.800003,141.660004,1898100,139.947145
2014-04-09,142.070007,143.279999,140.270004,142.850006,1230600,141.122758
2014-04-10,143.279999,143.539993,137.869995,138.289993,994000,136.617882
2014-04-11,137.800003,138.649994,137.059998,137.270004,1310600,135.610226
2014-04-14,138.179993,139.75,137.490005,138.699997,635800,137.022928
2014-04-15,139.320007,139.970001,136.759995,139.130005,817900,137.447737
2014-04-16,139.460007,140.389999,138.449997,139.259995,641300,137.576155
2014-04-17,138.889999,140.600006,138.509995,139.490005,555600,137.803385
2014-04-21,139.289993,141.550003,139.270004,141.130005,606900,139.423554
2014-04-22,141.25,143.240005,141.039993,141.110001,979400,139.403792
2014-04-23,138.740005,144.199997,132.809998,136.589996,1521000,134.93844
2014-04-24,136.410004,137.139999,135.339996,136.229996,837900,134.79003
2014-04-25,136.0,136.860001,135.419998,136.240005,614000,134.799934
2014-04-28,137.0,137.0,134.339996,136.5,830600,135.05718
2014-04-29,136.770004,137.399994,136.270004,136.649994,483400,135.205589
2014-04-30,136.789993,137.360001,135.699997,137.330002,884100,135.878409
2014-05-01,137.220001,138.419998,136.770004,138.020004,712300,136.561118
2014-05-02,138.300003,140.149994,137.509995,139.800003,676100,138.322302
2014-05-05,138.940002,140.800003,138.350006,140.320007,633800,138.83681
2014-05-06,139.979996,141.320007,139.550003,140.0,581700,138.520185
2014-05-07,140.029999,141.380005,138.610001,141.210007,899100,139.717402
2014-05-08,141.520004,144.050003,141.050003,142.899994,653500,141.389525
2014-05-09,142.699997,144.229996,141.5,144.080002,806400,142.557061
2014-05-12,144.759995,147.259995,144.559998,147.149994,787600,145.594602
2014-05-13,147.360001,147.970001,146.039993,147.529999,733600,145.970591
2014-05-14,147.5,147.5,146.199997,146.369995,497500,144.822848
2014-05-15,145.919998,146.369995,144.550003,145.960007,792400,144.417194
2014-05-16,146.25,149.229996,145.520004,148.520004,1418700,146.950132
2014-05-19,148.0,149.820007,148.0,148.830002,710500,147.256853
2014-05-20,148.639999,148.949997,146.580002,147.289993,917400,145.733122
2014-05-21,147.729996,147.949997,146.830002,147.460007,622500,145.901338
2014-05-22,147.5,147.5,145.520004,146.240005,891400,144.694233
2014-05-23,146.399994,146.850006,145.360001,146.619995,505600,145.070206
2014-05-27,147.149994,147.490005,146.399994,147.149994,554000,145.594602
2014-05-28,147.740005,148.429993,146.820007,147.009995,583100,145.456083
2014-05-29,147.080002,148.130005,146.759995,147.889999,408700,146.326786
2014-05-30,147.440002,148.619995,146.979996,147.910004,710300,146.346579
2014-06-02,148.100006,148.410004,146.949997,148.240005,398700,146.673092
2014-06-03,147.5,148.020004,145.839996,145.940002,920300,144.397401
2014-06-04,145.509995,147.440002,145.5,147.380005,585800,145.822182
2014-06-05,147.190002,147.259995,145.460007,147.080002,620800,145.52535
2014-06-06,147.529999,148.0,146.360001,147.919998,742400,146.356468
2014-06-09,147.869995,148.639999,146.369995,148.050003,671300,146.485098
2014-06-10,146.429993,146.5,140.839996,141.050003,2110900,139.559089
2014-06-11,140.979996,140.990005,137.179993,137.979996,2353600,136.521532
2014-06-12,140.0,141.100006,137.259995,140.979996,1928400,139.489822
2014-06-13,141.259995,142.600006,137.020004,137.419998,1442200,135.967454
2014-06-16,137.089996,139.210007,136.490005,137.850006,964300,136.392917
2014-06-17,137.75,138.940002,137.240005,137.740005,587200,136.284079
2014-06-18,136.369995,138.639999,135.800003,138.600006,673800,137.134989
2014-06-19,138.470001,139.089996,138.259995,139.080002,627000,137.609911
2014-06-20,139.669998,140.389999,139.399994,140.330002,835100,138.846698
2014-06-23,140.330002,141.130005,140.070007,140.690002,857400,139.202894
2014-06-24,140.699997,142.649994,140.25,142.139999,711500,140.637564
2014-06-25,142.259995,146.039993,141.630005,145.179993,1084800,143.645424
2014-06-26,144.809998,145.759995,143.660004,144.520004,738000,142.992412
2014-06-27,144.029999,145.419998,143.940002,144.229996,574500,142.705469
2014-06-30,144.5,144.5,142.789993,143.009995,796700,141.498363
2014-07-01,144.009995,146.029999,143.410004,145.820007,519500,144.278674
2014-07-02,145.820007,146.190002,144.610001,146.160004,438200,144.615077
2014-07-03,146.050003,146.169998,145.309998,145.699997,567100,144.159932
2014-07-07,145.529999,146.949997,145.419998,146.729996,454600,145.179044
2014-07-08,146.5,146.5,145.660004,145.910004,614100,144.367719
2014-07-09,146.5,146.869995,144.710007,145.809998,380700,144.26877
2014-07-10,144.759995,146.259995,144.410004,145.740005,437600,144.199518
2014-07-11,145.589996,146.070007,144.720001,145.720001,279100,144.179725
2014-07-14,146.25,147.050003,145.75,146.970001,582500,145.416512
2014-07-15,146.490005,147.350006,144.990005,146.149994,580900,144.605173
2014-07-16,146.649994,146.830002,144.830002,145.110001,455900,143.576172
2014-07-17,144.339996,145.309998,142.070007,142.300003,703900,141.009659
2014-07-18,143.190002,145.25,142.539993,144.910004,530300,143.595993
2014-07-21,143.869995,144.509995,141.979996,143.5,554300,142.198774
2014-07-22,144.300003,144.889999,143.630005,143.820007,477000,142.51588
2014-07-23,144.529999,146.039993,144.039993,145.830002,366800,144.507648
2014-07-24,146.25,147.300003,145.080002,146.949997,578600,145.617488
2014-07-25,145.139999,149.899994,144.740005,148.850006,677300,147.500268
2014-07-28,148.75,154.160004,148.539993,153.130005,1296100,151.741457
2014-07-29,153.229996,154.0,150.020004,150.25,963600,148.887567
2014-07-30,150.75,151.899994,150.020004,151.410004,431400,150.037052
2014-07-31,150.470001,151.380005,149.229996,149.229996,487100,147.876812
2014-08-01,149.220001,149.779999,148.110001,149.479996,501500,148.124545
2014-08-04,149.970001,151.899994,148.759995,151.520004,552000,150.146055
2014-08-05,150.770004,151.949997,150.229996,150.490005,491800,149.125396
2014-08-06,150.0,150.949997,149.169998,149.929993,555800,148.570461
2014-08-07,150.300003,150.300003,147.529999,147.919998,350800,146.578693
2014-08-08,147.940002,148.759995,147.0,148.630005,490300,147.282262
2014-08-11,149.389999,149.389999,148.259995,149.070007,388800,147.718274
2014-08-12,149.039993,149.800003,148.539993,149.270004,368100,147.916458
2014-08-13,149.619995,151.729996,149.619995,151.690002,402300,150.314512
2014-08-14,151.889999,152.199997,150.229996,151.020004,326200,149.650589
2014-08-15,151.460007,151.460007,149.020004,149.830002,692100,148.471377
2014-08-18,150.860001,151.389999,150.300003,150.699997,703800,149.333483
2014-08-19,151.179993,151.320007,149.869995,149.880005,664500,148.520927
2014-08-20,149.990005,150.0,148.259995,149.0,597500,147.648902
2014-08-21,149.720001,149.759995,148.550003,148.699997,450800,147.351619
2014-08-22,149.039993,149.039993,146.970001,147.0,960700,145.667037
2014-08-25,147.940002,149.410004,147.5,149.039993,328800,147.688532
2014-08-26,149.330002,149.860001,148.710007,149.639999,316000,148.283098
2014-08-27,149.809998,149.919998,148.080002,148.610001,237400,147.262439
2014-08-28,147.880005,148.429993,147.029999,147.600006,423700,146.261603
2014-08-29,147.679993,148.649994,147.190002,148.440002,369100,147.093982
2014-09-02,148.690002,149.520004,148.600006,149.360001,434900,148.005638
2014-09-03,149.710007,149.960007,149.279999,149.419998,426600,148.065091
2014-09-04,149.970001,150.5,149.110001,149.360001,477300,148.005638
2014-09-05,149.449997,150.380005,148.259995,150.160004,249900,148.798387
2014-09-08,150.0,150.089996,148.830002,149.369995,384600,148.015542
2014-09-09,149.320007,149.850006,148.610001,148.839996,254600,147.490349
2014-09-10,148.979996,149.589996,148.809998,149.190002,281200,147.837181
2014-09-11,148.710007,149.929993,147.880005,149.869995,290600,148.511008
2014-09-12,149.460007,149.649994,147.039993,147.929993,424200,146.588597
2014-09-15,147.770004,147.800003,146.570007,146.979996,340900,145.647214
2014-09-16,146.25,147.440002,145.139999,147.279999,422200,145.944497
2014-09-17,147.539993,147.850006,145.270004,145.979996,437800,144.656282
2014-09-18,146.300003,147.130005,145.910004,146.880005,347200,145.54813
2014-09-19,147.0,147.690002,146.350006,147.229996,713100,145.894947
2014-09-22,147.0,147.600006,145.729996,147.110001,492200,145.77604
2014-09-23,146.289993,147.080002,145.009995,145.020004,499100,143.704996
2014-09-24,144.880005,145.960007,144.539993,145.389999,635800,144.071636
2014-09-25,145.279999,145.729996,143.699997,144.059998,362600,142.753694
2014-09-26,144.029999,144.5,143.410004,143.600006,379900,142.297874
2014-09-29,142.759995,143.720001,142.520004,143.369995,446700,142.069948
2014-09-30,143.210007,144.070007,142.669998,142.710007,488500,141.415945
2014-10-01,142.839996,143.009995,141.490005,142.229996,438400,140.940286
2014-10-02,142.610001,144.960007,142.229996,144.779999,457000,143.467166
2014-10-03,145.429993,146.639999,145.25,146.259995,565300,144.933742
2014-10-06,147.330002,149.940002,147.039993,149.240005,803700,147.886731
2014-10-07,148.039993,149.449997,147.279999,147.919998,625100,146.578693
2014-10-08,148.020004,151.490005,147.419998,151.490005,576600,150.116328
2014-10-09,151.520004,151.979996,148.800003,148.880005,520800,147.529995
2014-10-10,148.940002,151.759995,148.940002,149.889999,755000,148.530831
2014-10-13,149.690002,151.330002,148.490005,149.759995,584000,148.402005
2014-10-14,150.220001,153.580002,150.220001,150.720001,783100,149.353306
2014-10-15,149.360001,150.229996,145.559998,147.789993,966200,146.449867
2014-10-16,146.270004,147.509995,144.389999,144.770004,666800,143.671132
2014-10-17,145.789993,146.330002,144.419998,145.270004,533200,144.167336
2014-10-20,145.380005,146.899994,145.380005,146.720001,410900,145.606327
2014-10-21,147.839996,149.490005,147.839996,149.220001,402500,148.087351
2014-10-22,149.320007,149.970001,147.899994,147.979996,829100,146.856758
2014-10-23,150.0,156.179993,149.889999,154.229996,1008800,153.059317
2014-10-24,155.100006,157.839996,155.100006,156.970001,759000,155.778525
2014-10-27,156.949997,158.979996,156.479996,158.669998,883300,157.465618
2014-10-28,158.729996,160.229996,158.550003,160.229996,615500,159.013774
2014-10-29,160.339996,161.520004,158.490005,159.679993,695800,158.467946
2014-10-30,158.929993,161.100006,158.929993,160.990005,571700,159.768015
2014-10-31,162.75,164.910004,162.339996,163.970001,1625900,162.725391
2014-11-03,163.839996,164.300003,162.619995,162.869995,446900,161.633735
2014-11-04,162.720001,163.75,162.589996,163.619995,312500,162.378042
2014-11-05,164.279999,164.759995,163.470001,164.580002,661200,163.330762
2014-11-06,165.0,165.460007,164.270004,164.970001,448100,163.717801
2014-11-07,164.699997,164.960007,161.889999,162.380005,344600,161.147464
2014-11-10,162.5,163.869995,161.789993,163.869995,479700,162.626144
2014-11-11,163.869995,164.669998,162.850006,164.270004,300500,163.023117
2014-11-12,163.490005,165.309998,162.679993,165.210007,271000,163.955985
2014-11-13,165.210007,166.630005,164.389999,165.589996,419900,164.33309
2014-11-14,165.169998,165.910004,163.529999,164.039993,257600,162.794852
2014-11-17,164.169998,164.830002,163.869995,164.809998,476300,163.559012
2014-11-18,165.0,167.660004,164.979996,167.360001,477900,166.089659
2014-11-19,166.240005,166.990005,166.020004,166.669998,461400,165.404894
2014-11-20,166.309998,167.199997,165.300003,167.110001,295700,165.841557
2014-11-21,168.919998,169.089996,166.240005,166.5,611700,165.236186
2014-11-24,166.970001,167.75,166.679993,167.649994,239900,166.377451
2014-11-25,167.899994,167.919998,166.100006,166.449997,628300,165.186563
2014-11-26,167.179993,167.929993,166.589996,167.169998,326900,165.901099
2014-11-28,168.0,169.190002,167.190002,167.350006,223700,166.07974
2014-12-01,167.240005,170.580002,166.539993,170.039993,788000,168.749309
2014-12-02,170.25,171.649994,170.25,170.990005,527800,169.692111
2014-12-03,171.330002,174.130005,170.520004,172.399994,954900,171.091396
2014-12-04,171.899994,173.839996,171.440002,172.470001,516300,171.160872
2014-12-05,172.149994,174.460007,172.020004,172.369995,650500,171.061625
2014-12-08,172.440002,174.380005,172.009995,172.679993,562800,171.36927
2014-12-09,171.300003,171.529999,169.820007,170.100006,719200,168.808867
2014-12-10,169.820007,170.389999,167.339996,167.470001,624800,166.198825
2014-12-11,167.979996,170.210007,167.410004,169.149994,577400,167.866065
2014-12-12,167.820007,169.470001,167.429993,167.490005,380000,166.218677
2014-12-15,167.979996,168.830002,164.429993,166.210007,688600,164.948394
2014-12-16,166.020004,169.050003,165.369995,165.839996,665800,164.581192
2014-12-17,166.289993,169.729996,166.100006,168.869995,463300,167.588192
2014-12-18,170.619995,171.75,169.970001,171.580002,783000,170.277629
2014-12-19,171.5,172.759995,169.440002,169.5,981100,168.213415
2014-12-22,169.610001,171.0,168.899994,169.509995,465500,168.223334
2014-12-23,170.25,170.300003,168.229996,169.539993,316000,168.253105
2014-12-24,169.460007,169.949997,168.710007,169.100006,265100,167.816457
2014-12-26,169.300003,169.889999,168.100006,168.399994,151300,167.121758
2014-12-29,168.130005,169.149994,167.440002,168.710007,223900,167.429418
2014-12-30,168.830002,169.740005,168.320007,168.660004,233000,167.379795
2014-12-31,169.149994,170.229996,166.520004,166.619995,378700,165.355271
2015-01-02,167.0,168.520004,166.270004,167.479996,504100,166.208743
2015-01-05,163.960007,166.720001,163.080002,164.990005,840700,163.737653
2015-01-06,165.479996,166.539993,163.610001,165.559998,853600,164.303319
2015-01-07,166.660004,170.460007,166.009995,170.440002,595000,169.146282
2015-01-08,171.949997,175.0,171.380005,174.869995,667700,173.542649
2015-01-09,175.039993,175.850006,173.350006,173.710007,654700,172.391466
2015-01-12,174.880005,175.039993,173.259995,174.070007,414800,172.748734
2015-01-13,175.169998,177.199997,171.929993,173.5,521600,172.183053
2015-01-14,171.529999,174.25,171.300003,174.0,713800,172.679258
2015-01-15,174.0,174.539993,172.740005,172.839996,366400,171.528059
2015-01-16,172.149994,174.229996,171.279999,174.059998,593200,172.7388
2015-01-20,175.970001,177.039993,174.740005,175.770004,591900,174.435827
2015-01-21,175.779999,177.240005,175.119995,176.330002,293100,174.991574
2015-01-22,176.990005,178.990005,175.660004,178.589996,607600,177.455815
2015-01-23,178.550003,180.350006,177.75,178.199997,490500,177.068292
2015-01-26,177.270004,178.649994,175.949997,178.449997,323400,177.316705
2015-01-27,177.419998,178.149994,175.5,177.270004,285400,176.144206
2015-01-28,177.419998,178.889999,174.789993,175.149994,543400,174.037659
2015-01-29,175.309998,176.970001,173.529999,176.940002,736600,175.8163
2015-01-30,173.649994,176.490005,168.830002,171.029999,1933100,169.943829
2015-02-02,170.759995,170.759995,166.559998,170.070007,856600,168.989934
2015-02-03,170.740005,172.740005,169.440002,172.559998,587500,171.464111
2015-02-04,172.160004,174.139999,171.729996,172.580002,775400,171.483988
2015-02-05,173.389999,175.320007,172.990005,173.809998,513100,172.706173
2015-02-06,174.300003,175.960007,171.460007,172.0,615300,170.90767
2015-02-09,171.809998,171.850006,168.619995,168.910004,928600,167.837297
2015-02-10,170.199997,173.389999,169.830002,173.169998,440500,172.070238
2015-02-11,173.300003,174.720001,172.889999,173.669998,381500,172.567062
2015-02-12,173.600006,175.100006,172.130005,174.880005,575500,173.769385
2015-02-13,174.380005,175.899994,173.270004,175.380005,420300,174.266209
2015-02-17,175.389999,175.850006,173.990005,174.690002,735300,173.580589
2015-02-18,174.729996,176.190002,174.380005,176.020004,379400,174.902144
2015-02-19,175.25,175.729996,174.149994,175.550003,524700,174.435128
2015-02-20,175.059998,177.149994,173.970001,177.020004,502600,175.895793
2015-02-23,176.460007,177.570007,175.600006,176.050003,718000,174.931952
2015-02-24,174.850006,176.089996,173.600006,174.479996,570600,173.371916
2015-02-25,174.089996,174.600006,170.669998,171.619995,657000,170.530078
2015-02-26,171.949997,172.910004,170.660004,170.940002,701400,169.854404
2015-02-27,170.889999,171.580002,169.020004,169.139999,682100,168.065833
2015-03-02,169.139999,170.639999,167.289993,168.300003,891000,167.231171
2015-03-03,167.320007,168.029999,165.789993,167.179993,547400,166.118273
2015-03-04,167.089996,168.610001,165.660004,167.660004,597000,166.595236
2015-03-05,167.570007,170.809998,167.5,170.279999,552100,169.198592
2015-03-06,169.470001,169.679993,166.339996,166.669998,643200,165.611518
2015-03-09,166.529999,167.839996,165.960007,167.440002,508500,166.376632
2015-03-10,166.169998,166.720001,165.190002,165.429993,546500,164.379387
2015-03-11,165.520004,167.279999,164.039993,164.520004,690400,163.475178
2015-03-12,164.729996,167.020004,164.520004,166.759995,468500,165.700943
2015-03-13,166.789993,167.789993,164.600006,165.699997,325000,164.647677
2015-03-16,166.710007,169.660004,166.710007,168.699997,460000,167.628624
2015-03-17,167.539993,168.419998,166.320007,166.899994,444300,165.840053
2015-03-18,166.809998,169.320007,164.889999,168.279999,690600,167.211294
2015-03-19,168.009995,170.979996,167.419998,170.690002,566000,169.605992
2015-03-20,172.0,172.869995,171.339996,171.479996,787200,170.390968
2015-03-23,171.479996,173.039993,169.449997,169.460007,794600,168.383808
2015-03-24,168.889999,170.809998,168.449997,168.470001,519600,167.400089
2015-03-25,169.050003,170.559998,166.570007,166.649994,616500,165.59164
2015-03-26,166.619995,168.279999,165.199997,166.660004,576600,165.601587
2015-03-27,167.300003,168.460007,166.25,167.710007,466300,166.644921
2015-03-30,168.589996,170.220001,167.669998,169.369995,354900,168.294368
2015-03-31,168.490005,170.339996,166.869995,167.350006,548200,166.287207
2015-04-01,167.169998,167.169998,163.809998,165.240005,745300,164.190607
2015-04-02,165.509995,168.330002,164.619995,167.929993,504500,166.86351
2015-04-06,166.580002,169.570007,166.089996,167.919998,569200,166.853579
2015-04-07,167.679993,170.169998,167.289993,169.25,530100,168.175135
2015-04-08,169.350006,170.270004,168.039993,168.929993,609800,167.85716
2015-04-09,169.460007,170.919998,168.389999,170.509995,879500,169.427127
2015-04-10,169.929993,171.389999,169.779999,170.479996,641400,169.397319
2015-04-13,170.449997,172.0,169.710007,171.279999,494800,170.192241
2015-04-14,170.929993,171.679993,169.5,170.130005,341100,169.049551
2015-04-15,170.380005,170.580002,169.210007,169.339996,341500,168.264559
2015-04-16,168.880005,171.039993,168.240005,170.869995,783000,169.784842
2015-04-17,169.720001,172.0,169.160004,171.059998,947700,169.973637
2015-04-20,171.570007,174.399994,171.059998,173.960007,822400,172.855229
2015-04-21,174.399994,175.690002,173.970001,174.850006,677900,173.739576
2015-04-22,175.039993,176.139999,174.479996,175.089996,420800,173.978043
2015-04-23,174.070007,176.470001,173.360001,176.25,827700,175.351007
2015-04-24,178.0,180.940002,175.039993,175.380005,1140600,174.48545
2015-04-27,176.270004,177.0,171.320007,171.619995,669400,170.744619
2015-04-28,170.850006,171.509995,168.690002,170.240005,470400,169.371668
2015-04-29,170.100006,170.320007,165.419998,165.869995,905800,165.023947
2015-04-30,165.419998,167.440002,164.949997,166.580002,880800,165.730333
2015-05-01,168.039993,169.600006,167.589996,169.559998,626100,168.695128
2015-05-04,169.699997,171.449997,169.559998,170.940002,396700,170.068094
2015-05-05,170.110001,171.100006,167.520004,168.139999,339200,167.282373
2015-05-06,168.509995,168.880005,166.289993,167.240005,448000,166.38697
2015-05-07,167.300003,168.740005,166.449997,167.460007,397700,166.605849
2015-05-08,168.020004,170.740005,168.020004,170.289993,360100,169.421401
2015-05-11,170.080002,170.179993,168.490005,168.949997,387300,168.088239
2015-05-12,167.990005,168.759995,166.800003,167.160004,377200,166.307376
2015-05-13,168.119995,168.470001,166.529999,167.910004,376800,167.053551
2015-05-14,169.300003,172.190002,168.100006,172.119995,368100,171.242068
2015-05-15,172.179993,173.759995,171.5,173.679993,602500,172.794109
2015-05-18,173.139999,174.100006,172.419998,173.330002,521500,172.445903
2015-05-19,173.270004,174.580002,172.130005,173.830002,357100,172.943353
2015-05-20,173.419998,174.440002,172.710007,173.039993,341100,172.157374
2015-05-21,172.729996,173.440002,171.690002,172.380005,330100,171.500752
2015-05-22,172.529999,172.979996,171.339996,171.949997,240600,171.072937
2015-05-26,171.850006,172.149994,169.889999,170.410004,362600,169.540799
2015-05-27,171.75,172.669998,170.889999,171.990005,426400,171.112742
2015-05-28,171.160004,172.929993,170.360001,170.699997,471400,169.829313
