Date,Open,High,Low,Close,Volume,Adj Close
2013-09-27,100.480003,100.760002,99.529999,99.889999,781700,95.136239
2013-09-30,99.410004,100.470001,98.849998,100.019997,795600,95.260049
2013-10-01,100.110001,101.050003,99.93,100.919998,528300,96.11722
2013-10-02,100.559998,100.720001,99.199997,100.650002,679900,95.860072
2013-10-03,100.279999,100.529999,99.089996,99.5,702100,94.764799
2013-10-04,99.5,100.660004,99.32,100.419998,526700,95.641015
2013-10-07,99.730003,100.07,99.43,99.43,380100,94.698131
2013-10-08,99.480003,99.699997,98.300003,98.330002,635400,93.650481
2013-10-09,98.459999,99.43,98.440002,99.099998,641300,94.383834
2013-10-10,99.949997,101.160004,99.650002,101.160004,499200,96.345803
2013-10-11,101.309998,102.849998,101.120003,102.809998,693600,97.917274
2013-10-14,102.169998,102.989998,101.589996,102.760002,491200,97.869658
2013-10-15,102.300003,102.730003,101.050003,101.059998,801400,96.250557
2013-10-16,101.550003,102.879997,101.290001,102.879997,667600,97.983943
2013-10-17,102.599998,104.220001,102.339996,104.089996,465400,99.136358
2013-10-18,104.330002,105.019997,103.809998,104.809998,736700,99.822094
2013-10-21,104.349998,105.260002,103.800003,105.019997,571400,100.022099
2013-10-22,105.0,106.260002,104.989998,105.440002,765700,100.422117
2013-10-23,105.75,106.860001,105.25,106.57,671800,101.498338
2013-10-24,106.769997,106.900002,105.589996,106.010002,691000,100.964991
2013-10-25,105.989998,106.18,105.160004,105.550003,614800,100.526883
2013-10-28,105.239998,106.57,105.139999,106.349998,563000,101.288807
2013-10-29,106.57,106.989998,105.949997,106.5,399500,101.43167
2013-10-30,106.5,106.739998,105.389999,105.650002,419900,100.622122
2013-10-31,105.669998,105.989998,105.129997,105.129997,548400,100.126865
2013-11-01,105.559998,106.059998,104.599998,105.169998,727900,100.164962
2013-11-04,105.639999,106.769997,105.220001,106.559998,732600,101.488812
2013-11-05,107.550003,107.879997,105.480003,107.010002,1094600,101.917401
2013-11-06,106.769997,107.709999,106.449997,107.059998,904600,101.965017
2013-11-07,107.160004,107.599998,106.18,106.300003,919900,101.24119
2013-11-08,105.959999,107.730003,105.919998,107.709999,812400,102.584085
2013-11-11,107.510002,108.25,107.169998,108.0,811100,102.860285
2013-11-12,108.18,109.029999,107.699997,108.919998,819800,103.7365
2013-11-13,108.07,108.349998,107.169998,108.029999,1279000,102.888856
2013-11-14,108.449997,109.459999,108.150002,108.660004,973200,103.488879
2013-11-15,108.669998,109.330002,108.669998,109.120003,789100,103.926986
2013-11-18,109.470001,109.580002,107.889999,108.120003,691400,102.974576
2013-11-19,108.059998,108.610001,107.43,108.440002,716000,103.279347
2013-11-20,108.279999,109.239998,108.120003,108.68,542500,103.507924
2013-11-21,108.889999,109.809998,108.800003,109.160004,499900,103.965084
2013-11-22,109.139999,109.449997,108.739998,109.110001,533700,103.91746
2013-11-25,109.610001,110.129997,109.169998,109.239998,522800,104.041271
2013-11-26,109.190002,109.480003,108.860001,108.889999,699800,103.707929
2013-11-27,109.010002,109.529999,108.830002,108.940002,648000,103.755552
2013-11-29,109.190002,109.440002,108.440002,108.589996,411800,103.422203
2013-12-02,108.760002,108.879997,107.760002,108.120003,1167600,102.974576
2013-12-03,106.010002,108.510002,106.010002,108.410004,1167000,103.250776
2013-12-04,107.389999,108.129997,106.660004,107.410004,1072100,102.298366
2013-12-05,107.410004,107.870003,106.919998,107.0,833100,101.907875
2013-12-06,107.169998,108.389999,107.010002,108.349998,720000,103.72193
2013-12-09,108.389999,108.940002,107.900002,108.610001,662500,103.970827
2013-12-10,108.489998,108.769997,107.239998,107.32,744600,102.735927
2013-12-11,107.550003,107.68,105.559998,105.639999,763800,101.127686
2013-12-12,105.400002,105.699997,104.940002,105.0,620300,100.515024
2013-12-13,105.059998,105.839996,105.059998,105.449997,651400,100.9458
2013-12-16,105.919998,106.559998,105.75,105.879997,736900,101.357433
2013-12-17,106.209999,106.75,105.25,105.75,846100,101.232988
2013-12-18,106.059998,108.720001,105.529999,108.550003,1158300,103.913392
2013-12-19,108.360001,108.57,107.209999,108.019997,1205900,103.406024
2013-12-20,107.879997,108.970001,107.650002,108.879997,1389900,104.229291
2013-12-23,109.25,109.589996,108.980003,109.43,469300,104.755801
2013-12-24,109.260002,109.949997,109.099998,109.68,358900,104.995122
2013-12-26,109.959999,110.129997,109.370003,110.099998,313500,105.397181
2013-12-27,110.07,110.699997,110.07,110.349998,295900,105.636502
2013-12-30,110.349998,110.610001,109.5,110.599998,606600,105.875824
2013-12-31,110.75,110.940002,110.099998,110.489998,473000,105.770522
2014-01-02,110.410004,110.410004,108.790001,109.139999,665000,104.478187
2014-01-03,109.330002,110.139999,109.25,109.370003,419900,104.698366
2014-01-06,109.949997,110.449997,109.080002,109.449997,510700,104.774943
2014-01-07,110.279999,111.449997,110.279999,111.029999,1214200,106.287457
2014-01-08,110.519997,111.470001,109.980003,111.080002,1162100,106.335324
2014-01-09,111.449997,112.400002,111.110001,112.150002,650100,107.35962
2014-01-10,112.150002,112.709999,111.379997,112.540001,932500,107.732961
2014-01-13,112.029999,112.540001,110.779999,111.059998,650600,106.316174
2014-01-14,111.639999,111.709999,110.620003,111.699997,817700,106.928837
2014-01-15,111.889999,111.949997,111.269997,111.82,726900,107.043714
2014-01-16,111.690002,112.389999,111.540001,111.989998,665100,107.20645
2014-01-17,111.419998,112.050003,111.129997,111.309998,960500,106.555496
2014-01-21,112.190002,112.519997,111.089996,111.449997,813200,106.689515
2014-01-22,111.879997,112.110001,111.080002,111.559998,611500,106.794817
2014-01-23,111.389999,111.389999,109.940002,110.400002,771700,105.684369
2014-01-24,108.849998,110.019997,107.739998,107.75,1070300,103.14756
2014-01-27,108.25,108.339996,106.650002,106.900002,989800,102.333869
2014-01-28,107.019997,108.349998,106.910004,108.209999,709200,103.587911
2014-01-29,107.489998,108.470001,107.230003,107.739998,869500,103.137985
2014-01-30,108.370003,108.660004,107.639999,107.980003,1070600,103.367739
2014-01-31,106.889999,108.5,106.330002,108.120003,1475000,103.501759
2014-02-03,108.32,108.459999,105.209999,105.400002,1911500,100.89794
2014-02-04,107.290001,108.349998,105.57,106.010002,1426400,101.481885
2014-02-05,106.25,107.57,105.889999,107.25,1416900,102.668917
2014-02-06,107.330002,107.75,106.860001,107.169998,1081000,102.592333
2014-02-07,107.589996,110.160004,107.5,110.120003,1267800,105.41633
2014-02-10,109.809998,111.089996,109.580002,110.940002,1393900,106.201305
2014-02-11,110.510002,113.0,110.480003,112.989998,1396800,108.163736
2014-02-12,112.839996,113.370003,112.480003,113.309998,1251700,108.470068
2014-02-13,112.809998,114.379997,112.43,114.339996,964300,109.456071
2014-02-14,114.0,114.489998,113.68,114.400002,722800,109.513513
2014-02-18,114.5,115.519997,114.129997,115.370003,1074400,110.442082
2014-02-19,115.059998,115.910004,113.889999,113.989998,944500,109.121022
2014-02-20,114.290001,115.830002,114.0,115.519997,1074400,110.585669
2014-02-21,115.68,115.849998,114.879997,114.980003,628500,110.068741
2014-02-24,115.040001,115.949997,114.989998,115.0,825200,110.087883
2014-02-25,114.980003,115.629997,113.989998,114.529999,881400,109.637958
2014-02-26,114.459999,115.620003,114.199997,114.889999,932100,109.982581
2014-02-27,115.0,115.330002,114.5,115.099998,763800,110.18361
2014-02-28,115.07,116.360001,114.459999,115.220001,1022900,110.298487
2014-03-03,114.68,116.339996,114.150002,114.940002,971400,110.030448
2014-03-04,116.25,116.849998,115.970001,116.699997,1160700,111.715266
2014-03-05,116.699997,116.699997,115.360001,116.279999,740200,111.313208
2014-03-06,116.220001,116.360001,115.099998,115.160004,791900,110.760182
2014-03-07,115.830002,115.830002,114.949997,115.57,894400,111.154514
2014-03-10,115.370003,116.0,115.18,115.610001,672200,111.192986
2014-03-11,115.620003,115.620003,115.059998,115.339996,909400,110.933298
2014-03-12,114.900002,115.519997,114.519997,115.470001,678300,111.058336
2014-03-13,115.739998,115.980003,114.879997,115.190002,1021300,110.789035
2014-03-14,115.0,116.129997,114.839996,115.349998,1011100,110.942918
2014-03-17,115.550003,116.25,115.470001,115.620003,605000,111.202606
2014-03-18,115.620003,116.860001,115.459999,116.809998,589300,112.347136
2014-03-19,116.720001,117.029999,115.050003,115.660004,657200,111.241079
2014-03-20,115.610001,115.809998,115.0,115.660004,600800,111.241079
2014-03-21,116.5,117.07,114.510002,114.57,1295000,110.19272
2014-03-24,115.160004,115.75,113.169998,113.559998,906300,109.221306
2014-03-25,114.0,114.559998,113.139999,114.309998,552800,109.942651
2014-03-26,114.919998,115.940002,114.519997,114.529999,630100,110.154247
2014-03-27,114.779999,115.389999,114.029999,115.139999,709200,110.740942
2014-03-28,115.690002,116.709999,115.220001,115.540001,809600,111.125661
2014-03-31,116.110001,117.260002,115.650002,117.080002,723800,112.606825
2014-04-01,118.0,118.0,116.43,117.260002,697100,112.779948
2014-04-02,117.059998,117.279999,116.620003,117.160004,631500,112.68377
2014-04-03,117.540001,117.669998,115.989998,117.410004,861400,112.924218
2014-04-04,117.870003,118.769997,116.300003,116.339996,824600,111.895092
2014-04-07,116.32,116.860001,115.129997,115.440002,727000,111.029483
2014-04-08,115.139999,115.510002,113.470001,113.75,1157900,109.404049
2014-04-09,114.360001,115.510002,113.540001,115.480003,736200,111.067956
2014-04-10,115.339996,115.440002,112.25,112.639999,872800,108.336458
2014-04-11,112.019997,112.82,111.169998,111.18,840900,106.932239
2014-04-14,111.620003,113.389999,111.519997,112.730003,1120700,108.423023
2014-04-15,112.989998,113.93,111.5,113.760002,762000,109.413669
2014-04-16,114.169998,114.720001,112.610001,112.93,747400,108.615379
2014-04-17,112.650002,113.629997,112.43,113.160004,763800,108.836594
2014-04-21,113.160004,114.150002,113.139999,114.129997,433500,109.769528
2014-04-22,114.610001,114.860001,114.169998,114.190002,734100,109.827241
2014-04-23,114.300003,114.300003,113.199997,113.699997,789200,109.355957
2014-04-24,113.980003,114.300003,113.480003,114.040001,699700,109.68297
2014-04-25,113.720001,113.889999,112.339996,112.559998,661900,108.259512
2014-04-28,113.239998,113.489998,111.440002,112.809998,673400,108.499961
2014-04-29,113.050003,113.580002,112.07,112.18,812500,107.894033
2014-04-30,112.260002,113.050003,111.93,113.029999,1344800,108.711557
2014-05-01,112.93,113.059998,111.07,111.589996,1077100,107.326571
2014-05-02,111.769997,113.650002,111.529999,112.599998,1084100,108.297985
2014-05-05,112.339996,113.620003,111.940002,113.489998,658500,109.153981
2014-05-06,113.07,114.839996,112.809998,114.339996,1082500,109.971504
2014-05-07,114.470001,115.43,113.309998,115.339996,926400,110.933298
2014-05-08,115.339996,117.489998,115.209999,116.5,1265200,112.048982
2014-05-09,116.669998,117.470001,115.610001,117.370003,917300,112.885746
2014-05-12,117.800003,118.529999,117.550003,118.0,739000,113.491673
2014-05-13,117.989998,118.209999,117.529999,117.599998,815800,113.106954
2014-05-14,117.599998,117.650002,117.050003,117.209999,582200,112.731855
2014-05-15,116.790001,117.190002,115.419998,115.779999,892700,111.35649
2014-05-16,115.589996,116.449997,114.989998,116.349998,940100,111.904712
2014-05-19,116.029999,116.25,115.580002,116.110001,709400,111.673883
2014-05-20,116.300003,116.300003,115.160004,115.389999,722900,110.981391
2014-05-21,115.669998,116.32,115.669998,116.0,520600,111.568085
2014-05-22,116.110001,116.110001,115.199997,115.540001,420000,111.125661
2014-05-23,115.629997,116.089996,115.300003,115.699997,408300,111.279544
2014-05-27,116.0,116.68,115.540001,116.559998,795500,112.106688
2014-05-28,116.879997,117.339996,116.279999,116.940002,807000,112.472174
2014-05-29,116.980003,117.360001,116.870003,117.0,723700,112.529879
2014-05-30,116.940002,117.910004,116.769997,117.699997,634500,113.203132
2014-06-02,117.68,118.339996,117.379997,118.050003,515000,113.539766
2014-06-03,117.5,118.599998,117.440002,118.269997,744500,113.751354
2014-06-04,117.870003,119.370003,117.760002,119.220001,806900,114.665063
2014-06-05,118.629997,118.959999,117.739998,118.769997,604700,114.756851
2014-06-06,118.769997,119.330002,118.610001,119.260002,827300,115.2303
2014-06-09,119.260002,120.660004,119.029999,120.330002,1124400,116.264145
2014-06-10,119.849998,120.080002,118.75,119.449997,740600,115.413875
2014-06-11,119.18,119.510002,118.809998,119.059998,586000,115.037053
2014-06-12,119.099998,119.279999,117.769997,118.199997,700800,114.206112
2014-06-13,118.599998,118.599998,117.370003,117.639999,471200,113.665036
2014-06-16,117.910004,119.790001,117.910004,118.220001,1442700,114.22544
2014-06-17,117.809998,118.389999,117.279999,117.730003,661700,113.751999
2014-06-18,117.760002,118.519997,116.980003,118.480003,630000,114.476657
2014-06-19,118.519997,118.82,117.709999,118.300003,672400,114.302739
2014-06-20,118.970001,119.010002,118.419998,118.459999,878600,114.457328
2014-06-23,118.699997,119.0,118.110001,118.489998,505000,114.486314
2014-06-24,118.199997,119.150002,117.82,117.900002,570400,113.916253
2014-06-25,118.050003,119.360001,118.050003,119.239998,692500,115.210972
2014-06-26,119.279999,119.790001,118.360001,119.669998,792100,115.626443
2014-06-27,119.239998,120.040001,119.220001,119.599998,495300,115.558808
2014-06-30,119.419998,119.889999,118.07,118.300003,750400,114.302739
2014-07-01,118.800003,119.980003,118.599998,119.779999,542600,115.732726
2014-07-02,119.779999,119.949997,119.089996,119.870003,437900,115.819689
2014-07-03,119.860001,120.25,119.43,120.120003,316400,116.061242
2014-07-07,119.660004,120.300003,119.440002,120.209999,364200,116.148197
2014-07-08,120.230003,120.230003,119.089996,119.779999,718300,115.732726
2014-07-09,120.410004,120.410004,119.019997,119.470001,639000,115.433203
2014-07-10,118.160004,119.120003,118.029999,118.870003,764300,114.853478
2014-07-11,118.970001,119.449997,118.730003,119.360001,481800,115.32692
2014-07-14,120.0,120.150002,118.919998,119.480003,380200,115.442868
2014-07-15,119.019997,119.849998,118.510002,119.029999,479100,115.008068
2014-07-16,119.650002,119.650002,118.529999,119.029999,546300,115.008068
2014-07-17,118.599998,118.900002,117.489998,117.599998,565100,113.626387
2014-07-18,117.82,119.150002,117.230003,118.610001,854500,114.602262
2014-07-21,117.970001,118.349998,117.129997,117.839996,587400,113.858275
2014-07-22,118.169998,118.949997,118.169998,118.239998,492100,114.244761
2014-07-23,118.260002,118.730003,118.120003,118.610001,506900,114.602262
2014-07-24,118.110001,119.029999,118.110001,118.489998,609100,114.486314
2014-07-25,118.489998,118.650002,117.959999,118.370003,465000,114.370373
2014-07-28,118.550003,119.029999,117.68,118.82,418300,114.805165
2014-07-29,118.790001,119.330002,118.330002,118.860001,560800,114.843814
2014-07-30,119.099998,119.510002,118.260002,119.379997,968400,115.346241
2014-07-31,118.370003,119.5,115.940002,116.239998,937700,112.312339
2014-08-01,115.839996,116.75,114.989998,116.080002,762300,112.157749
2014-08-04,115.970001,117.080002,114.980003,116.879997,684100,112.930714
2014-08-05,116.75,117.370003,115.589996,115.830002,845200,111.916197
2014-08-06,115.43,116.510002,115.129997,115.82,649000,111.906533
2014-08-07,116.489998,116.489998,114.360001,114.779999,633400,110.901672
2014-08-08,115.129997,116.400002,114.400002,116.349998,699800,112.418623
2014-08-11,116.550003,117.0,116.139999,116.620003,760000,112.679504
2014-08-12,116.440002,117.529999,116.370003,116.769997,763500,112.82443
2014-08-13,117.440002,117.739998,116.959999,117.739998,559400,113.761655
2014-08-14,117.879997,118.470001,117.730003,118.059998,257600,114.070843
2014-08-15,118.269997,118.809998,116.389999,117.269997,633700,113.307535
2014-08-18,117.82,118.199997,117.650002,117.900002,447700,113.916253
2014-08-19,117.910004,118.300003,117.379997,118.220001,392400,114.22544
2014-08-20,117.860001,118.18,116.800003,117.639999,753000,113.665036
2014-08-21,117.970001,118.089996,117.260002,117.529999,637300,113.558752
2014-08-22,117.629997,117.629997,116.709999,116.970001,407600,113.017676
2014-08-25,117.550003,117.970001,117.220001,117.459999,306800,113.491118
2014-08-26,117.43,117.849998,117.220001,117.730003,419600,113.751999
2014-08-27,117.620003,117.769997,116.650002,116.839996,660000,112.892064
2014-08-28,116.720001,116.870003,116.209999,116.480003,493800,112.544235
2014-08-29,116.830002,117.230003,116.220001,117.169998,659700,113.210916
2014-09-02,117.300003,117.540001,116.620003,116.849998,775000,112.901728
2014-09-03,117.410004,117.449997,116.900002,117.07,692400,113.114296
2014-09-04,117.5,117.830002,116.25,116.419998,515800,112.486258
2014-09-05,115.980003,116.230003,114.839996,116.220001,801500,112.821166
2014-09-08,116.400002,116.599998,115.019997,115.139999,844000,111.772749
2014-09-09,115.220001,115.75,114.529999,115.550003,1378400,112.170762
2014-09-10,115.879997,115.980003,114.900002,115.029999,706600,111.665965
2014-09-11,114.620003,115.239998,113.870003,115.190002,769600,111.821289
2014-09-12,115.209999,115.370003,113.160004,113.709999,1027200,110.384568
2014-09-15,113.769997,114.269997,113.019997,114.059998,663800,110.724331
2014-09-16,113.82,114.43,113.410004,114.290001,977300,110.947608
2014-09-17,114.400002,114.889999,113.949997,114.519997,691100,111.170878
2014-09-18,114.739998,115.209999,114.650002,115.010002,828300,111.646553
2014-09-19,115.730003,115.739998,113.599998,113.699997,1404100,110.374859
2014-09-22,113.5,113.540001,112.150002,112.75,974100,109.452644
2014-09-23,112.360001,112.900002,112.169998,112.629997,714800,109.336151
2014-09-24,112.790001,113.870003,112.480003,113.720001,838700,110.394278
2014-09-25,113.610001,114.110001,113.339996,113.769997,1774700,110.442811
2014-09-26,113.800003,114.510002,113.790001,114.120003,1016500,110.782582
2014-09-29,113.379997,114.489998,113.379997,114.349998,774900,111.005851
2014-09-30,114.349998,114.360001,113.739998,113.809998,1676000,110.481642
2014-10-01,114.029999,114.07,112.980003,113.599998,1478800,110.277785
2014-10-02,113.669998,114.419998,113.050003,114.120003,786000,110.782582
2014-10-03,114.900002,116.139999,114.610001,115.839996,1021500,112.452274
2014-10-06,124.510002,125.559998,122.050003,124.980003,12966300,121.324983
2014-10-07,124.779999,129.089996,124.059998,128.0,5753500,124.25666
2014-10-08,127.230003,129.919998,127.199997,129.899994,2845800,126.101089
2014-10-09,129.460007,130.210007,127.589996,127.940002,2846500,124.198418
2014-10-10,127.110001,128.860001,127.110001,127.870003,2268900,124.130465
2014-10-13,127.730003,128.020004,125.830002,125.830002,1763900,122.150124
2014-10-14,126.330002,127.589996,125.019997,125.07,1854000,121.412348
2014-10-15,123.449997,125.099998,121.110001,124.529999,2987800,120.888139
2014-10-16,122.800003,123.639999,120.290001,120.779999,2742600,117.247807
2014-10-17,121.410004,122.480003,120.760002,121.730003,1938300,118.170029
2014-10-20,122.0,123.019997,121.650002,122.660004,1908300,119.072831
2014-10-21,123.480003,124.18,122.559998,123.309998,2124700,119.703816
2014-10-22,123.75,124.860001,123.260002,123.720001,1931300,120.10183
2014-10-23,125.040001,125.529999,124.68,125.0,1130800,121.344395
2014-10-24,125.07,125.870003,124.980003,125.730003,902500,122.05305
2014-10-27,125.540001,126.230003,125.43,125.800003,854000,122.121002
2014-10-28,126.540001,126.709999,125.769997,126.519997,939100,122.81994
2014-10-29,126.449997,127.129997,126.010002,126.769997,776900,123.062628
2014-10-30,126.239998,127.559998,125.57,127.519997,1150200,123.790695
2014-10-31,129.339996,129.339996,127.870003,128.699997,1320900,124.936186
2014-11-03,128.539993,128.679993,126.870003,127.419998,1090100,123.693621
2014-11-04,129.5,131.149994,125.940002,126.339996,1563500,122.645203
2014-11-05,126.809998,128.360001,126.809998,127.220001,1360100,123.499473
2014-11-06,127.510002,127.980003,126.489998,127.93,942100,124.188708
2014-11-07,128.039993,128.199997,125.349998,125.540001,1293600,121.868604
2014-11-10,125.800003,128.330002,125.580002,128.300003,986300,124.54789
2014-11-11,128.300003,128.929993,127.739998,128.759995,740700,124.994429
2014-11-12,128.220001,129.429993,128.220001,129.350006,1001000,125.567186
2014-11-13,129.75,129.779999,128.990005,129.309998,763900,125.528347
2014-11-14,129.080002,129.690002,128.710007,129.199997,795600,125.421564
2014-11-17,129.199997,130.119995,128.889999,129.539993,813500,125.751617
2014-11-18,129.539993,131.149994,129.25,130.940002,1072300,127.110683
2014-11-19,131.009995,131.070007,129.389999,130.110001,1094300,126.304954
2014-11-20,130.119995,130.419998,129.039993,130.399994,970600,126.586467
2014-11-21,131.570007,131.789993,129.990005,130.380005,1280200,126.567062
2014-11-24,130.830002,131.139999,129.960007,131.110001,697500,127.27571
2014-11-25,131.029999,135.270004,131.029999,134.729996,2154700,130.789839
2014-11-26,136.850006,141.679993,136.789993,141.259995,2971100,137.128869
2014-11-28,141.520004,142.330002,139.970001,140.330002,868800,136.226073
2014-12-01,140.029999,141.559998,138.809998,141.149994,1317300,137.022085
2014-12-02,141.119995,141.639999,140.220001,141.020004,1307400,136.895897
2014-12-03,140.770004,140.800003,139.899994,140.369995,868500,136.264897
2014-12-04,140.539993,142.559998,139.880005,140.679993,1193800,136.565829
2014-12-05,140.610001,140.740005,138.710007,139.149994,852800,135.080575
2014-12-08,138.860001,140.809998,138.559998,139.779999,1245200,136.279778
2014-12-09,138.410004,139.539993,137.449997,139.449997,1189400,135.95804
2014-12-10,139.130005,139.320007,136.520004,136.649994,985300,133.228152
2014-12-11,137.0,139.259995,137.0,138.020004,1134300,134.563856
2014-12-12,137.020004,138.589996,136.649994,136.990005,1534500,133.559649
2014-12-15,137.740005,137.899994,135.029999,135.75,1324900,132.350694
2014-12-16,135.320007,136.110001,134.0,134.039993,1271900,130.683508
2014-12-17,135.050003,137.100006,134.479996,136.800003,1614600,133.374404
2014-12-18,138.240005,140.440002,137.559998,140.429993,1612100,136.913496
2014-12-19,141.179993,141.440002,139.490005,139.809998,1545300,136.309026
2014-12-22,139.320007,140.380005,138.990005,140.0,815400,136.494271
2014-12-23,140.960007,141.300003,137.830002,138.460007,1176000,134.99284
2014-12-24,138.940002,141.080002,138.550003,139.899994,351700,136.396769
2014-12-26,140.169998,140.979996,139.199997,139.339996,554100,135.850794
2014-12-29,138.929993,139.779999,138.660004,139.610001,678400,136.114037
2014-12-30,139.539993,141.160004,139.539993,139.929993,703200,136.426016
2014-12-31,140.229996,141.690002,138.970001,139.160004,901400,135.675309
2015-01-02,140.270004,140.880005,139.380005,139.860001,1410400,136.357777
2015-01-05,140.0,142.440002,139.630005,140.720001,1390500,137.196242
2015-01-06,141.5,141.830002,139.25,140.449997,2312900,136.932999
2015-01-07,140.919998,143.970001,140.919998,143.740005,1376800,140.140623
2015-01-08,144.979996,146.740005,144.690002,146.360001,1340700,142.695011
2015-01-09,145.110001,145.850006,144.350006,144.630005,903500,141.008336
2015-01-12,144.800003,145.020004,142.979996,143.559998,885800,139.965122
2015-01-13,145.029999,145.649994,140.729996,141.720001,1689600,138.171201
2015-01-14,140.369995,141.639999,138.979996,140.809998,1691600,137.283985
2015-01-15,140.809998,142.100006,140.470001,140.669998,1193300,137.147491
2015-01-16,140.389999,140.899994,139.089996,140.380005,1338400,136.86476
2015-01-20,141.309998,142.039993,139.089996,140.279999,1218600,136.767258
2015-01-21,141.610001,143.119995,140.279999,142.850006,1272400,139.27291
2015-01-22,142.850006,145.539993,142.380005,145.169998,1027200,141.534807
2015-01-23,144.240005,144.490005,143.139999,143.399994,820700,139.809125
2015-01-26,142.759995,143.570007,141.669998,143.490005,726900,139.896883
2015-01-27,142.289993,143.0,141.039993,142.220001,780100,138.658681
2015-01-28,142.880005,143.589996,140.539993,140.820007,1111900,137.293744
2015-01-29,140.600006,140.649994,138.75,140.309998,1204900,136.796505
2015-01-30,139.050003,139.990005,138.009995,138.080002,1601200,134.622351
2015-02-02,137.509995,139.800003,136.020004,139.520004,1464400,136.026294
2015-02-03,140.699997,141.839996,139.929993,141.229996,973400,137.693466
2015-02-04,140.639999,141.119995,139.100006,139.919998,1509100,136.416272
2015-02-05,143.759995,146.229996,143.070007,145.289993,1785500,141.651798
2015-02-06,145.399994,146.520004,142.610001,143.320007,1654600,139.731142
2015-02-09,143.220001,143.220001,140.330002,140.949997,1136700,137.420479
2015-02-10,141.389999,142.429993,141.070007,141.809998,973300,138.258944
2015-02-11,142.080002,142.649994,140.570007,141.830002,973400,138.278447
2015-02-12,144.270004,144.710007,142.179993,142.990005,1343500,139.409404
2015-02-13,142.630005,143.850006,142.089996,143.710007,809600,140.111375
2015-02-17,143.690002,144.270004,143.270004,143.820007,950400,140.218621
2015-02-18,143.820007,144.0,142.940002,143.889999,705800,140.286861
2015-02-19,143.440002,143.600006,142.679993,143.389999,1240400,139.799381
2015-02-20,143.190002,145.520004,143.009995,145.509995,1572300,141.86629
2015-02-23,145.460007,147.5,145.25,146.880005,1111500,143.201994
2015-02-24,147.119995,149.139999,146.899994,148.699997,1327900,144.976412
2015-02-25,148.699997,148.839996,147.649994,148.110001,1052700,144.401189
2015-02-26,148.100006,148.75,147.470001,148.539993,994600,144.820415
2015-02-27,148.899994,148.899994,146.470001,146.720001,1193500,143.045997
2015-03-02,146.720001,148.410004,146.720001,148.039993,833100,144.332935
2015-03-03,147.429993,147.429993,145.630005,146.259995,743300,142.597509
2015-03-04,146.259995,148.699997,145.649994,148.360001,1565600,144.644929
2015-03-05,148.75,149.979996,148.490005,149.5,991000,145.756382
2015-03-06,147.5,147.990005,144.509995,144.880005,1409900,141.82126
2015-03-09,145.169998,145.830002,144.270004,145.210007,1173000,142.144295
2015-03-10,144.029999,144.270004,142.389999,142.389999,1441600,139.383824
2015-03-11,142.339996,143.009995,140.839996,140.990005,1685900,138.013387
2015-03-12,141.520004,143.339996,141.300003,143.039993,1089700,140.020095
2015-03-13,143.039993,143.300003,140.830002,141.850006,921500,138.855231
2015-03-16,142.509995,144.5,142.289993,142.289993,2343500,139.285929
2015-03-17,141.990005,142.380005,140.759995,141.550003,1848800,138.561562
2015-03-18,140.860001,145.089996,140.169998,144.509995,1963900,141.459061
2015-03-19,144.839996,145.210007,143.940002,144.929993,1542000,141.870193
2015-03-20,145.809998,146.479996,144.679993,144.720001,2087300,141.664634
2015-03-23,144.899994,145.970001,144.369995,145.5,916100,142.428166
2015-03-24,146.169998,147.940002,144.139999,144.199997,1301700,141.155609
2015-03-25,144.509995,145.279999,142.600006,142.610001,3360000,139.599181
2015-03-26,142.25,144.210007,142.0,143.210007,1027900,140.186519
2015-03-27,143.589996,145.190002,143.529999,144.589996,997900,141.537374
2015-03-30,145.169998,146.009995,144.910004,145.639999,650600,142.565209
2015-03-31,145.360001,146.070007,143.550003,143.589996,1059700,140.558487
2015-04-01,143.630005,143.630005,140.869995,141.949997,1197100,138.953111
2015-04-02,142.199997,142.910004,141.029999,141.229996,1081800,138.248311
2015-04-06,140.119995,142.479996,139.800003,141.460007,1594000,138.473466
2015-04-07,142.270004,143.0,140.649994,140.710007,886800,137.7393
2015-04-08,141.580002,142.070007,140.660004,141.360001,690000,138.375571
2015-04-09,141.149994,142.619995,140.729996,142.509995,672600,139.501286
2015-04-10,142.470001,144.059998,142.190002,143.210007,760800,140.186519
2015-04-13,143.210007,144.479996,142.279999,142.449997,868800,139.442555
2015-04-14,142.25,142.710007,140.419998,141.309998,1046200,138.326624
2015-04-15,141.770004,142.330002,140.580002,140.809998,1066000,137.83718
2015-04-16,140.800003,143.179993,140.800003,142.389999,1251800,139.383824
2015-04-17,141.149994,141.960007,140.25,141.529999,1110900,138.54198
2015-04-20,142.470001,144.289993,142.410004,144.220001,1313600,141.175191
2015-04-21,144.619995,146.089996,144.279999,145.570007,1606400,142.496695
2015-04-22,145.380005,145.699997,143.880005,144.330002,1098300,141.282869
2015-04-23,143.440002,144.970001,143.229996,144.350006,807900,141.302451
2015-04-24,144.190002,145.169998,143.369995,144.330002,561800,141.282869
2015-04-27,144.529999,144.589996,141.669998,142.039993,831200,139.041208
2015-04-28,142.029999,143.320007,140.020004,143.270004,932400,140.24525
2015-04-29,142.350006,143.149994,140.970001,142.179993,1174200,139.178251
2015-04-30,142.179993,142.179993,140.050003,140.869995,1313000,137.895911
